label,count,mean_y,median_y,std_y,hit_rate
Red,10,0.022186552181690203,0.013539543112204174,0.033098737343337015,0.3
Orange,9,-0.005665802166420401,-0.021938650465235087,0.0554650862107679,0.5555555555555556
Yellow,10,-0.010861342945457014,-0.009532823575854374,0.047832093182582,0.8
YellowGreen,9,-0.029043390789702115,-0.0347613214884191,0.06261027908551002,0.7777777777777778
Green,10,0.003918150402305691,-0.005953832814782258,0.06959772118763685,0.5
