date,regime,score,pnl,cost,funding,r_ls_net,alt_turnover,major_turnover,alt_gross,major_gross,total_gross
2024-10-11,RISK_ON_ALTS,0.0,0.0,0.0,0.008344709844559584,-0.008344709844559584,0.0,0.0,0.0,0.0,0.0
2024-10-12,RISK_ON_ALTS,0.0,0.0,0.0,0.017134398963730573,-0.017134398963730573,0.0,0.0,0.0,0.0,0.0
2024-10-13,RISK_ON_ALTS,7.447394709417566,0.0,0.0,0.01922252331606218,-0.01922252331606218,0.0,0.0,0.0,0.0,0.0
2024-10-14,RISK_ON_ALTS,0.0,0.0,0.0,0.014475715025906737,-0.014475715025906737,0.0,0.0,0.0,0.0,0.0
2024-10-15,RISK_ON_ALTS,38.60316031703582,0.0,0.0,0.021074689119170986,-0.021074689119170986,0.0,0.0,0.0,0.0,0.0
2024-10-16,BALANCED,51.272891630378226,0.0,0.0,0.019257450777202072,-0.019257450777202072,0.0,0.0,0.0,0.0,0.0
2024-10-17,BALANCED,52.56378269769478,0.0,0.0,0.01302439896373057,-0.01302439896373057,0.0,0.0,0.0,0.0,0.0
2024-10-18,RISK_ON_MAJORS,56.832807811933385,0.0,0.0005,0.008366968911917096,-0.008866968911917097,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2024-10-19,RISK_ON_MAJORS,55.23711634945055,0.015516055088192144,0.000016278336428279633,0.014614880829015547,0.0008848959227483171,0.03255667285655926,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-10-20,RISK_ON_MAJORS,56.86342653759267,-0.001119632112763677,0.000022797263898045203,0.015901554404145077,-0.0170439837808068,0.045594527796090405,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-10-21,BALANCED,52.113060491761395,0.00817008231591042,0.0005,0.021018466321243528,-0.013348384005333109,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2024-10-22,RISK_ON_MAJORS,61.4573875674911,0.0,0.0005,0.020117797927461146,-0.020617797927461146,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2024-10-23,RISK_ON_ALTS,41.661478455851864,-0.0015406990831062601,0.0005,0.01908334196891192,-0.02112404105201818,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2024-10-24,BALANCED,48.62760689954435,0.0,0.0,0.01162133160621762,-0.01162133160621762,0.0,0.0,0.0,0.0,0.0
2024-10-25,BALANCED,51.3127151163128,0.0,0.0,0.01850420103092784,-0.01850420103092784,0.0,0.0,0.0,0.0,0.0
2024-10-26,RISK_ON_MAJORS,67.11546288193348,0.0,0.0005,0.00202666836734694,-0.00252666836734694,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,1.0
2024-10-27,BALANCED,54.13976725502512,0.007560568932939165,0.0005,0.008912801020408163,-0.0018522320874689979,0.33333333333333337,0.6666666666666666,0.0,0.0,0.0
2024-10-28,RISK_ON_MAJORS,68.64242591550193,0.0,0.0005,0.009439132653061226,-0.009939132653061226,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2024-10-29,RISK_ON_MAJORS,80.2543414850708,0.013106009703950787,2.0309145191991406e-6,0.012947632653061227,0.0001563461363703611,0.004061829038398281,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-10-30,RISK_ON_MAJORS,63.696547017308156,0.02551499436012728,0.000016333287442145943,0.025008290816326537,0.0004903702563585979,0.03266657488429189,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-10-31,RISK_ON_MAJORS,60.66960346495783,-0.0044387603727016785,0.00001907867260265115,0.02166336734693878,-0.026121206392243107,0.0381573452053023,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-11-01,RISK_ON_MAJORS,81.42991317906824,-0.023224312446314184,0.000018077035189216344,0.015995678571428574,-0.03923806805293198,0.03615407037843269,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-11-02,RISK_ON_MAJORS,58.78899093305522,-0.0062739365767966486,0.00002732774651089248,0.020007505102040822,-0.026308769425348363,0.05465549302178496,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-11-03,RISK_ON_MAJORS,69.56660327938174,-0.006989403033197249,0.0000164083268476363,0.010760357142857144,-0.01776616850290203,0.0328166536952726,0.0,0.33333333333333337,0.6666666666666666,1.0
2024-11-04,RISK_ON_MAJORS,99.18021680216802,-0.01117995705736074,3.20308139799353e-6,0.009528673469387756,-0.02071183360814649,0.006406162795987059,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-11-05,RISK_ON_ALTS,32.554435682041884,-0.01451157675933973,0.0005,0.010050642857142859,-0.02506221961648259,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2024-11-06,RISK_ON_ALTS,8.814625949714816,0.0,0.0,0.01633382142857143,-0.01633382142857143,0.0,0.0,0.0,0.0,0.0
2024-11-07,RISK_ON_ALTS,14.988417357195072,0.0,0.0,0.02637045685279188,-0.02637045685279188,0.0,0.0,0.0,0.0,0.0
2024-11-08,RISK_ON_ALTS,32.54282098851099,0.0,0.0,0.023897573604060914,-0.023897573604060914,0.0,0.0,0.0,0.0,0.0
2024-11-09,RISK_ON_ALTS,13.93051338235729,0.0,0.0,0.00914938190954774,-0.00914938190954774,0.0,0.0,0.0,0.0,0.0
2024-11-10,RISK_ON_ALTS,6.344481740217373,0.0,0.0,0.01612650753768845,-0.01612650753768845,0.0,0.0,0.0,0.0,0.0
2024-11-11,RISK_ON_ALTS,0.0,0.0,0.0,0.04814648743718593,-0.04814648743718593,0.0,0.0,0.0,0.0,0.0
2024-11-12,RISK_ON_ALTS,41.099860901464005,0.0,0.0,0.06669453731343283,-0.06669453731343283,0.0,0.0,0.0,0.0,0.0
2024-11-13,RISK_ON_ALTS,43.94864093721324,0.0,0.0,0.05350541791044777,-0.05350541791044777,0.0,0.0,0.0,0.0,0.0
2024-11-14,RISK_ON_ALTS,41.86992242907529,0.0,0.0,0.03623673134328358,-0.03623673134328358,0.0,0.0,0.0,0.0,0.0
2024-11-15,RISK_ON_ALTS,0.0,0.0,0.0,0.02519168656716418,-0.02519168656716418,0.0,0.0,0.0,0.0,0.0
2024-11-16,BALANCED,45.58918849268237,0.0,0.0,0.034624128712871294,-0.034624128712871294,0.0,0.0,0.0,0.0,0.0
2024-11-18,RISK_ON_ALTS,0.0,0.0,0.0,0.03456776732673268,-0.03456776732673268,0.0,0.0,0.0,0.0,0.0
2024-11-19,RISK_ON_ALTS,4.472079571259224,0.0,0.0,0.04808432352941178,-0.04808432352941178,0.0,0.0,0.0,0.0,0.0
2024-11-20,RISK_ON_ALTS,11.152778560813298,0.0,0.0,0.02580632352941177,-0.02580632352941177,0.0,0.0,0.0,0.0,0.0
2024-11-21,RISK_ON_ALTS,15.049808553423638,0.0,0.0,0.01143957352941177,-0.01143957352941177,0.0,0.0,0.0,0.0,0.0
2024-11-22,RISK_ON_ALTS,31.922847126368925,0.0,0.0,0.049111170731707315,-0.049111170731707315,0.0,0.0,0.0,0.0,0.0
2024-11-23,RISK_ON_ALTS,33.53493271213069,0.0,0.0,0.052937546341463415,-0.052937546341463415,0.0,0.0,0.0,0.0,0.0
2024-11-24,RISK_ON_ALTS,0.0,0.0,0.0,0.04303447317073169,-0.04303447317073169,0.0,0.0,0.0,0.0,0.0
2024-11-25,RISK_ON_ALTS,26.396134929245534,0.0,0.0,0.0453999512195122,-0.0453999512195122,0.0,0.0,0.0,0.0,0.0
2024-11-26,RISK_ON_ALTS,0.0,0.0,0.0,0.027031448780487806,-0.027031448780487806,0.0,0.0,0.0,0.0,0.0
2024-11-27,RISK_ON_ALTS,0.0,0.0,0.0,0.0016858097560975616,-0.0016858097560975616,0.0,0.0,0.0,0.0,0.0
2024-11-28,RISK_ON_ALTS,0.0,0.0,0.0,0.04353020388349514,-0.04353020388349514,0.0,0.0,0.0,0.0,0.0
2024-11-29,RISK_ON_ALTS,0.0,0.0,0.0,0.04130065048543689,-0.04130065048543689,0.0,0.0,0.0,0.0,0.0
2024-11-30,RISK_ON_ALTS,0.0,0.0,0.0,0.05612241262135921,-0.05612241262135921,0.0,0.0,0.0,0.0,0.0
2024-12-01,RISK_ON_ALTS,0.0,0.0,0.0,0.05810442233009708,-0.05810442233009708,0.0,0.0,0.0,0.0,0.0
2024-12-02,RISK_ON_ALTS,0.0,0.0,0.0,0.08133987378640775,-0.08133987378640775,0.0,0.0,0.0,0.0,0.0
2024-12-03,RISK_ON_ALTS,0.0,0.0,0.0,0.06898549514563107,-0.06898549514563107,0.0,0.0,0.0,0.0,0.0
2024-12-04,RISK_ON_ALTS,0.0,0.0,0.0,0.1076803980582524,-0.1076803980582524,0.0,0.0,0.0,0.0,0.0
2024-12-05,RISK_ON_ALTS,0.0,0.0,0.0,0.07069556250000002,-0.07069556250000002,0.0,0.0,0.0,0.0,0.0
2024-12-06,RISK_ON_ALTS,0.0,0.0,0.0,0.10637968269230766,-0.10637968269230766,0.0,0.0,0.0,0.0,0.0
2024-12-07,RISK_ON_ALTS,0.0,0.0,0.0,0.10187462857142857,-0.10187462857142857,0.0,0.0,0.0,0.0,0.0
2024-12-08,RISK_ON_ALTS,0.0,0.0,0.0,0.11919575714285713,-0.11919575714285713,0.0,0.0,0.0,0.0,0.0
2024-12-09,RISK_ON_ALTS,0.0,0.0,0.0,0.08428054285714284,-0.08428054285714284,0.0,0.0,0.0,0.0,0.0
2024-12-10,RISK_ON_ALTS,0.0,0.0,0.0,0.010126890995260667,-0.010126890995260667,0.0,0.0,0.0,0.0,0.0
2024-12-11,RISK_ON_MAJORS,60.36832902409952,0.0,0.0005,0.009120827102803744,-0.009620827102803745,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2024-12-12,RISK_ON_ALTS,30.684405505103552,0.03366537049958908,0.0005,0.017420509345794394,0.015744861153794684,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2024-12-13,RISK_ON_ALTS,34.79359141298668,0.0,0.0,0.020121911214953277,-0.020121911214953277,0.0,0.0,0.0,0.0,0.0
2024-12-14,RISK_ON_MAJORS,64.85990465858139,0.0,0.0005,0.020462214953271034,-0.020962214953271035,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2024-12-15,RISK_ON_MAJORS,99.09382969063556,-0.01012640828156704,0.0000190640074992681,0.016500827102803747,-0.026646299391870056,0.0381280149985362,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-12-16,RISK_ON_MAJORS,80.42451139476904,0.01900343788476437,0.000023173950843232035,0.022166607476635517,-0.003186343542714378,0.04634790168646407,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-12-17,BALANCED,51.803841987933296,-0.0035092835276571274,0.0005,-0.010560402777777774,0.0065511192501206475,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2024-12-18,RISK_ON_MAJORS,57.403318949581895,0.0,0.0005,0.012025423963133644,-0.012525423963133645,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2024-12-19,RISK_ON_MAJORS,98.80113278791694,-0.040174611468938436,0.000015238304566346786,0.008024697247706426,-0.04821454702121121,0.030476609132693573,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-12-20,RISK_ON_MAJORS,98.99811557788945,-0.03043073009202857,0.000021099696942528437,-0.0019114816513761466,-0.02854034813759495,0.04219939388505688,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-12-21,RISK_ON_MAJORS,89.69830124560659,0.01178788042650261,0.000019478813409990915,0.01439370270270271,-0.00262530108961009,0.03895762681998183,0.0,0.33333333333333337,0.6666666666666666,1.0
2024-12-22,RISK_ON_MAJORS,85.78439282294622,-0.01272357229207254,0.00002193574334397068,0.0032290675675675715,-0.015974575602984084,0.04387148668794136,0.0,0.3333333333333333,0.6666666666666666,1.0
2024-12-23,RISK_ON_MAJORS,60.388709800951105,-0.008961383956141792,0.000019852608961678086,-0.053033486486486495,0.04405224992138303,0.03970521792335617,0.0,0.33333333333333337,0.6666666666666666,1.0
2024-12-24,BALANCED,46.812237002915644,0.019772724234836652,0.0005,0.008521224215246644,0.010751500019590007,0.33333333333333337,0.6666666666666666,0.0,0.0,0.0
2024-12-25,RISK_ON_ALTS,40.97892959814131,0.0,0.0,0.011422218750000006,-0.011422218750000006,0.0,0.0,0.0,0.0,0.0
2024-12-26,RISK_ON_ALTS,20.518184080852475,0.0,0.0,-0.0008910937499999964,0.0008910937499999964,0.0,0.0,0.0,0.0,0.0
2024-12-27,RISK_ON_ALTS,19.53352355674048,0.0,0.0,-0.00870677678571428,0.00870677678571428,0.0,0.0,0.0,0.0,0.0
2024-12-28,RISK_ON_ALTS,32.03660874827254,0.0,0.0,0.009359250000000005,-0.009359250000000005,0.0,0.0,0.0,0.0,0.0
2024-12-29,RISK_ON_ALTS,0.0,0.0,0.0,-0.01781773660714285,0.01781773660714285,0.0,0.0,0.0,0.0,0.0
2024-12-30,RISK_ON_ALTS,0.0,0.0,0.0,-0.002055468749999999,0.002055468749999999,0.0,0.0,0.0,0.0,0.0
2024-12-31,RISK_ON_ALTS,38.56256831986513,0.0,0.0,0.00847702666666667,-0.00847702666666667,0.0,0.0,0.0,0.0,0.0
2025-01-01,RISK_ON_ALTS,41.01042430753722,0.0,0.0,0.0029418666666666724,-0.0029418666666666724,0.0,0.0,0.0,0.0,0.0
2025-01-02,RISK_ON_ALTS,12.922260831022768,0.0,0.0,0.013916466666666676,-0.013916466666666676,0.0,0.0,0.0,0.0,0.0
2025-01-03,RISK_ON_ALTS,0.0,0.0,0.0,0.02173647345132744,-0.02173647345132744,0.0,0.0,0.0,0.0,0.0
2025-01-04,RISK_ON_ALTS,0.0,0.0,0.0,0.024342594713656393,-0.024342594713656393,0.0,0.0,0.0,0.0,0.0
2025-01-05,RISK_ON_ALTS,0.0,0.0,0.0,0.012867911894273134,-0.012867911894273134,0.0,0.0,0.0,0.0,0.0
2025-01-06,RISK_ON_ALTS,0.0,0.0,0.0,-0.017227427312775323,0.017227427312775323,0.0,0.0,0.0,0.0,0.0
2025-01-07,RISK_ON_ALTS,26.490431550974492,0.0,0.0,-0.015896814977973572,0.015896814977973572,0.0,0.0,0.0,0.0,0.0
2025-01-08,RISK_ON_ALTS,0.0,0.0,0.0,0.0001613842794759872,-0.0001613842794759872,0.0,0.0,0.0,0.0,0.0
2025-01-09,RISK_ON_ALTS,0.0,0.0,0.0,-0.016817504347826084,0.016817504347826084,0.0,0.0,0.0,0.0,0.0
2025-01-10,RISK_ON_ALTS,29.45315288912681,0.0,0.0,-0.02461853478260869,0.02461853478260869,0.0,0.0,0.0,0.0,0.0
2025-01-11,RISK_ON_MAJORS,60.25673885561723,0.0,0.0005,-0.0019149913043478195,0.0014149913043478195,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2025-01-12,RISK_ON_MAJORS,63.11923260771968,0.001695009650405339,0.00002455591311818266,-0.0228876,0.024558053737287158,0.04911182623636532,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-01-13,RISK_ON_MAJORS,69.00097613509264,-0.006897223822510869,4.527454667105036e-6,-0.01582069565217391,0.008918944374995937,0.009054909334210071,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-01-14,RISK_ON_MAJORS,61.11813907272157,-0.005057078936639399,0.000014747994456025541,-0.020404852173913045,0.01533302524281762,0.02949598891205108,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-01-15,RISK_ON_MAJORS,98.47309029838777,0.016680835318804293,0.00003135204223382885,0.007173508695652175,0.009475974580918289,0.0627040844676577,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-01-16,BALANCED,54.71754480100469,0.0380741532034424,0.0005,0.01833548051948053,0.01923867268396187,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2025-01-17,RISK_ON_MAJORS,55.131384724082146,0.0,0.0005,0.015146625000000004,-0.015646625000000004,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2025-01-18,RISK_ON_ALTS,41.60609136756214,0.025573924254264586,0.0005,-0.019208497854077248,0.04428242210834184,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2025-01-20,RISK_ON_ALTS,21.049455258807782,0.0,0.0,0.021548243589743596,-0.021548243589743596,0.0,0.0,0.0,0.0,0.0
2025-01-21,RISK_ON_ALTS,18.75672683276526,0.0,0.0,0.020443455319148943,-0.020443455319148943,0.0,0.0,0.0,0.0,0.0
2025-01-22,RISK_ON_ALTS,0.0,0.0,0.0,0.025356906382978727,-0.025356906382978727,0.0,0.0,0.0,0.0,0.0
2025-01-23,RISK_ON_ALTS,0.8012134107782565,0.0,0.0,-0.004118288135593214,0.004118288135593214,0.0,0.0,0.0,0.0,0.0
2025-01-24,RISK_ON_ALTS,8.576059638024198,0.0,0.0,-0.0239688860759494,0.0239688860759494,0.0,0.0,0.0,0.0,0.0
2025-01-25,RISK_ON_MAJORS,86.74488567990373,0.0,0.0005,-0.021026259414225937,0.020526259414225936,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2025-01-26,RISK_ON_MAJORS,98.60654460666574,0.014270892451136778,0.000016418775768144613,-0.020999146443514638,0.03525362011888327,0.03283755153628923,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-01-27,BALANCED,48.314586498985776,-0.017547442915666733,0.0005,-0.03574889121338913,0.017701448297722397,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2025-01-28,RISK_ON_ALTS,0.0,0.0,0.0,-0.02357411297071149,0.02357411297071149,0.0,0.0,0.0,0.0,0.0
2025-01-29,RISK_ON_ALTS,1.2425347129054187,0.0,0.0,-0.00859040585774058,0.00859040585774058,0.0,0.0,0.0,0.0,0.0
2025-01-30,RISK_ON_MAJORS,98.85018297824297,0.0,0.0005,-0.0034581374999999985,0.0029581374999999984,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2025-01-31,RISK_ON_MAJORS,98.09835626954778,0.013201359358064029,0.000038555908764156584,0.006645900000000003,0.006516903449299869,0.07711181752831317,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-02-01,RISK_ON_ALTS,41.21505642458146,-0.010068501875723336,0.0005,-0.0020724374999999905,-0.008496064375723346,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2025-02-02,RISK_ON_MAJORS,58.77686722117335,0.0,0.0005,-0.032427475000000004,0.031927475000000004,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2025-02-03,RISK_ON_MAJORS,74.2256095026213,-0.03619255459669992,0.000033813767134014545,-0.018475512499999996,-0.01775085586383394,0.06762753426802909,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-02-04,RISK_ON_MAJORS,99.02251184834124,0.026317635332751423,8.321183521731622e-6,-0.008841462499999996,0.035150776649229686,0.016642367043463245,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-02-05,RISK_ON_MAJORS,73.36673515977925,-0.0272985426157971,0.000029109231483398122,-0.033944387500000055,0.0066167356527195575,0.058218462966796246,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-02-06,RISK_ON_MAJORS,64.74898134091119,-0.014072059126795712,8.336872261143395e-6,-0.0181960875,0.004115691500943144,0.01667374452228679,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-02-07,RISK_ON_MAJORS,65.07439393065954,-0.009552922388282271,0.00003431977597593044,-0.04366061825726143,0.03407337609300323,0.06863955195186087,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-02-08,RISK_ON_MAJORS,80.18887340169051,-0.0006498532731681681,0.00004942752047066566,-0.021712593360995847,0.02101331256735701,0.09885504094133131,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-02-09,RISK_ON_MAJORS,75.41399197267076,0.002559354750042685,0.0000209559932660414,-0.03363634854771784,0.036174747304494485,0.04191198653208279,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-02-10,RISK_ON_MAJORS,86.0959593258092,-0.004362709411840912,0.0005,-0.021457232365145226,0.016594522953304314,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2025-02-11,BALANCED,54.54281663149464,0.0,0.0,-0.024334282157676364,0.024334282157676364,0.0,0.0,0.0,0.0,0.0
2025-02-12,RISK_ON_ALTS,0.0,0.0,0.0,-0.05527252066115703,0.05527252066115703,0.0,0.0,0.0,0.0,0.0
2025-02-13,RISK_ON_ALTS,0.0,0.0,0.0,-0.0012458677685950386,0.0012458677685950386,0.0,0.0,0.0,0.0,0.0
2025-02-14,RISK_ON_ALTS,0.0,0.0,0.0,-0.03332435655737708,0.03332435655737708,0.0,0.0,0.0,0.0,0.0
2025-02-15,RISK_ON_ALTS,0.0,0.0,0.0,0.003793131147540985,-0.003793131147540985,0.0,0.0,0.0,0.0,0.0
2025-02-16,RISK_ON_ALTS,17.89344263972992,0.0,0.0,-0.017477200819672127,0.017477200819672127,0.0,0.0,0.0,0.0,0.0
2025-02-17,RISK_ON_ALTS,0.0,0.0,0.0,-0.06440234016393447,0.06440234016393447,0.0,0.0,0.0,0.0,0.0
2025-02-18,RISK_ON_ALTS,25.670113596638693,0.0,0.0,-0.05017726229508205,0.05017726229508205,0.0,0.0,0.0,0.0,0.0
2025-02-19,RISK_ON_MAJORS,98.34500875656742,0.0,0.0005,-0.027577401639344287,0.027077401639344287,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
2025-02-20,RISK_ON_MAJORS,88.31261121643216,0.009863924197149598,0.00004315503520334951,-0.03646909426229508,0.04628986342424133,0.08631007040669901,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-02-21,RISK_ON_MAJORS,63.252729427013335,0.018442637474771886,5.014334975893091e-6,-0.001836587755102034,0.020274210894898028,0.010028669951786182,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-02-22,RISK_ON_MAJORS,80.56851790573096,-0.018458449601185575,0.00002837008929195484,-0.019324151020408173,0.000837331329930642,0.05674017858390968,0.0,0.3333333333333333,0.6666666666666666,1.0
2025-02-23,RISK_ON_ALTS,19.654880475434734,0.008343099757195577,0.0005,-0.023938004081632703,0.031781103838828276,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2025-02-24,RISK_ON_ALTS,37.306735192179616,0.0,0.0,-0.03117275510204082,0.03117275510204082,0.0,0.0,0.0,0.0,0.0
2025-02-25,RISK_ON_MAJORS,63.92580407634132,0.0,0.0005,-0.026398812244897957,0.025898812244897956,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,1.0
2025-02-26,RISK_ON_ALTS,40.8217173398841,-0.007735549111530141,0.0005,-0.014184697959183677,0.0059491488476535355,0.33333333333333337,0.6666666666666666,0.0,0.0,0.0
2025-02-27,RISK_ON_ALTS,26.934328107546186,0.0,0.0,0.006696355102040821,-0.006696355102040821,0.0,0.0,0.0,0.0,0.0
2025-02-28,RISK_ON_ALTS,28.369253756043612,0.0,0.0,0.0004420530612244919,-0.0004420530612244919,0.0,0.0,0.0,0.0,0.0
2025-03-01,RISK_ON_ALTS,25.63135931638006,0.0,0.0,0.013227171428571435,-0.013227171428571435,0.0,0.0,0.0,0.0,0.0
2025-03-02,RISK_ON_ALTS,33.056410521388244,0.0,0.0,0.0023840571428571434,-0.0023840571428571434,0.0,0.0,0.0,0.0,0.0
2025-03-03,RISK_ON_ALTS,27.13499262856208,0.0,0.0,0.01779411428571429,-0.01779411428571429,0.0,0.0,0.0,0.0,0.0
2025-03-04,RISK_ON_ALTS,26.42537922291006,0.0,0.0,-0.032017836734693876,0.032017836734693876,0.0,0.0,0.0,0.0,0.0
2025-03-05,BALANCED,50.15984603502807,0.0,0.0,-0.004879469387755101,0.004879469387755101,0.0,0.0,0.0,0.0,0.0
2025-03-06,BALANCED,54.57018738886341,0.0,0.0,-0.009002179591836733,0.009002179591836733,0.0,0.0,0.0,0.0,0.0
2025-03-07,RISK_ON_MAJORS,58.63154963767683,0.0,0.0005,-0.012214646341463416,0.011714646341463415,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
