,Environment_APR,Z_Score_90d,Fragmentation_Spread,Conditioned_Momentum,y
Environment_APR,1.0,0.5425997425997426,-0.3510743704437637,0.5768339768339769,0.2296010296010296
Z_Score_90d,0.5425997425997426,1.0,-0.010333314803348453,0.5034749034749034,-0.09420849420849421
Fragmentation_Spread,-0.3510743704437637,-0.010333314803348453,1.0,-0.01343330924435299,-0.5102074184153299
Conditioned_Momentum,0.5768339768339769,0.5034749034749034,-0.01343330924435299,1.0,-0.014671814671814672
y,0.2296010296010296,-0.09420849420849421,-0.5102074184153299,-0.014671814671814672,1.0
