date_iso,btc_1d,btc_7d,alt_7d_avg,spread7,avg_alt_funding,btc_funding,funding_spread,funding_heating,funding_risk,oi_change_3d,breadth_3d,regime_score,bucket,date,ret_btc,ret_alts,ret_ls,ret_ls_fwd_1d,w_bucket,w_score,ret_always_on,ret_bucket_sized,ret_score_sized,equity_always_on,equity_bucket_sized,equity_score_sized
2024-01-02T00:00:00+00:00,4.644782,1.215551,5.279229,-4.063679,0.0,0.0,0.0,0.0,0.5,0.0,0.463415,0.0,RED,2024-01-02,0.04644782079333254,0.04636251535790663,8.53054354259114e-05,0.03052667137699789,0.0,0.0,0.03052667137699789,0.0,0.0,0.9012709881151868,1.0,1.0
2024-01-03T00:00:00+00:00,1.870087,5.828916,5.4734,0.355517,0.0,0.0,0.0,0.0,0.5,0.0,0.243902,43.546845,ORANGE,2024-01-03,0.01870086852996411,-0.011825802847033778,0.03052667137699789,0.024871581204912244,0.0,0.0,0.024871581204912244,0.0,0.0,0.9236870226837252,1.0,1.0
2024-01-04T00:00:00+00:00,-4.829716,-1.374781,-5.654982,4.280202,0.0,0.0,0.0,0.0,0.5,0.0,0.261905,92.440476,GREEN,2024-01-04,-0.0482971585302997,-0.07316873973521194,0.024871581204912244,-0.022747086490992635,1.5,1.5,-0.022747086490992635,-0.03412062973648895,-0.03412062973648895,0.902675834088131,0.965879370263511,0.965879370263511
2024-01-05T00:00:00+00:00,3.20871,3.743905,-5.087389,8.831294,0.0,0.0,0.0,0.0,0.5,0.0,0.261905,81.74407,GREEN,2024-01-05,0.03208709830694412,0.05483418479793675,-0.022747086490992635,0.027301286619757083,1.5,1.1904026249999997,0.027301286619757083,0.04095192992963562,0.0324995232580362,0.9273200457592994,1.005433994555023,0.9972699893218474
2024-01-06T00:00:00+00:00,-0.185265,4.846124,-5.400891,10.247015,0.0,0.0,0.0,0.0,0.5,0.0,0.142857,78.269716,GREEN,2024-01-06,-0.0018526475016918953,-0.02915393412144898,0.027301286619757083,0.03364790185212549,1.5,1.06011435,0.03364790185212549,0.050471852778188234,0.035670623600829815,0.9585224196445167,1.0561801111063898,1.0328432317393506
2024-01-07T00:00:00+00:00,-0.357211,4.110574,-9.875871,13.986445,0.0,0.0,0.0,0.0,0.5,0.0,0.047619,93.511905,GREEN,2024-01-07,-0.0035721106513364465,-0.037220012503461936,0.03364790185212549,0.03240092740264084,1.5,1.5,0.03240092740264084,0.048601391103961264,0.048601391103961264,0.9895794349772223,1.1075119337624968,1.083040849594194
2024-01-08T00:00:00+00:00,-0.164657,3.969706,-13.104383,17.074089,0.0,0.0,0.0,0.0,0.5,0.0,0.047619,93.511905,GREEN,2024-01-08,-0.0016465701924750498,-0.03404749759511589,0.03240092740264084,0.020127877493703532,1.5,1.5,0.020127877493703532,0.030191816240555298,0.030191816240555298,1.0094975686147323,1.140949730550876,1.1157398199061568
2024-01-09T00:00:00+00:00,6.955746,6.265762,-11.330062,17.595823,0.0,0.0,0.0,0.0,0.5,0.0,0.047619,90.308597,GREEN,2024-01-09,0.06955745823735127,0.049429580743647734,0.020127877493703532,0.009020891214069893,1.5,1.5,0.009020891214069893,0.01353133682110484,0.01353133682110484,1.018604136362074,1.1563883056509086,1.1308372712140258
2024-01-10T00:00:00+00:00,-1.768869,2.469786,-12.027793,14.497579,0.0,0.0,0.0,0.0,0.5,0.0,0.119048,93.154762,GREEN,2024-01-10,-0.01768868673504964,-0.026709577949119535,0.009020891214069893,-0.0733603848093534,1.5,1.5,-0.0733603848093534,-0.1100405772140301,-0.1100405772140301,0.9438789449501531,1.0291386690135285,1.0063992851544958
2024-01-11T00:00:00+00:00,1.141647,8.899149,2.564661,6.334487,0.0,0.0,0.0,0.0,0.0,0.0,0.404762,59.838328,YELLOWGREEN,2024-01-11,0.011416468254854983,0.08477685306420839,-0.0733603848093534,-0.03345588131261777,1.0,0.3689372999999999,-0.03345588131261777,-0.03345588131261777,-0.012343122520597653,0.9123006429944219,0.9947079278487864,0.993977175473192
2024-01-12T00:00:00+00:00,-0.68184,4.794093,2.517454,2.276639,0.0,0.0,0.0,0.0,0.0,0.0,0.341463,56.205768,YELLOWGREEN,2024-01-12,-0.006818396622051193,0.02663748469056658,-0.03345588131261777,-0.03206930701482868,1.0,0.23271629999999996,-0.03206930701482868,-0.03206930701482868,-0.007463050472054974,0.8830437935844082,0.9628083339205196,0.9865590736445649
2024-01-13T00:00:00+00:00,-7.385239,-2.76506,1.86026,-4.625319,0.0,0.0,0.0,0.0,0.0,0.0,0.682927,18.715883,RED,2024-01-13,-0.07385239190093928,-0.04178308488611061,-0.03206930701482868,-0.02218198633052155,0.0,0.0,-0.02218198633052155,-0.0,-0.0,0.8634561282258669,0.9628083339205196,0.9865590736445649
2024-01-14T00:00:00+00:00,-0.105971,-2.519891,7.35001,-9.869901,0.0,0.0,0.0,0.0,0.0,0.0,0.904762,0.0,RED,2024-01-14,-0.0010597091363595545,0.021122277194161994,-0.02218198633052155,0.0017504498754067968,0.0,0.0,0.0017504498754067968,0.0,0.0,0.8649675648979391,0.9628083339205196,0.9865590736445649
2024-01-15T00:00:00+00:00,-2.444758,-4.746202,7.433331,-12.179533,0.0,0.0,0.0,0.0,0.0,0.0,0.904762,2.715797,RED,2024-01-15,-0.024447584337507933,-0.02619803421291473,0.0017504498754067968,-0.0031839414744944117,0.0,0.0,-0.0031839414744944117,-0.0,-0.0,0.8622135587939681,0.9628083339205196,0.9865590736445649
2024-01-16T00:00:00+00:00,1.881305,-9.265452,4.243113,-13.508565,0.0,0.0,0.0,0.0,0.0,0.0,0.904762,21.179647,RED,2024-01-16,0.01881305423901214,0.02199699571350655,-0.0031839414744944117,-0.003350026638378096,0.0,0.0,-0.003350026638378096,-0.0,-0.0,0.8593251204040375,0.9628083339205196,0.9865590736445649
2024-01-17T00:00:00+00:00,1.316508,-6.415538,7.700769,-14.116307,0.0,0.0,0.0,0.0,0.0,0.0,0.952381,8.571626,RED,2024-01-17,0.013165078101329941,0.016515104739708037,-0.003350026638378096,-0.00031309900543054735,0.0,0.0,-0.00031309900543054735,-0.0,-0.0,0.8590560665634975,0.9628083339205196,0.9865590736445649
2024-01-18T00:00:00+00:00,-1.00617,-8.402873,-1.430928,-6.971945,0.0,0.0,0.0,0.0,0.0,0.0,0.785714,32.244579,ORANGE,2024-01-18,-0.010061704828781548,-0.009748605823351,-0.00031309900543054735,0.014637737681887225,0.0,0.0,0.014637737681887225,0.0,0.0,0.8716307039198878,0.9628083339205196,0.9865590736445649
2024-01-19T00:00:00+00:00,-3.400452,-10.910139,-8.422806,-2.487333,0.0,0.0,0.0,0.0,0.0,0.0,0.536585,43.517694,ORANGE,2024-01-19,-0.03400452257362396,-0.04864226025551119,0.014637737681887225,0.004397275222344965,0.0,0.0,0.004397275222344965,0.0,0.0,0.8754635040172698,0.9628083339205196,0.9865590736445649
2024-01-20T00:00:00+00:00,0.822915,-3.014386,-3.950534,0.936148,0.0,0.0,0.0,0.0,0.0,0.0,0.380952,53.269524,YELLOW,2024-01-20,0.008229148243696693,0.003831873021351728,0.004397275222344965,-0.002153304117939776,0.5,0.12260714999999989,-0.002153304117939776,-0.001076652058969888,-0.0002640104809838596,0.8735783648489635,0.9617717243454107,0.9862986117090129
2024-01-21T00:00:00+00:00,0.060494,-2.852768,-5.0917,2.238933,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,61.409221,YELLOWGREEN,2024-01-21,0.0006049425067766734,0.0027582466247164494,-0.002153304117939776,-0.0037514779514524646,1.0,0.4278457875000001,-0.0037514779514524646,-0.0037514779514524646,-0.0016050540384280668,0.8703011548743667,0.9581636589271985,0.9847155491391933
2024-01-22T00:00:00+00:00,-0.202295,-0.619683,-1.899485,1.279802,0.0,0.0,0.0,0.0,0.0,0.0,0.357143,82.579691,GREEN,2024-01-22,-0.002022952873095507,0.0017285250783569575,-0.0037514779514524646,0.010425815232954147,1.5,1.2217384125,0.010425815232954147,0.01563872284943122,0.012737618951727717,0.8793747539121134,0.9731481148335579,0.9972584805799697
2024-01-23T00:00:00+00:00,-4.903891,-7.238316,-9.486587,2.248271,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,53.5094,YELLOW,2024-01-23,-0.049038908333593034,-0.05946472356654718,0.010425815232954147,0.016255075460117528,0.5,0.13160249999999998,0.016255075460117528,0.008127537730058764,0.002139208568240117,0.8936690568946771,0.9810574128538031,0.9993918244663765
2024-01-24T00:00:00+00:00,0.832113,-7.68181,-11.242333,3.560523,0.0,0.0,0.0,0.0,0.0,0.0,0.285714,56.295432,YELLOWGREEN,2024-01-24,0.008321131341824994,-0.007933944118292534,0.016255075460117528,-0.016518684704593587,1.0,0.23607869999999992,-0.016518684704593587,-0.016518684704593587,-0.0038997096107703366,0.8789068195135824,0.9648516347737668,0.9954944865635796
2024-01-25T00:00:00+00:00,0.728576,-6.064046,-9.039418,2.975372,0.0,0.0,0.0,0.0,0.0,0.0,0.357143,56.390569,YELLOWGREEN,2024-01-25,0.0072857591683981315,0.02380444387299172,-0.016518684704593587,0.0019764265592912634,1.0,0.23964633749999997,0.0019764265592912634,0.0019764265592912634,0.0004736433862718778,0.8806439142948113,0.9667585931705092,0.9959659959432107
2024-01-26T00:00:00+00:00,-0.462033,-3.20665,-5.12916,1.922511,0.0,0.0,0.0,0.0,0.0,0.0,0.261905,58.679673,YELLOWGREEN,2024-01-26,-0.004620330394059069,-0.006596756953350332,0.0019764265592912634,0.00010009098082093548,1.0,0.32548773750000004,0.00010009098082093548,0.00010009098082093548,3.257838689156219e-05,0.8807320588079469,0.9668553569863166,0.9959984429087573
2024-01-27T00:00:00+00:00,4.819058,0.629781,-1.252705,1.882486,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,98.668142,GREEN,2024-01-27,0.048190579538194056,0.04809048855737312,0.00010009098082093548,-0.006466341605290088,1.5,1.5,-0.006466341605290088,-0.00969951240793513,-0.00969951240793513,0.8750369444529642,0.9574773314545494,0.9863377436534797
2024-01-28T00:00:00+00:00,0.613132,1.185562,-0.317197,1.502759,0.0,0.0,0.0,0.0,0.0,0.0,0.357143,69.322313,YELLOWGREEN,2024-01-28,0.006131315923198599,0.012597657528488687,-0.006466341605290088,-0.007584844159312196,1.0,0.7245867374999998,-0.007584844159312196,-0.007584844159312196,-0.005495877483841952,0.8683999255956478,0.9502150151093925,0.9809169522566711
2024-01-29T00:00:00+00:00,-0.220876,1.166724,-1.743806,2.91053,0.0,0.0,0.0,0.0,0.0,0.0,0.285714,90.112795,GREEN,2024-01-29,-0.0022087557607750608,0.005376088398537135,-0.007584844159312196,-0.009816702967059922,1.5,1.5,-0.009816702967059922,-0.014725054450589883,-0.014725054450589883,0.8598751014694584,0.9362230472721387,0.9664728967231849
2024-01-30T00:00:00+00:00,2.952966,9.525136,8.623145,0.901991,0.0,0.0,0.0,0.0,0.0,0.0,0.404762,49.55429,YELLOW,2024-01-30,0.029529663287386043,0.039346366254445965,-0.009816702967059922,0.015222592328470706,0.5,0.0,0.015222592328470706,0.007611296164235353,0.0,0.8729646295925305,0.9433489181607099,0.9664728967231849
2024-01-31T00:00:00+00:00,-0.868027,7.678421,7.918744,-0.240322,0.0,0.0,0.0,0.0,0.0,0.0,0.309524,47.930809,YELLOW,2024-01-31,-0.008680274979929736,-0.023902867308400442,0.015222592328470706,0.012623082971213947,0.5,0.0,0.012623082971213947,0.006311541485606973,0.0,0.8839841345428121,0.9493029039930837,0.9664728967231849
2024-02-01T00:00:00+00:00,-0.71988,6.130029,2.280908,3.84912,0.0,0.0,0.0,0.0,0.0,0.0,0.190476,59.511117,YELLOWGREEN,2024-02-01,-0.007198795461504592,-0.01982187843271854,0.012623082971213947,0.008161891300723981,1.0,0.3566668875,0.008161891300723981,0.008161891300723981,0.0029110763663425486,0.8911991169605151,0.9570510111069369,0.9692863731315463
2024-02-02T00:00:00+00:00,1.140777,7.838987,3.120313,4.718674,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,58.959782,YELLOWGREEN,2024-02-02,0.011407765254314972,0.0032458739535909907,0.008161891300723981,-0.010962049758164113,1.0,0.3359918249999999,-0.010962049758164113,-0.010962049758164113,-0.0036831591039863678,0.8814297478959621,0.9465597703020815,0.9657163372019769
2024-02-03T00:00:00+00:00,0.235935,3.12382,-0.032737,3.156558,0.0,0.0,0.0,0.0,0.0,0.0,0.285714,65.407371,YELLOWGREEN,2024-02-03,0.0023593544827502644,0.013321404240914377,-0.010962049758164113,-0.010558069144835851,1.0,0.5777764124999999,-0.010558069144835851,-0.010558069144835851,-0.0061002033134302,0.8721235516713614,0.9365659267975122,0.9598252712019437
2024-02-04T00:00:00+00:00,-0.44894,2.035246,-0.440962,2.476208,0.0,0.0,0.0,0.0,0.0,0.0,0.285714,68.839183,YELLOWGREEN,2024-02-04,-0.00448939784911806,0.006068671295717793,-0.010558069144835851,0.008289045288363252,1.0,0.7064693625000003,0.008289045288363252,0.008289045288363252,0.005855956540603617,0.8793526232882135,0.9443291641802747,0.9654459662766753
2024-02-05T00:00:00+00:00,-0.878353,1.362903,-0.699275,2.062178,0.0,0.0,0.0,0.0,0.0,0.0,0.309524,73.651858,GREEN,2024-02-05,-0.008783527510306421,-0.017072572798669673,0.008289045288363252,-0.00015688490417165263,1.5,0.8869446750000002,-0.00015688490417165263,-0.00023532735625747894,-0.00013914823034293262,0.8792146661361758,0.9441069376946313,0.9653116261789763
2024-02-06T00:00:00+00:00,0.115253,-1.430984,-4.692485,3.261501,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,86.888754,GREEN,2024-02-06,0.0011525278926629579,0.0013094127968346105,-0.00015688490417165263,0.003380089439774874,1.5,1.3833282750000002,0.003380089439774874,0.005070134159662311,0.004675773294069493,0.8821864903444779,0.9488936865298111,0.9698252045011186
2024-02-07T00:00:00+00:00,1.03012,0.456385,-2.016084,2.472469,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,98.333333,GREEN,2024-02-07,0.010301204749794568,0.006921115310019694,0.003380089439774874,0.009339972788430604,1.5,1.5,0.009339972788430604,0.014009959182645906,0.014009959182645906,0.8904260881586166,0.9621876483467642,0.9834124160304806
2024-02-08T00:00:00+00:00,2.691315,3.907995,2.481946,1.426049,0.0,0.0,0.0,0.0,0.0,0.0,0.357143,54.294488,YELLOW,2024-02-08,0.026913148181688884,0.01757317539325828,0.009339972788430604,0.018620000908545476,0.5,0.16104330000000006,0.018620000908545476,0.009310000454272738,0.002998626392315163,0.9070058227291227,0.9711456157899682,0.9863613024557201
2024-02-09T00:00:00+00:00,2.465355,5.268814,1.524117,3.744697,0.0,0.0,0.0,0.0,0.0,0.0,0.121951,61.233474,YELLOWGREEN,2024-02-09,0.024653547875443715,0.006033546966898238,0.018620000908545476,-0.024294934663183693,1.0,0.42125527500000004,-0.024294934663183693,-0.024294934663183693,-0.01023436938264648,0.8849701755267915,0.9475516965059136,0.97626651654164
2024-02-10T00:00:00+00:00,3.981122,9.202047,5.628182,3.573865,0.0,0.0,0.0,0.0,0.0,0.0,0.317073,54.886884,YELLOW,2024-02-10,0.03981121807062049,0.06410615273380418,-0.024294934663183693,0.009435620550465398,0.5,0.18325815000000006,0.009435620550465398,0.004717810275232699,0.0017291543661802711,0.893320418301541,0.9520220656360034,0.9779546320512736
2024-02-11T00:00:00+00:00,1.327342,11.150531,6.065744,5.084788,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,56.528107,YELLOWGREEN,2024-02-11,0.013273424153177782,0.0038378036027123838,0.009435620550465398,0.012148235301329793,1.0,0.24480401249999995,0.012148235301329793,0.012148235301329793,0.002973936746559679,0.9041726849425504,0.9635874537014076,0.9808630072679992
2024-02-12T00:00:00+00:00,0.881087,13.123488,9.000975,4.122513,0.0,0.0,0.0,0.0,0.0,0.0,0.261905,53.925618,YELLOW,2024-02-12,0.008810872817781146,-0.0033373624835486477,0.012148235301329793,-0.02944166884839418,0.5,0.147210675,-0.02944166884839418,-0.01472083442419709,-0.00433412794429858,0.8775523321707084,0.9494026423422355,0.9766118214986703
2024-02-13T00:00:00+00:00,3.860259,17.355093,13.7476,3.607492,0.0,0.0,0.0,0.0,0.0,0.0,0.285714,52.035622,YELLOW,2024-02-13,0.03860259108983266,0.06804425993822684,-0.02944166884839418,-0.009554807445697151,0.5,0.07633582499999987,-0.009554807445697151,-0.004777403722848576,-0.0007293741090834336,0.8691674886132948,0.9448669626242273,0.9758995061214444
2024-02-14T00:00:00+00:00,-0.635344,15.420513,14.128152,1.292362,0.0,0.0,0.0,0.0,0.0,0.0,0.309524,49.849089,YELLOW,2024-02-14,-0.006353443763062905,0.0032013636826342456,-0.009554807445697151,0.007915907895699084,0.5,0.0,0.007915907895699084,0.003957953947849542,0.0,0.8760477383990939,0.9486067025491385,0.9758995061214444
2024-02-15T00:00:00+00:00,4.138217,17.046767,18.647784,-1.601017,0.0,0.0,0.0,0.0,0.0,0.0,0.238095,47.244298,YELLOW,2024-02-15,0.0413821666586065,0.033466258762907417,0.007915907895699084,-9.475263886002698e-05,0.5,0.0,-9.475263886002698e-05,-4.737631943001349e-05,-0.0,0.8759647305641132,0.9485617610549851,0.9758995061214444
2024-02-16T00:00:00+00:00,0.324504,14.601261,19.026976,-4.425715,0.0,0.0,0.0,0.0,0.0,0.0,0.365854,43.119328,ORANGE,2024-02-16,0.0032450365736982345,0.0033397892125582615,-9.475263886002698e-05,-0.006422664301451391,0.0,0.0,-0.006422664301451391,-0.0,-0.0,0.8703387031597886,0.9485617610549851,0.9758995061214444
2024-02-17T00:00:00+00:00,0.400714,10.655167,9.783939,0.871228,0.0,0.0,0.0,0.0,0.0,0.0,0.238095,50.17216,YELLOW,2024-02-17,0.004007142228299676,0.010429806529751067,-0.006422664301451391,-0.20305581804708916,0.5,0.006455999999999929,-0.20305581804708916,-0.10152790902354458,-0.0013109283613119932,0.693611365811635,0.8522562688753814,0.9746201717810794
2024-02-18T00:00:00+00:00,-0.923806,8.196786,9.409804,-1.213018,0.0,0.0,0.0,0.0,0.0,0.0,0.404762,45.51004,YELLOW,2024-02-18,-0.009238063200851854,0.1938177548462373,-0.20305581804708916,-0.04039792275407883,0.5,0.0,-0.04039792275407883,-0.020198961377039415,-0.0,0.6655909074342254,0.8350415774170278,0.9746201717810794
2024-02-19T00:00:00+00:00,0.878345,8.193845,18.905337,-10.711492,0.0,0.0,0.0,0.0,0.0,0.0,0.404762,26.191168,RED,2024-02-19,0.008783448469965371,0.0491813712240442,-0.04039792275407883,-0.011442947923927634,0.0,0.0,-0.011442947923927634,-0.0,-0.0,0.6579745853418159,0.8350415774170278,0.9746201717810794
2024-02-20T00:00:00+00:00,-0.717651,3.42492,9.253642,-5.828722,0.0,0.0,0.0,0.0,0.0,0.0,0.642857,18.429721,RED,2024-02-20,-0.00717651457630164,0.004266433347625995,-0.011442947923927634,0.0014162785714069998,0.0,0.0,0.0014162785714069998,0.0,0.0,0.6589064606475659,0.8350415774170278,0.9746201717810794
2024-02-21T00:00:00+00:00,1.009345,5.136815,6.228029,-1.091214,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,44.317331,ORANGE,2024-02-21,0.010093450640148438,0.008677172068741438,0.0014162785714069998,0.009890196521462415,0.0,0.0,0.009890196521462415,0.0,0.0,0.6654231750326315,0.8350415774170278,0.9746201717810794
2024-02-22T00:00:00+00:00,-0.849233,0.101539,1.775689,-1.67415,0.0,0.0,0.0,0.0,0.0,0.0,0.404762,0.0,RED,2024-02-22,-0.008492334825902725,-0.01838253134736514,0.009890196521462415,-0.016042524257623075,0.0,0.0,-0.016042524257623075,-0.0,-0.0,0.6547481076055859,0.8350415774170278,0.9746201717810794
2024-02-23T00:00:00+00:00,-1.009315,-1.229315,1.692358,-2.921673,0.0,0.0,0.0,0.0,0.0,0.0,0.452381,8.159156,RED,2024-02-23,-0.010093148458770296,0.00594937579885278,-0.016042524257623075,-0.03549182837377195,0.0,0.0,-0.03549182837377195,-0.0,-0.0,0.6315099001423965,0.8350415774170278,0.9746201717810794
2024-02-24T00:00:00+00:00,-0.932236,-2.540625,3.789249,-6.329873,0.0,0.0,0.0,0.0,0.0,0.0,0.571429,5.634802,RED,2024-02-24,-0.009322363424427937,0.026169464949344013,-0.03549182837377195,-0.021406159807509137,0.0,0.0,-0.021406159807509137,-0.0,-0.0,0.6179916982999242,0.8350415774170278,0.9746201717810794
2024-02-25T00:00:00+00:00,1.400473,-0.254275,9.363889,-9.618163,0.0,0.0,0.0,0.0,0.0,0.0,0.595238,0.0,RED,2024-02-25,0.014004730086935258,0.035410889894444394,-0.021406159807509137,-0.009377900721587649,0.0,0.0,-0.009377900721587649,-0.0,-0.0,0.6121962335065022,0.8350415774170278,0.9746201717810794
2024-02-26T00:00:00+00:00,0.385597,-0.74149,1.941899,-2.683389,0.0,0.0,0.0,0.0,0.0,0.0,0.547619,0.0,RED,2024-02-26,0.0038559728663969395,0.013233873587984588,-0.009377900721587649,0.009864553447401066,0.0,0.0,0.009864553447401066,0.0,0.0,0.6182352759722247,0.8350415774170278,0.9746201717810794
2024-02-27T00:00:00+00:00,5.268034,5.242758,8.091614,-2.848856,0.0,0.0,0.0,0.0,0.0,0.0,0.261905,39.635724,ORANGE,2024-02-27,0.05268034348845019,0.04281579004104912,0.009864553447401066,0.022767158381742095,0.0,0.0,0.022767158381742095,0.0,0.0,0.6323107364174644,0.8350415774170278,0.9746201717810794
2024-02-28T00:00:00+00:00,4.635498,9.020888,12.569955,-3.549067,0.0,0.0,0.0,0.0,0.0,0.0,0.309524,41.89598,ORANGE,2024-02-28,0.046354983599436794,0.0235878252176947,0.022767158381742095,0.05900205433841522,0.0,0.0,0.05900205433841522,0.0,0.0,0.669618368846331,0.8350415774170278,0.9746201717810794
2024-02-29T00:00:00+00:00,9.745108,20.66986,19.089965,1.579895,0.0,0.0,0.0,0.0,0.0,0.0,0.261905,49.964326,YELLOW,2024-02-29,0.09745108074601427,0.038449026407599056,0.05900205433841522,-0.0268554601225733,0.5,0.0,-0.0268554601225733,-0.01342773006128665,-0.0,0.6516354594444357,0.823828864525521,0.9746201717810794
2024-03-01T00:00:00+00:00,-2.014696,19.444298,19.975808,-0.531509,0.0,0.0,0.0,0.0,0.0,0.0,0.285714,48.115869,YELLOW,2024-03-01,-0.020146958615591126,0.006708501506982173,-0.0268554601225733,-0.0427822211139354,0.5,0.0,-0.0427822211139354,-0.0213911105569677,-0.0,0.623757047132803,0.8062062502044344,0.9746201717810794
2024-03-02T00:00:00+00:00,1.840875,22.787791,22.3226,0.465192,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,48.673553,YELLOW,2024-03-02,0.018408751932330825,0.06119097304626622,-0.0427822211139354,-0.06873513138274076,0.5,0.0,-0.06873513138274076,-0.03436756569137038,-0.0,0.5808830245472193,0.7784989039397401,0.9746201717810794
2024-03-03T00:00:00+00:00,-0.574713,20.396001,27.536858,-7.140857,0.0,0.0,0.0,0.0,0.0,0.0,0.571429,41.307966,ORANGE,2024-03-03,-0.005747125330287872,0.06298800605245289,-0.06873513138274076,-0.006437412874798033,0.0,0.0,-0.006437412874798033,-0.0,-0.0,0.5771436406862474,0.7784989039397401,0.9746201717810794
2024-03-04T00:00:00+00:00,1.587357,21.837314,30.241054,-8.40374,0.0,0.0,0.0,0.0,0.0,0.0,0.309524,42.038775,ORANGE,2024-03-04,0.01587357013708046,0.022310983011878494,-0.006437412874798033,0.06544591901061712,0.0,0.0,0.06544591901061712,0.0,0.0,0.6149153366520922,0.7784989039397401,0.9746201717810794
2024-03-05T00:00:00+00:00,8.141614,25.163198,31.778318,-6.61512,0.0,0.0,0.0,0.0,0.0,0.0,0.238095,44.428219,ORANGE,2024-03-05,0.08141614056136337,0.01597022155074625,0.06544591901061712,-0.018152603455453165,0.0,0.0,-0.018152603455453165,-0.0,-0.0,0.6037530223871703,0.7784989039397401,0.9746201717810794
