ts,asset,funding_received,premium_gain,cost,net,cluster
2025-08-22,BSWUSDT,0.00262977,6.554999999999994e-05,0.02,-0.01730468,2025-08
2019-10-28,BTCUSDT,0.00421196,,0.004,0.00021195999999999975,2019-10
2020-12-30,BTCUSDT,0.012301020000000001,-0.0001324500000000001,0.004,0.00816857,2020-12
2021-08-15,BTTUSDT,0.00476563,0.00054595,0.012,-0.0066884200000000005,2021-08
2021-09-02,BTTUSDT,0.008943,0.0014068099999999999,0.008,0.002349809999999999,2021-09
2025-07-11,BUSDT,0.0127168,0.0,0.02,-0.0072832,2025-07
2025-08-10,BUSDT,0.0063808400000000005,0.0,0.02,-0.01361916,2025-08
2026-05-11,BUSDT,0.00954311,0.0007320499999999999,0.02,-0.00972484,2026-05
2020-11-16,BZRXUSDT,0.01745826,0.00197563,0.02,-0.0005661100000000016,2020-11
2020-11-21,BZRXUSDT,0.02448964,2.991e-05,0.02,0.004519550000000001,2020-11
2021-01-03,BZRXUSDT,0.02685546,0.00084083,0.02,0.0076962900000000015,2021-01
2021-01-10,BZRXUSDT,0.00503082,0.00298946,0.02,-0.01197972,2021-01
2021-02-20,BZRXUSDT,0.0051165099999999995,0.0,0.012,-0.006883490000000001,2021-02
2021-08-23,BZRXUSDT,0.00347675,0.00140086,0.012,-0.00712239,2021-08
2021-09-03,BZRXUSDT,0.007358680000000001,-0.00079568,0.012,-0.005436999999999999,2021-09
2023-12-22,CAKEUSDT,0.00803013,0.0006385200000000001,0.012,-0.0033313500000000003,2023-12
2026-07-31,CAPUSDT,0.00224893,0.00212868,0.02,-0.01562239,2026-07
2024-11-23,CATIUSDT,0.00338632,0.00023454999999999998,0.008,-0.00437913,2024-11
2021-11-10,CELOUSDT,0.0032931699999999998,-0.00138595,0.012,-0.01009278,2021-11
2023-01-30,CELRUSDT,0.00241594,-0.0015262399999999999,0.02,-0.0191103,2023-01
2023-11-06,CFXUSDT,0.0028899,-0.00014198999999999993,0.012,-0.009252090000000001,2023-11
2024-11-22,CHESSUSDT,0.00346374,0.00040660999999999996,0.02,-0.016129650000000002,2024-11
