ts,asset,funding_received,premium_gain,cost,net,cluster
2025-05-09,CHILLGUYUSDT,0.00359232,0.00126116,0.012,-0.00714652,2025-05
2021-08-22,CHZUSDT,0.00501768,-0.00013601,0.008,-0.00311833,2021-08
2021-09-05,CHZUSDT,-0.001637050000000001,0.00119025,0.008,-0.0084468,2021-09
2023-01-15,CHZUSDT,0.00180005,0.0019208600000000001,0.008,-0.00427909,2023-01
2023-02-08,CHZUSDT,0.00121103,0.00121868,0.008,-0.00557029,2023-02
2023-04-15,CKBUSDT,0.0036899999999999997,0.00096517,0.02,-0.01534483,2023-04
2025-12-07,CLOUSDT,0.007896760000000001,0.00313602,0.02,-0.00896722,2025-12
2025-12-31,CLOUSDT,-0.0014062400000000002,0.0,0.02,-0.02140624,2025-12
2026-06-06,CLOUSDT,0.00800917,0.0011852,0.02,-0.01080563,2026-06
2026-06-12,CLOUSDT,0.00902733,0.00010012999999999992,0.02,-0.01087254,2026-06
2026-04-13,COLLECTUSDT,0.01206905,-0.00069028,0.02,-0.00862123,2026-04
2023-12-05,COMBOUSDT,0.00429129,0.00186418,0.02,-0.01384453,2023-12
2025-11-27,COMMONUSDT,0.004828559999999999,0.00088316,0.012,-0.006288280000000001,2025-11
2021-04-14,COTIUSDT,0.018195080000000002,-0.0008119399999999999,0.012,0.0053831400000000015,2021-04
2023-02-04,COTIUSDT,0.00206012,0.00063468,0.012,-0.0093052,2023-02
2023-04-15,COTIUSDT,0.00229102,0.00023788,0.02,-0.0174711,2023-04
2023-07-13,COTIUSDT,0.0028546400000000003,0.00082588,0.02,-0.01631948,2023-07
2023-11-25,COTIUSDT,0.0010536500000000002,0.00108532,0.02,-0.01786103,2023-11
2024-11-10,COTIUSDT,0.00423321,0.00184344,0.02,-0.013923350000000001,2024-11
2025-09-10,CROSSUSDT,0.0030252800000000004,-0.00045884,0.02,-0.01743356,2025-09
2021-09-20,CRVUSDT,1.4850000000000036e-05,-3.702000000000002e-05,0.008,-0.00802217,2021-09
2025-10-26,CUDISUSDT,0.00469969,0.00046743999999999996,0.02,-0.01483287,2025-10
2025-11-05,CUDISUSDT,0.00173535,0.00072507,0.02,-0.01753958,2025-11
2024-01-02,CYBERUSDT,0.00223085,0.00089968,0.012,-0.00886947,2024-01
2026-04-11,CYSUSDT,0.02146197,0.0017650699999999999,0.02,0.0032270400000000005,2026-04
2026-04-16,CYSUSDT,0.013198129999999999,9.868e-05,0.02,-0.006703190000000001,2026-04
2025-09-17,DAMUSDT,0.0226747,0.0012013199999999999,0.012,0.011876019999999998,2025-09
2025-11-07,DAMUSDT,0.0197604,0.00147968,0.02,0.001240080000000001,2025-11
2021-08-16,DENTUSDT,0.00437824,0.0008305099999999999,0.012,-0.00679125,2021-08
2021-08-21,DENTUSDT,0.00696566,0.00017641,0.012,-0.00485793,2021-08
2021-10-21,DENTUSDT,0.009123889999999999,0.0,0.012,-0.002876110000000001,2021-10
2021-10-26,DENTUSDT,0.00472333,-0.00079748,0.012,-0.008074149999999999,2021-10
2026-06-12,DEXEUSDT,0.0031035499999999996,0.00113013,0.02,-0.01576632,2026-06
2026-06-23,DEXEUSDT,0.0021192299999999997,-3.182000000000011e-05,0.02,-0.01791259,2026-06
2026-07-03,DEXEUSDT,0.005859199999999999,-0.00017728999999999987,0.02,-0.014318090000000002,2026-07
2026-07-10,DEXEUSDT,0.00318801,0.00012497,0.012,-0.00868702,2026-07
2023-11-12,DGBUSDT,0.0041214,0.00106366,0.02,-0.01481494,2023-11
2023-11-11,DODOXUSDT,0.005858509999999999,0.0008846500000000001,0.02,-0.013256840000000002,2023-11
2024-03-08,DODOXUSDT,0.014089029999999999,-0.0031223400000000004,0.02,-0.009033310000000003,2024-03
2024-03-14,DODOXUSDT,0.007038319999999999,0.00033303,0.02,-0.012628650000000002,2024-03
2021-08-07,DOGEUSDT,0.006806090000000001,-0.00088606,0.008,-0.0020799699999999996,2021-08
2021-08-14,DOGEUSDT,0.004795059999999999,0.0007958599999999999,0.008,-0.002409080000000001,2021-08
2021-08-24,DOGEUSDT,0.00344558,-0.0009773899999999999,0.008,-0.00553181,2021-08
2021-08-30,DOGEUSDT,0.010127879999999999,-0.0008528100000000001,0.008,0.001275069999999998,2021-08
2021-09-04,DOGEUSDT,0.005214179999999999,0.0014168100000000001,0.008,-0.0013690100000000012,2021-09
2021-10-24,DOGEUSDT,0.00713113,-0.00031826999999999995,0.008,-0.0011871399999999997,2021-10
2023-01-14,DOGEUSDT,0.00257045,0.00101361,0.008,-0.00441594,2023-01
2023-01-21,DOGEUSDT,0.00223412,0.00099029,0.008,-0.00477559,2023-01
2021-01-02,DOTUSDT,0.01913859,-0.00094869,0.012,0.006189900000000002,2021-01
2025-09-23,DRIFTUSDT,0.0018433000000000002,0.00052837,0.02,-0.01762833,2025-09
2021-10-16,DYDXUSDT,0.007567850000000001,0.00021849,0.008,-0.0002136599999999992,2021-10
2021-10-21,DYDXUSDT,0.00986995,0.00011798999999999989,0.008,0.0019879400000000005,2021-10
2021-10-26,DYDXUSDT,0.005065399999999999,0.0002587300000000001,0.008,-0.0026758700000000003,2021-10
2026-05-05,EDGEUSDT,0.0037266499999999998,0.00219537,0.012,-0.00607798,2026-05
2023-11-11,EDUUSDT,0.0030781999999999997,0.00100652,0.02,-0.01591528,2023-11
2021-01-04,EGLDUSDT,0.029628009999999996,0.00299692,0.012,0.020624929999999996,2021-01
2021-01-10,EGLDUSDT,0.00736411,0.0002479800000000001,0.012,-0.00438791,2021-01
2021-02-03,EGLDUSDT,0.031027979999999997,0.00724499,0.012,0.026272969999999996,2021-02
2021-02-09,EGLDUSDT,0.06110878,0.0044845,0.012,0.05359328000000001,2021-02
2021-02-14,EGLDUSDT,0.02507094,-0.0025126,0.012,0.01055834,2021-02
2021-02-20,EGLDUSDT,0.00716521,0.0,0.012,-0.00483479,2021-02
2021-08-21,EGLDUSDT,0.00490542,0.00136635,0.012,-0.005728230000000001,2021-08
2021-02-05,ENJUSDT,0.03696256,0.0015567600000000003,0.012,0.026519319999999996,2021-02
2021-02-13,ENJUSDT,0.023247820000000002,0.00026181999999999985,0.012,0.011509640000000002,2021-02
2023-02-19,EOSUSDT,0.00169389,0.0009603,0.008,-0.00534581,2023-02
2025-08-07,EPTUSDT,0.0035414,0.00168352,0.02,-0.01477508,2025-08
2025-09-21,EPTUSDT,0.00930132,0.0006732500000000002,0.02,-0.01002543,2025-09
2025-09-26,EPTUSDT,0.00316057,0.0008296699999999999,0.02,-0.01600976,2025-09
2025-10-26,EPTUSDT,0.00658278,0.00273319,0.02,-0.01068403,2025-10
2025-09-13,ESPORTSUSDT,0.0052082299999999995,-0.00087494,0.02,-0.01566671,2025-09
2026-05-26,ESPORTSUSDT,0.05910055000000001,0.00493782,0.02,0.04403837000000001,2026-05
2026-06-01,ESPORTSUSDT,0.03654593,0.015349850000000002,0.012,0.039895780000000006,2026-06
2026-06-11,ESPORTSUSDT,-0.09579725999999998,-0.01318625,0.012,-0.12098350999999997,2026-06
2020-08-29,ETCUSDT,0.027644250000000002,0.0,0.012,0.015644250000000002,2020-08
2023-12-03,ETCUSDT,0.0036799099999999998,0.00064653,0.008,-0.00367356,2023-12
2024-12-03,ETHFIUSDT,0.00781329,-0.0005883399999999999,0.008,-0.0007750499999999994,2024-12
2020-01-29,ETHUSDT,0.00754212,-0.00050128,0.004,0.0030408400000000004,2020-01
2020-11-05,ETHUSDT,0.00700769,0.00035696,0.004,0.0033646499999999994,2020-11
2020-12-28,ETHUSDT,0.00913607,0.00057993,0.004,0.005715999999999999,2020-12
2021-01-03,ETHUSDT,0.025059469999999997,0.00092551,0.004,0.021984979999999998,2021-01
2021-01-08,ETHUSDT,0.014489960000000001,0.00051913,0.004,0.011009090000000001,2021-01
2023-01-14,ETHUSDT,0.00185899,0.00031123999999999995,0.004,-0.00182977,2023-01
2024-03-03,ETHWUSDT,0.01752376,-0.00010427,0.02,-0.002580510000000001,2024-03
2024-11-11,ETHWUSDT,0.00428307,0.00024622,0.02,-0.01547071,2024-11
2024-11-16,ETHWUSDT,0.00417955,-0.00069916,0.02,-0.01651961,2024-11
2024-11-22,ETHWUSDT,0.00811503,0.00092557,0.02,-0.0109594,2024-11
2024-11-27,ETHWUSDT,0.00784816,-0.00143709,0.02,-0.01358893,2024-11
2024-12-02,ETHWUSDT,0.01316387,0.00068841,0.02,-0.006147720000000001,2024-12
2024-12-07,ETHWUSDT,0.00475418,-0.00059183,0.02,-0.01583765,2024-12
2025-01-19,FARTCOINUSDT,0.005218319999999999,-0.00083672,0.008,-0.0036184000000000008,2025-01
2025-04-26,FARTCOINUSDT,0.00481178,0.00105111,0.008,-0.0021371100000000002,2025-04
2025-05-09,FARTCOINUSDT,0.005578650000000001,0.00034255000000000006,0.008,-0.0020787999999999987,2025-05
2025-07-21,FARTCOINUSDT,0.00286199,0.0009440800000000001,0.008,-0.00419393,2025-07
2025-08-13,FARTCOINUSDT,0.0024668399999999997,-0.00039091000000000006,0.008,-0.00592407,2025-08
2025-08-23,FARTCOINUSDT,0.0018681600000000002,-0.00153579,0.008,-0.00766763,2025-08
2024-03-07,FETUSDT,0.01257484,-0.0005034,0.008,0.004071440000000001,2024-03
2024-12-02,FETUSDT,0.006765419999999999,-0.00120795,0.008,-0.002442530000000001,2024-12
2025-08-23,FHEUSDT,0.0015,-0.00019112999999999997,0.02,-0.01869113,2025-08
2025-09-13,FHEUSDT,0.0019318100000000002,-0.00115484,0.02,-0.019223030000000002,2025-09
2026-01-17,FHEUSDT,0.010977170000000001,0.0015626,0.02,-0.007460229999999998,2026-01
2023-01-14,FILUSDT,0.0025559299999999997,0.00221981,0.008,-0.0032242600000000005,2023-01
2024-11-07,FIOUSDT,0.00752888,0.00183976,0.02,-0.010631360000000001,2024-11
2024-12-07,FIOUSDT,0.0015087399999999997,-0.00060365,0.02,-0.01909491,2024-12
2024-12-20,FIOUSDT,0.00587554,-0.00037709,0.02,-0.01450155,2024-12
2025-01-15,FIOUSDT,0.013958330000000001,0.00239787,0.02,-0.003643799999999999,2025-01
2021-01-07,FLMUSDT,0.01306264,0.00138607,0.02,-0.00555129,2021-01
2021-02-02,FLMUSDT,0.03624138,-0.00069574,0.02,0.015545639999999996,2021-02
2021-02-09,FLMUSDT,0.055289559999999995,0.0013090800000000002,0.02,0.03659863999999999,2021-02
2022-04-01,FLMUSDT,0.0026216700000000004,0.0,0.02,-0.01737833,2022-04
2023-01-28,FLMUSDT,0.00293358,0.0011073900000000002,0.02,-0.01595903,2023-01
2023-02-02,FLMUSDT,0.00377032,0.000248,0.02,-0.015981679999999998,2023-02
2024-01-01,FLMUSDT,0.00375266,0.00051954,0.02,-0.0157278,2024-01
2024-02-19,FLMUSDT,0.0054278700000000004,0.00031545999999999994,0.02,-0.014256669999999999,2024-02
2024-03-05,FLMUSDT,0.010921519999999999,-0.0003209099999999999,0.02,-0.009399390000000002,2024-03
2024-11-19,FLMUSDT,0.00339882,-0.00030367,0.02,-0.01690485,2024-11
2024-12-02,FLMUSDT,0.00911646,0.00078477,0.02,-0.01009877,2024-12
2024-12-07,FLMUSDT,0.0029750799999999997,0.00047733,0.02,-0.01654759,2024-12
2025-11-04,FLMUSDT,0.02224642,0.0033704599999999996,0.02,0.005616879999999998,2025-11
2025-11-11,FLMUSDT,0.014811730000000002,-0.00216952,0.02,-0.007357789999999998,2025-11
2023-01-14,FLOWUSDT,0.00226711,0.00112144,0.02,-0.01661145,2023-01
2023-01-28,FLOWUSDT,0.00158507,-0.00075064,0.012,-0.01116557,2023-01
2023-02-08,FLOWUSDT,0.0014323900000000002,0.00167927,0.012,-0.00888834,2023-02
2025-07-14,FORMUSDT,0.0018214099999999999,0.00031405,0.02,-0.01786454,2025-07
2025-07-29,FORMUSDT,0.0018465299999999999,0.0,0.02,-0.01815347,2025-07
2025-08-14,FORMUSDT,0.0016548700000000001,0.00019341999999999997,0.02,-0.01815171,2025-08
2025-08-23,FORMUSDT,0.00213784,0.00061404,0.02,-0.01724812,2025-08
2025-09-02,FORMUSDT,0.0031635400000000003,0.00088951,0.02,-0.01594695,2025-09
2025-09-07,FORMUSDT,0.00102308,0.0,0.02,-0.01897692,2025-09
2025-10-08,FORMUSDT,0.00354569,0.00019888,0.012,-0.008255430000000001,2025-10
2021-02-04,FTMUSDT,0.03695821,0.0008328400000000001,0.02,0.01779105,2021-02
2021-02-10,FTMUSDT,0.05071539,-0.00077942,0.012,0.03793597,2021-02
2021-11-02,FTMUSDT,0.007083319999999999,0.00169538,0.008,0.0007786999999999985,2021-11
2021-10-21,GALAUSDT,0.009326300000000001,0.0019825199999999998,0.008,0.0033088200000000005,2021-10
2021-10-26,GALAUSDT,0.00314828,-0.00065559,0.008,-0.0055073100000000005,2021-10
2024-02-26,GASUSDT,0.014443629999999999,-0.0009239200000000002,0.012,0.0015197099999999988,2024-02
2024-03-02,GASUSDT,0.013162440000000001,0.0010188,0.012,0.002181240000000001,2024-03
2023-04-15,GMXUSDT,0.0038281999999999995,0.00061863,0.012,-0.0075531700000000005,2023-04
2025-05-11,GOATUSDT,0.0035056999999999996,0.0004179399999999999,0.012,-0.008076360000000001,2025-05
2025-05-13,GRIFFAINUSDT,0.0020103000000000005,0.00486564,0.012,-0.00512406,2025-05
2025-05-23,GRIFFAINUSDT,0.0016469100000000001,0.0,0.012,-0.01035309,2025-05
2025-07-21,GRIFFAINUSDT,0.00258857,0.0009668499999999998,0.012,-0.00844458,2025-07
2025-09-07,GRIFFAINUSDT,0.007223670000000001,0.00030159999999999996,0.02,-0.01247473,2025-09
2025-09-13,GRIFFAINUSDT,0.00254502,0.0,0.02,-0.017454980000000002,2025-09
2025-11-15,GRIFFAINUSDT,0.00985117,0.00263398,0.02,-0.00751485,2025-11
2021-10-26,GTCUSDT,0.0047238,-0.00023602000000000003,0.012,-0.00751222,2021-10
2026-04-10,GUAUSDT,0.03918459,0.00791963,0.02,0.027104220000000002,2026-04
2026-04-20,GUAUSDT,0.023069980000000004,0.00683692,0.02,0.009906900000000003,2026-04
2026-05-01,GUAUSDT,0.02748778,-0.00309338,0.02,0.0043944,2026-05
2026-03-22,GWEIUSDT,0.00160655,-0.00021124,0.02,-0.01860469,2026-03
2026-05-09,GWEIUSDT,0.00618457,0.00157305,0.02,-0.01224238,2026-05
2026-06-08,GWEIUSDT,0.011660630000000002,0.00371227,0.02,-0.004627099999999999,2026-06
2026-02-02,HANAUSDT,0.007195979999999999,0.00175323,0.02,-0.011050790000000001,2026-02
2023-12-28,HIFIUSDT,0.00698542,-0.00069784,0.02,-0.01371242,2023-12
2024-02-26,HIFIUSDT,0.01558468,0.00120232,0.02,-0.0032130000000000006,2024-02
2024-03-02,HIFIUSDT,0.01407858,-0.00053366,0.02,-0.00645508,2024-03
2024-03-10,HIFIUSDT,0.0081751,0.0017995300000000001,0.012,-0.0020253700000000003,2024-03
2025-09-06,HIFIUSDT,0.01629841,-0.00011769,0.02,-0.0038192800000000013,2025-09
2025-09-13,HIFIUSDT,0.00320816,0.00059504,0.02,-0.0161968,2025-09
2025-09-21,HIFIUSDT,0.00979502,0.0013685599999999998,0.02,-0.008836420000000001,2025-09
2025-11-05,HIPPOUSDT,0.07620300999999999,0.00029535,0.02,0.056498359999999984,2025-11
2021-09-04,HNTUSDT,0.0036354299999999994,-0.00086261,0.012,-0.009227180000000001,2021-09
2021-08-30,HOTUSDT,0.011959879999999999,,0.012,-4.012000000000113e-05,2021-08
2021-09-04,HOTUSDT,0.0014152899999999996,,0.012,-0.01058471,2021-09
2021-10-26,HOTUSDT,0.00430145,,0.012,-0.00769855,2021-10
2025-10-13,HUSDT,0.007353650000000001,0.0024195,0.012,-0.002226849999999999,2025-10
2025-10-24,HUSDT,0.01978644,0.00445222,0.012,0.012238659999999998,2025-10
2026-05-30,HUSDT,0.01731833,0.0029555099999999997,0.012,0.008273840000000001,2026-05
2025-07-18,HYPEUSDT,0.00205961,-0.00023991000000000003,0.008,-0.0061803000000000006,2025-07
2025-08-23,HYPEUSDT,0.00298308,0.00064407,0.008,-0.00437285,2025-08
2025-09-08,HYPEUSDT,0.00278691,0.00084183,0.008,-0.00437126,2025-09
2025-09-20,HYPEUSDT,0.004712979999999999,0.00108322,0.008,-0.0022038000000000006,2025-09
2021-02-14,ICXUSDT,0.022405750000000002,-0.0025329899999999997,0.02,-0.00012723999999999722,2021-02
2025-10-07,IDOLUSDT,0.0059802,0.00184974,0.02,-0.01217006,2025-10
2023-12-15,ILVUSDT,0.00369857,0.0007925800000000001,0.012,-0.00750885,2023-12
2023-12-28,ILVUSDT,0.008282010000000001,-0.00084347,0.02,-0.01256146,2023-12
2024-01-02,ILVUSDT,0.00195732,0.00119531,0.02,-0.01684737,2024-01
2024-03-04,ILVUSDT,0.0128289,0.00024891,0.02,-0.00692219,2024-03
2024-03-09,ILVUSDT,0.01132926,0.0006528,0.012,-1.7939999999999276e-05,2024-03
2025-09-13,INUSDT,0.00488266,0.00092434,0.02,-0.014193,2025-09
2020-07-07,IOSTUSDT,0.0064312399999999995,0.00218873,0.02,-0.011380030000000001,2020-07
2020-12-29,IOTAUSDT,0.007250250000000001,-0.0017973000000000002,0.02,-0.014547049999999999,2020-12
2021-01-18,IOTAUSDT,0.01085111,0.00223497,0.02,-0.0069139200000000005,2021-01
2021-02-11,IOTAUSDT,0.04126117,0.0017843300000000002,0.02,0.0230455,2021-02
2021-02-19,IOTAUSDT,0.0175555,0.00342613,0.012,0.00898163,2021-02
2021-08-23,IOTAUSDT,0.00541467,-0.00020185,0.012,-0.00678718,2021-08
2021-09-29,IOTAUSDT,0.0015325299999999998,-0.00236457,0.012,-0.01283204,2021-09
2024-11-07,IOUSDT,0.00299783,0.000611,0.012,-0.00839117,2024-11
2026-04-04,JCTUSDT,0.00583172,,0.02,-0.01416828,2026-04
2026-06-13,JCTUSDT,0.00722012,,0.02,-0.01277988,2026-06
2025-04-25,JELLYJELLYUSDT,0.0097714,0.00126661,0.02,-0.008961990000000001,2025-04
2025-05-13,JELLYJELLYUSDT,0.0023461,0.00341978,0.012,-0.006234120000000001,2025-05
2025-09-09,JELLYJELLYUSDT,0.01331805,-0.00045250999999999993,0.02,-0.0071344600000000005,2025-09
2025-09-21,JELLYJELLYUSDT,0.01737106,0.00026139999999999974,0.012,0.005632459999999999,2025-09
2025-10-03,JELLYJELLYUSDT,0.0253019,-0.00239388,0.012,0.010908019999999997,2025-10
2025-10-11,JELLYJELLYUSDT,0.016787979999999997,0.0002626499999999999,0.02,-0.0029493700000000032,2025-10
2025-10-30,JELLYJELLYUSDT,0.01366459,0.00399157,0.02,-0.00234384,2025-10
2025-11-04,JELLYJELLYUSDT,0.03286796,-0.00473759,0.012,0.01613037,2025-11
2026-06-11,JELLYJELLYUSDT,0.00479152,0.00196604,0.02,-0.013242440000000001,2026-06
2024-02-29,JTOUSDT,0.01584611,0.00061078,0.012,0.0044568900000000015,2024-02
2024-03-02,JUPUSDT,0.010972469999999998,4.4100000000000476e-06,0.008,0.0029768799999999977,2024-03
2023-12-24,KASUSDT,0.012635019999999997,0.00150745,0.012,0.002142469999999997,2023-12
2024-02-19,KASUSDT,0.00885641,-3.600000000000001e-05,0.02,-0.01117959,2024-02
2024-02-28,KASUSDT,0.02447001,-0.0011583399999999999,0.012,0.01131167,2024-02
2024-03-04,KASUSDT,0.02045022,0.00030291,0.012,0.008753130000000001,2024-03
2024-03-09,KASUSDT,0.01721268,0.0005346700000000001,0.012,0.005747350000000002,2024-03
2024-03-27,KASUSDT,0.013135679999999999,0.0005758499999999999,0.012,0.0017115299999999976,2024-03
2024-09-26,KASUSDT,0.00558915,0.00151866,0.02,-0.012892190000000001,2024-09
2024-11-07,KASUSDT,0.008409390000000001,0.00075973,0.012,-0.002830879999999999,2024-11
2024-11-12,KASUSDT,0.00588416,-0.00191997,0.012,-0.008035810000000001,2024-11
2024-11-18,KASUSDT,0.006274190000000001,0.0004877500000000001,0.012,-0.005238059999999999,2024-11
2024-11-23,KASUSDT,0.00830852,0.00056141,0.012,-0.0031300700000000004,2024-11
2024-11-29,KASUSDT,0.015971589999999997,-0.00014305000000000003,0.012,0.0038285399999999983,2024-11
2024-12-04,KASUSDT,0.017040589999999998,0.0013728,0.012,0.006413389999999998,2024-12
2025-07-16,KASUSDT,0.0037873499999999997,0.00041602,0.02,-0.01579663,2025-07
2025-07-21,KASUSDT,0.0024316,0.0,0.02,-0.0175684,2025-07
2021-02-20,KAVAUSDT,0.00444931,-3.821e-05,0.012,-0.007588900000000001,2021-02
2021-10-24,KEEPUSDT,0.006360449999999999,0.00019473000000000016,0.012,-0.005444820000000001,2021-10
2023-11-13,KEYUSDT,0.0038882300000000003,-0.0005177000000000001,0.02,-0.01662947,2023-11
2023-11-25,KEYUSDT,0.0015,-0.00054153,0.02,-0.01904153,2023-11
2024-03-28,KEYUSDT,0.0069981900000000005,-0.00032565999999999997,0.012,-0.00532747,2024-03
2024-10-30,KEYUSDT,0.0008614900000000002,-0.00214841,0.02,-0.02128692,2024-10
2024-11-09,KEYUSDT,0.0026862200000000004,-0.00043380999999999997,0.02,-0.01774759,2024-11
2026-01-08,KGENUSDT,0.00930535,0.00219032,0.02,-0.008504330000000001,2026-01
2026-02-06,KITEUSDT,0.00221341,0.00042292,0.02,-0.01736367,2026-02
2026-07-10,KITEUSDT,0.00203461,0.00088706,0.02,-0.01707833,2026-07
2023-02-19,KLAYUSDT,0.00223518,0.0003722,0.02,-0.01739262,2023-02
2020-08-14,KNCUSDT,0.015121659999999999,0.00159383,0.02,-0.003284510000000001,2020-08
2025-03-15,KOMAUSDT,0.0069958600000000004,0.00446616,0.02,-0.00853798,2025-03
2026-01-18,LABUSDT,0.0026436599999999995,0.0,0.02,-0.01735634,2026-01
2026-04-19,LABUSDT,0.006460189999999999,-0.00168707,0.02,-0.015226880000000002,2026-04
2026-04-24,LABUSDT,0.006238229999999999,0.00029513,0.02,-0.013466640000000002,2026-04
2026-05-02,LABUSDT,0.0329795,0.0006165500000000001,0.012,0.021596050000000002,2026-05
2023-11-05,LDOUSDT,0.00358104,0.00028976,0.012,-0.0081292,2023-11
2024-11-07,LDOUSDT,0.0024851499999999998,0.00039015,0.012,-0.0091247,2024-11
2023-12-03,LEVERUSDT,0.00392043,-0.00077436,0.02,-0.01685393,2023-12
2021-08-21,LINAUSDT,0.00613451,0.00048779,0.012,-0.0053777,2021-08
2023-01-15,LINAUSDT,-1.9440000000000126e-05,0.0010582700000000003,0.02,-0.01896117,2023-01
2023-01-21,LINAUSDT,0.00084369,0.0,0.02,-0.01915631,2023-01
2023-11-09,LINAUSDT,0.0033703400000000003,-4.0159999999999914e-05,0.012,-0.00866982,2023-11
2026-01-25,LITUSDT,0.00241251,0.0,0.012,-0.00958749,2026-01
2026-02-18,LITUSDT,0.00183292,0.00091977,0.012,-0.00924731,2026-02
2024-02-27,LOOMUSDT,0.01532139,0.00082422,0.02,-0.003854389999999999,2024-02
2024-03-03,LOOMUSDT,0.01301567,-0.00175468,0.012,-0.00073901,2024-03
2024-03-09,LOOMUSDT,0.01213049,0.0012663899999999996,0.012,0.0013968799999999996,2024-03
2024-11-15,LOOMUSDT,0.01373342,0.00619936,0.02,-6.721999999999978e-05,2024-11
2024-11-23,LOOMUSDT,-0.010060350000000001,0.0,0.02,-0.03006035,2024-11
2024-12-01,LOOMUSDT,0.04122103,-4.180999999999998e-05,0.02,0.021179219999999995,2024-12
2023-12-25,LPTUSDT,0.01101968,0.0004987199999999999,0.012,-0.00048160000000000043,2023-12
2024-01-01,LPTUSDT,0.0041714,0.00134021,0.012,-0.00648839,2024-01
2024-02-13,LPTUSDT,-0.029589250000000004,0.0012636,0.02,-0.048325650000000005,2024-02
2023-11-05,LQTYUSDT,0.0015366199999999998,0.00093817,0.008,-0.005525210000000001,2023-11
2021-01-19,LRCUSDT,0.00447524,-0.00014629,0.02,-0.01567105,2021-01
2021-01-31,LRCUSDT,0.03120744,8.905999999999996e-05,0.012,0.019296499999999998,2021-01
2021-02-09,LRCUSDT,0.05469452999999999,0.00505962,0.012,0.047754149999999995,2021-02
2021-02-14,LRCUSDT,0.021461260000000003,-0.0015603000000000001,0.012,0.007900960000000002,2021-02
2020-02-15,LTCUSDT,0.00859574,0.0016173399999999999,0.012,-0.0017869200000000009,2020-02
2023-02-19,LUNA2USDT,0.00195852,-0.00013854,0.012,-0.01018002,2023-02
2021-09-03,LUNAUSDT,0.008086540000000001,0.00037714,0.008,0.00046368000000000104,2021-09
2021-10-21,LUNAUSDT,0.00771449,0.00034117,0.008,5.5659999999999044e-05,2021-10
2026-04-14,MAGMAUSDT,0.00733667,-0.00010076999999999999,0.02,-0.0127641,2026-04
2026-04-23,MAGMAUSDT,0.005600110000000001,-0.00110218,0.02,-0.01550207,2026-04
2026-05-03,MAGMAUSDT,0.00882782,0.00107587,0.02,-0.01009631,2026-05
2026-09-02,MAGMAUSDT,0.00220698,-0.00069322,0.02,-0.01848624,2026-09
2021-08-24,MANAUSDT,0.00196216,-0.00121512,0.012,-0.01125296,2021-08
2024-02-27,MANTAUSDT,0.013725129999999999,-0.0005484699999999999,0.008,0.005176659999999998,2024-02
2021-10-26,MASKUSDT,0.0006085599999999997,0.00092424,0.012,-0.010467200000000001,2021-10
2021-08-23,MATICUSDT,0.0043403899999999995,-0.00032036999999999994,0.008,-0.003979980000000001,2021-08
2021-08-30,MATICUSDT,0.01012677,0.00071386,0.008,0.0028406300000000002,2021-08
2021-09-04,MATICUSDT,0.005636759999999999,-7.730000000000063e-06,0.008,-0.002370970000000001,2021-09
2021-11-10,MATICUSDT,0.00203113,-0.00093011,0.008,-0.006898980000000001,2021-11
2023-01-14,MATICUSDT,0.0019206699999999998,0.00072672,0.008,-0.005352610000000001,2023-01
2023-01-27,MATICUSDT,0.00203932,-0.0004371300000000001,0.008,-0.00639781,2023-01
2023-10-27,MAVUSDT,0.00268819,-0.00208411,0.02,-0.01939592,2023-10
2023-11-02,MAVUSDT,0.00332357,-3.133999999999998e-05,0.02,-0.01670777,2023-11
2023-11-07,MAVUSDT,0.00331576,0.00017369,0.02,-0.01651055,2023-11
2023-12-04,MAVUSDT,0.00381862,-0.00149263,0.012,-0.00967401,2023-12
2023-10-26,MDTUSDT,0.00236864,-0.00084483,0.02,-0.01847619,2023-10
2023-10-31,MDTUSDT,0.00362447,0.00084483,0.02,-0.015530700000000001,2023-10
2023-11-05,MDTUSDT,0.00430238,-0.00018523,0.02,-0.01588285,2023-11
2023-11-11,MDTUSDT,0.00450238,0.0,0.02,-0.01549762,2023-11
2025-08-23,MELANIAUSDT,-0.00072554,0.00163346,0.02,-0.01909208,2025-08
2025-09-09,MELANIAUSDT,0.00448373,0.00133665,0.02,-0.01417962,2025-09
2023-12-09,MEMEUSDT,0.00403579,0.00054681,0.008,-0.0034174,2023-12
2023-12-28,MEMEUSDT,0.00867637,-0.00127438,0.008,-0.0005980100000000012,2023-12
2024-01-02,MEMEUSDT,0.0022881299999999998,0.0008330800000000001,0.008,-0.00487879,2024-01
2024-03-10,MEMEUSDT,0.011412170000000001,5.885000000000005e-05,0.012,-0.0005289799999999983,2024-03
2024-12-03,MEMEUSDT,0.0069841600000000005,-0.0005834099999999999,0.012,-0.00559925,2024-12
2024-07-20,MEWUSDT,0.00594245,0.0011863,0.012,-0.004871250000000001,2024-07
2024-09-20,MEWUSDT,0.00259903,0.00039134,0.012,-0.009009630000000001,2024-09
2024-09-25,MEWUSDT,0.00287626,0.00023292,0.012,-0.00889082,2024-09
2024-10-07,MEWUSDT,0.00305671,-3.780999999999999e-05,0.012,-0.0089811,2024-10
2024-10-15,MEWUSDT,0.00465483,-0.00073999,0.008,-0.00408516,2024-10
