asset,period,bucket,n,mean_bp,lo_bp,hi_bp,vol_bp,settlement_hour
SOLUSDT,IS,hour_09,1204,-1.5460407482603669,-9.528604903576122,5.966770241775492,135.5084132819862,False
SOLUSDT,IS,hour_10,1204,9.076657039853353,1.837368264089258,17.595439028702675,138.39202276944877,False
SOLUSDT,IS,hour_11,1204,3.1650476751356504,-4.1325767627540255,10.319428622743928,134.13465254689683,False
SOLUSDT,IS,hour_12,1204,5.15976269227826,-6.121273924073885,15.480278538052744,183.37555447778334,False
SOLUSDT,IS,hour_13,1204,4.752045104523103,-4.75754128348823,16.291920152274823,179.77540464764814,False
SOLUSDT,IS,hour_14,1204,-2.627065708291883,-11.921903906879646,5.625490436514052,175.92364131689172,False
SOLUSDT,IS,hour_15,1204,8.12018332965222,-1.82323790993539,18.212065517287925,173.87733407280314,False
SOLUSDT,IS,hour_16,1204,0.13529532538328623,-8.203430175552775,8.510295480231887,152.78195486488235,True
SOLUSDT,IS,hour_17,1204,0.30205960452265357,-8.880461421547407,8.824631361486501,159.96250794294593,False
SOLUSDT,IS,hour_18,1204,4.876141302276071,-2.240990923972775,11.907307544340897,137.965235761703,False
SOLUSDT,IS,hour_19,1204,0.6040589208454189,-6.183710260157397,7.317895771008858,140.3007328801989,False
SOLUSDT,IS,hour_20,1204,-1.5508482518880955,-10.248047575025753,6.62969109105667,144.74626845501825,False
SOLUSDT,IS,hour_21,1204,0.11146800804674134,-7.973919923571441,9.461470801808138,136.71999990374812,False
SOLUSDT,IS,hour_22,1204,2.067830564050597,-5.234259336862543,8.657151275754833,141.8543180771158,False
SOLUSDT,IS,hour_23,1204,-0.11638877202613933,-7.274631394438526,6.662381132628708,130.71785953642328,False
SOLUSDT,OOS,hour_00,989,0.5448012648284756,-5.180906346267165,5.8975365388442516,93.64702864550864,True
SOLUSDT,OOS,hour_01,989,0.9414526139164351,-4.48833792841527,6.918762055236809,98.76092452511793,False
SOLUSDT,OOS,hour_02,989,2.5464537642984495,-2.5555987827049953,7.33038318864595,83.48397122118709,False
SOLUSDT,OOS,hour_03,989,3.519024614554385,-0.6060632279322046,7.945317349666691,79.56143746707222,False
SOLUSDT,OOS,hour_04,989,3.3326994552671128,-2.598290258891192,8.91894893820695,80.68476235176047,False
SOLUSDT,OOS,hour_05,989,1.277323321513839,-3.4597140418270818,5.551672780860432,76.07602075960331,False
SOLUSDT,OOS,hour_06,989,-0.9335989817812728,-6.083496913702968,4.779500768219791,75.87359559522716,False
SOLUSDT,OOS,hour_07,989,-0.7504402315285921,-4.452400758224309,2.9616415492607926,69.28915653720938,False
SOLUSDT,OOS,hour_08,989,1.8050227519068502,-3.5886461199635,6.623095352182353,82.86636573515374,True
SOLUSDT,OOS,hour_09,989,3.2003764880151113,-0.6833235463421354,7.128120624659737,70.54403733750544,False
SOLUSDT,OOS,hour_10,988,-1.4971325830381057,-6.594520573366722,3.2970825033650977,75.07177586467326,False
SOLUSDT,OOS,hour_11,988,1.2581820423255248,-3.008990981863535,5.870720112813677,72.07527822890857,False
SOLUSDT,OOS,hour_12,988,-3.8152590520766374,-8.568910470265537,0.8892621307079404,81.92483984362624,False
SOLUSDT,OOS,hour_13,988,-3.7127394525682926,-9.673475437275547,2.476921557928702,106.26819052400738,False
SOLUSDT,OOS,hour_14,988,0.6953202742979395,-6.609782169799543,8.168361265219355,119.20582993245945,False
SOLUSDT,OOS,hour_15,988,-0.5541094121634373,-8.417630133247869,6.97897044143599,121.38342735564243,False
SOLUSDT,OOS,hour_16,988,-5.027586980861822,-9.995243590016834,0.2857246299176296,98.02755062009093,True
SOLUSDT,OOS,hour_17,988,4.302635150991434,-2.1936076784813445,10.531364187218891,100.61234866912656,False
SOLUSDT,OOS,hour_18,988,-0.18660761413839277,-5.731875483259324,5.02725308112925,95.40184004612817,False
SOLUSDT,OOS,hour_19,988,-4.779611578888667,-10.22749704519001,-0.1270902931609559,92.54979705109004,False
SOLUSDT,OOS,hour_20,988,0.6301335368576396,-4.180027783947203,5.434516532350443,86.36262113712374,False
SOLUSDT,OOS,hour_21,988,6.488594618786057,1.0525487140752332,12.055961015482758,89.02664833930615,False
SOLUSDT,OOS,hour_22,988,3.084589483370738,-1.9881542619510886,9.227949738397045,86.73513462364726,False
SOLUSDT,OOS,hour_23,988,-3.408578015066653,-7.817563870522318,0.9740904412117064,71.3362657994201,False
SOLUSDT,IS,dow_0,171,24.830873279035362,-80.77916415706305,139.65862222871564,730.3086842377138,False
SOLUSDT,IS,dow_1,172,28.331067998719444,-50.14133851085644,108.40890488646461,592.4640822002154,False
SOLUSDT,IS,dow_2,172,14.798657886610481,-124.69784203620226,137.5319636439813,856.9897029661553,False
SOLUSDT,IS,dow_3,172,54.05463870746253,-59.609421837142335,167.11009089441924,795.7199422764999,False
SOLUSDT,IS,dow_4,172,95.6499629456144,-22.181847426565742,226.5822287451445,787.7273369388325,False
SOLUSDT,IS,dow_5,172,85.96475481633496,8.613147996748497,173.7974350949592,575.648148396006,False
SOLUSDT,IS,dow_6,172,72.65557444233583,-13.205722017038632,173.55490823962032,587.0196474196646,False
SOLUSDT,OOS,dow_0,142,22.076373127726843,-65.5083369211128,100.96887732276235,464.26815798723436,False
SOLUSDT,OOS,dow_1,142,-41.45242687556718,-104.60393494262979,21.532787326119923,386.9281112235677,False
SOLUSDT,OOS,dow_2,141,59.58336072793025,-8.972200930125473,130.04273959525867,439.9265463330572,False
SOLUSDT,OOS,dow_3,141,-27.261021655195705,-98.1081929049288,37.80676594259307,436.993856293672,False
SOLUSDT,OOS,dow_4,141,7.789623775379057,-63.07640860756836,75.5914941996156,430.0177367244907,False
SOLUSDT,OOS,dow_5,141,17.051926010810003,-28.422681187937016,70.52817386642208,326.1180187383467,False
SOLUSDT,OOS,dow_6,141,22.005076380860345,-47.18318173774697,89.14366513349567,412.8653591708432,False
