decision_date,next_date,basket_hash,basket_members,n_valid,coverage,F_tk,F_tk_apr,label_v0_0,label_v0_1,p_v0_0,p_v0_1,r_alts,r_maj_weighted,y,r_btc,r_eth,funding_pct_rank,funding_regime,btcd_index_decision,sma_30,BTCDOM_Trend,btcdom_7d_ret,is_mrf_active,y_filtered,y_gated
2024-10-07,2024-10-14,"AAVE,ADA,APT,BCH,DOGE,DOT,ETC,FET,FIL,ICP,IMX,KAS,LINK,LTC,NEAR,OP,PEPE,POL,RENDER,SOL,STETH,STX,SUI,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,STETH,DOGE,TRX,ADA,LINK,BCH,DOT,NEAR,UNI,SUI,LTC,TAO,APT,PEPE,ICP,FET,KAS,POL,ETC,XLM,STX,XMR,WIF,IMX,AAVE,FIL,RENDER,OP",28,93.33333333333331,1.5451224489795922e-05,0.5639696938775511,Red,,18.75,,0.0029981203220017,0.0037451465075124,0.0007467473003308,0.0002823348169131,0.0118250404522439,0.25,Q1: Negative/Low,2997.803361586363,3014.90025929817,Falling,-0.008182129364807247,False,0.0,0.0
2024-10-14,2024-10-21,"AAVE,ADA,APT,BCH,DOGE,DOT,ETC,FET,ICP,IMX,KAS,LINK,LTC,NEAR,OP,PEPE,POL,RENDER,SOL,STETH,STX,SUI,TAO,TRX,UNI,WBT,WIF,XLM,XMR,XRP","SOL,XRP,STETH,DOGE,TRX,ADA,LINK,SUI,BCH,DOT,UNI,NEAR,APT,LTC,TAO,PEPE,ICP,FET,KAS,POL,ETC,XMR,XLM,WIF,STX,IMX,AAVE,WBT,OP,RENDER",27,90.0,5.9716084656084655e-05,2.17963708994709,Yellow,,45.83333333333333,,0.0655475255030942,0.101909518416089,0.0357164968151151,0.0976180330258607,0.1119229843266218,0.5405405405405406,Q3: Neutral,2973.375020877548,3009.9858151559774,Falling,-0.0011866054749776836,False,0.0,0.0
2024-10-21,2024-10-28,"AAVE,ADA,APT,BCH,DOGE,DOT,ETC,FET,FIL,ICP,IMX,KAS,LINK,LTC,NEAR,OP,PEPE,POL,SOL,STETH,STX,SUI,TAO,TRX,UNI,WBT,WIF,XLM,XMR,XRP","SOL,XRP,STETH,DOGE,TRX,ADA,LINK,BCH,DOT,NEAR,SUI,UNI,LTC,APT,PEPE,TAO,ICP,FET,KAS,XMR,ETC,POL,XLM,STX,WIF,IMX,WBT,AAVE,FIL,OP",27,90.0,7.321719576719578e-05,2.672427645502646,Yellow,,58.333333333333336,,-0.0743137838370127,-0.0363676024562924,0.0372439350187142,-0.0148525671549807,-0.0865693514926864,0.6578947368421053,Q3: Neutral,2969.8488902752943,2993.196127643268,Falling,0.02973258653756187,False,0.0,0.0
2024-10-28,2024-11-04,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,ICP,IMX,KAS,LINK,LTC,NEAR,PEPE,POL,SOL,STETH,STX,SUI,TAO,TRX,UNI,WBT,WIF,XLM,XMR,XRP","SOL,XRP,STETH,DOGE,TRX,ADA,BCH,LINK,DOT,UNI,LTC,NEAR,SUI,APT,PEPE,TAO,ICP,FET,KAS,XMR,XLM,ETC,WBT,STX,POL,WIF,AAVE,IMX,FIL,ARB",27,90.0,5.861730158730159e-05,2.1395315079365083,Yellow,,43.75,,-0.0628104880893335,0.0031019697028886,0.0638312002253116,0.0127313886056128,-0.0193666744034679,0.5128205128205128,Q3: Neutral,3059.4759996694247,3003.3231377661464,Rising,0.04909157867173204,False,0.0,0.0
2024-11-04,2024-11-11,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,ICP,IMX,KAS,LINK,LTC,NEAR,PEPE,POL,SOL,STETH,STX,SUI,TAO,TRX,UNI,WBT,WIF,XLM,XMR,XRP","SOL,XRP,STETH,DOGE,TRX,ADA,BCH,LINK,SUI,DOT,LTC,NEAR,APT,UNI,PEPE,ICP,TAO,FET,XMR,WBT,KAS,XLM,ETC,POL,STX,WIF,FIL,AAVE,ARB,IMX",27,90.0,6.759968253968254e-05,2.467388412698413,Yellow,,52.083333333333336,,0.31174110667788,0.2083954822143797,-0.1090848027284235,0.1695147663117133,0.2991171526539347,0.6,Q3: Neutral,3213.418224551745,3040.6566050617994,Rising,-0.07569980885017172,False,0.0,0.0
2024-11-11,2024-11-18,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,ICP,INJ,KAS,LINK,LTC,NEAR,PEPE,POL,SOL,STETH,STX,SUI,TAO,TRX,UNI,WBT,WIF,XLM,XMR,XRP","SOL,DOGE,XRP,STETH,ADA,TRX,LINK,BCH,SUI,DOT,LTC,NEAR,APT,UNI,PEPE,ICP,TAO,KAS,FET,ETC,XLM,POL,WBT,XMR,AAVE,WIF,STX,FIL,ARB,INJ",27,90.0,8.455497354497356e-05,3.086256534391535,YellowGreen,,68.75,,0.1290580967201949,0.0706159808584995,-0.0602194520118582,0.116504758677264,-0.036457834051951,0.7317073170731707,Q3: Neutral,2979.1422668915693,3071.475882411965,Falling,0.03975488477307076,False,0.0,0.0
2024-11-18,2024-11-25,"ADA,APT,BCH,BONK,DOGE,DOT,ETC,FET,HBAR,ICP,KAS,LINK,LTC,NEAR,OM,PEPE,POL,RENDER,SOL,STETH,STX,SUI,TAO,TRX,UNI,WBT,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,STETH,ADA,TRX,SUI,PEPE,LINK,BCH,DOT,NEAR,LTC,APT,XLM,UNI,ICP,ETC,KAS,OM,TAO,WIF,BONK,HBAR,FET,WBT,POL,XMR,RENDER,STX",26,86.66666666666667,0.0001816984615384,6.631993846153845,Green,,83.33333333333334,,0.2131612842208276,0.0922881560747249,-0.1288260551323941,0.0909876409074317,0.0953226914650757,0.8571428571428571,Q4: High,3099.9634278607923,3099.8973627625355,Rising,-0.06198801004672257,False,0.0,0.0
2024-11-25,2024-12-02,"ADA,APT,ARB,ATOM,BCH,BONK,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,KAS,LINK,LTC,NEAR,PEPE,POL,RENDER,SOL,STETH,SUI,TAO,TRX,UNI,VET,WBT,XLM,XRP","SOL,XRP,DOGE,ADA,STETH,TRX,XLM,DOT,LINK,BCH,SUI,PEPE,NEAR,LTC,APT,UNI,HBAR,ICP,POL,ETC,RENDER,FET,TAO,KAS,VET,BONK,ARB,WBT,FIL,ATOM",26,86.66666666666667,0.000146435,5.344877500000001,YellowGreen,,79.16666666666666,,0.1071378158724718,0.0252586373033766,-0.0854262832628219,-0.0071848351423895,0.1009600730101643,0.813953488372093,Q4: High,2913.6375096927795,3102.5408789565367,Falling,-0.056093560279790525,False,0.0,0.0
2024-12-02,2024-12-09,"ADA,ALGO,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,KAS,LINK,LTC,NEAR,PEPE,POL,RENDER,SOL,STETH,STX,SUI,TAO,TIA,TRX,UNI,VET,XLM,XRP","XRP,SOL,DOGE,ADA,STETH,TRX,XLM,DOT,LINK,BCH,SUI,PEPE,LTC,NEAR,HBAR,UNI,APT,ICP,ETC,POL,FET,TAO,RENDER,KAS,FIL,ALGO,ARB,VET,STX,TIA",28,93.33333333333331,0.0002156209693877,7.87016538265306,Green,,85.41666666666666,,0.1746560124564003,0.0530551480166283,-0.1296541923345636,0.0403205803798452,0.0827691391691223,0.8636363636363636,Q4: High,2754.700550601456,3036.266651728989,Falling,-0.047129176703031454,False,0.0,0.0
2024-12-09,2024-12-16,"AAVE,ADA,ALGO,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,KAS,LINK,LTC,NEAR,PEPE,POL,RENDER,SOL,STETH,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,DOGE,ADA,STETH,TRX,LINK,DOT,XLM,HBAR,SUI,BCH,UNI,PEPE,LTC,NEAR,APT,ICP,POL,ETC,VET,FET,RENDER,TAO,FIL,KAS,ARB,AAVE,ALGO,XMR",28,93.33333333333331,0.0004027675510204,14.7010156122449,Green,,93.75,,-0.0758832070846969,0.020036183252863,0.091593636858886,0.0344358869526528,-0.0135631253799797,0.9333333333333333,Q4: High,2627.885595940669,2916.850784584315,Falling,0.08642212390831801,False,0.0,0.0
2024-12-16,2024-12-23,"AAVE,ADA,APT,ARB,BCH,BGB,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,KAS,LINK,LTC,NEAR,PEPE,POL,RENDER,SOL,STETH,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,DOGE,ADA,STETH,TRX,LINK,SUI,DOT,XLM,HBAR,BCH,UNI,PEPE,LTC,NEAR,APT,ICP,AAVE,POL,ETC,RENDER,VET,FET,BGB,TAO,ARB,FIL,XMR,KAS",27,90.0,8.310010582010583e-05,3.0331538624338625,YellowGreen,,66.66666666666666,,-0.1947986145036392,-0.1162611742554994,0.0756059013563773,-0.0919317182231675,-0.1730299049976069,0.6521739130434783,Q3: Neutral,2865.095522609987,2853.7159998489797,Rising,0.0661506584466587,False,0.0,0.0
2024-12-23,2024-12-30,"AAVE,ADA,APT,ARB,BCH,BGB,DOGE,DOT,ETC,FET,HBAR,ICP,LINK,LTC,NEAR,OM,PEPE,POL,RENDER,SOL,STETH,SUI,TAO,TRX,UNI,VET,WBT,XLM,XMR,XRP","XRP,SOL,DOGE,STETH,ADA,TRX,LINK,SUI,XLM,DOT,HBAR,BCH,UNI,LTC,PEPE,NEAR,BGB,APT,AAVE,ICP,POL,ETC,VET,RENDER,XMR,WBT,OM,TAO,FET,ARB",26,86.66666666666667,3.5097197802197805e-05,1.28104771978022,Orange,,29.166666666666668,,0.0164015238358443,-0.0030742319339097,-0.0196679072564809,-0.015046399426259,0.0248608255482387,0.2978723404255319,Q2: Weak,3061.03272018158,2833.5562701495655,Rising,-0.043439786951114404,True,-0.0196679072564809,-0.0196679072564809
2024-12-30,2025-01-06,"AAVE,ADA,APT,BCH,BGB,DOGE,DOT,ETC,FET,HBAR,ICP,LINK,LTC,NEAR,OM,PEPE,POL,RENDER,SOL,STETH,SUI,TAO,TRX,UNI,VET,VIRTUAL,WBT,XLM,XMR,XRP","XRP,SOL,DOGE,STETH,ADA,TRX,LINK,SUI,HBAR,DOT,XLM,BGB,BCH,UNI,PEPE,LTC,NEAR,AAVE,APT,ICP,POL,ETC,VET,VIRTUAL,WBT,XMR,RENDER,OM,TAO,FET",26,86.66666666666667,8.165758241758243e-05,2.9805017582417586,YellowGreen,,64.58333333333334,,-0.0086661140866262,-0.0075487674539973,0.0011167228654796,-0.0110626441365039,0.000650278138518,0.6458333333333334,Q3: Neutral,2930.9088490842178,2850.9892433390282,Rising,-0.029018071261666445,False,0.0,0.0
