regime,n_days,mean_return,median_return,std_return,sharpe_like
WEAK_RISK_ON_MAJORS,55,0.0013775435141732567,0.004512729034461552,0.02309986897789336,0.05963425660515952
STRONG_RISK_ON_MAJORS,2,0.0012075834961642572,0.0012075834961642572,0.014792698856836563,0.08163375107214887
WEAK_RISK_ON_ALTS,41,0.0003362031332273328,-0.0025273886138613855,0.014391709606189292,0.02336088918044493
BALANCED,336,-0.0006941756707780243,-0.0026054384992935256,0.026819168762910454,-0.02588356398793515
