date,open,high,low,close,volume,return,cum_return
2019-11-22,0.011312,0.011664,0.009406,0.010375,50153917.0,-0.08218329794762913,0.24088027747876994
2019-11-23,0.01036,0.01195,0.0097,0.011645,96780494.0,0.12240963855421683,0.39277598373400235
2019-11-24,0.011645,0.01195,0.01083,0.01085,54847424.0,-0.068269643623873,0.29769166367659294
2019-11-25,0.010951,0.0114,0.010011,0.010966,46879212.0,0.010691244239631414,0.31156560220069296
2019-11-26,0.010964,0.011999,0.010839,0.011434,55473346.0,0.04267736640525266,0.3675397679703378
2019-11-27,0.011434,0.01345,0.010631,0.012233,59350162.0,0.06987930732901892,0.46310249970099227
2019-11-28,0.012384,0.0134,0.011552,0.01166,90732882.0,-0.04684051336548689,0.39457002750867076
2019-11-29,0.011623,0.011885,0.011096,0.011609,47554328.0,-0.004373927958833734,0.3884702786747991
2019-11-30,0.01161,0.01181,0.010952,0.011414,25366060.0,-0.016797312430011146,0.3651477096041138
2019-12-01,0.011334,0.011626,0.010002,0.0114,51431479.0,-0.0012265638689329394,0.3634732687477569
2019-12-02,0.011367,0.011785,0.011175,0.011507,27256570.0,0.00938596491228072,0.376270781007056
2019-12-03,0.011508,0.011706,0.0108,0.011082,30525105.0,-0.03693404014947421,0.3254395407247932
2019-12-04,0.011086,0.012,0.01021,0.010294,44848278.0,-0.0711062985020755,0.23119244109556214
2019-12-05,0.01027,0.010561,0.009663,0.010025,28479255.0,-0.026131727219739664,0.1990192560698476
2019-12-06,0.010025,0.010562,0.009747,0.010149,43682331.0,0.012369077306733312,0.21385001794043745
2019-12-07,0.010195,0.010195,0.009781,0.009899,16813887.0,-0.02463296876539567,0.1839492883626357
2019-12-08,0.009876,0.009928,0.009419,0.009641,20346615.0,-0.02606323871098082,0.15309173543834453
2019-12-09,0.009648,0.010038,0.009312,0.009407,20915671.0,-0.024271341147183878,0.1251046525535222
2019-12-10,0.009372,0.01031,0.0075,0.008365,50471199.0,-0.11076857659189976,0.0004784116732445831
2019-12-11,0.008407,0.0099,0.008338,0.009364,30181357.0,0.11942618051404685,0.11996172706614039
2019-12-12,0.00936,0.009402,0.008446,0.008538,25125426.0,-0.0882101665954721,0.021169716541083572
2019-12-13,0.008571,0.008873,0.008542,0.008642,10919067.0,0.012180838603888411,0.03360842004544895
2019-12-14,0.008642,0.008683,0.006316,0.007778,20336518.0,-0.09997685720897942,-0.06972850137543374
2019-12-15,0.007764,0.0085,0.007449,0.00829,18235531.0,0.06582669066598101,-0.008491807200095791
2019-12-16,0.00829,0.0085,0.00755,0.007835,17107408.0,-0.05488540410132692,-0.06291113503169488
2019-12-17,0.007835,0.007882,0.007,0.007103,22332730.0,-0.0934269304403319,-0.15046047123549833
2019-12-18,0.007099,0.007821,0.006584,0.007633,38347119.0,0.07461635928480925,-0.08707092453055876
2019-12-19,0.00771,0.008398,0.007432,0.008216,20364807.0,0.07637888117385039,-0.01734242315512524
2019-12-20,0.008249,0.00885,0.008162,0.008249,11245239.0,0.004016553067186068,-0.013395526850855322
2019-12-21,0.008267,0.008397,0.007911,0.008195,16058959.0,-0.006546248030064317,-0.019854084439660524
2019-12-22,0.008195,0.008267,0.007595,0.007869,17351453.0,-0.039780353874313557,-0.05884463580911392
2019-12-23,0.0079,0.0081,0.007558,0.007643,12753282.0,-0.02872029482780525,-0.08587489534744663
2019-12-24,0.007643,0.007886,0.007334,0.007833,14333843.0,0.02485934842339388,-0.06315034086831739
2019-12-25,0.007782,0.00799,0.0074,0.007566,10443846.0,-0.03408655687476059,-0.09508432005740952
2019-12-26,0.007591,0.007973,0.007514,0.007635,14168535.0,0.009119746233148263,-0.08683171869393624
2019-12-27,0.007664,0.007726,0.007536,0.00769,6232570.0,0.007203667321545426,-0.08025355818682
2019-12-28,0.007725,0.007901,0.007485,0.007526,16146047.0,-0.02132639791937585,-0.0998684367898579
2019-12-29,0.007526,0.007653,0.007225,0.007234,14364000.0,-0.0387988307201701,-0.13479248893673035
2019-12-30,0.007231,0.007356,0.006666,0.006724,23567725.0,-0.0705004147083218,-0.19578997727544578
2019-12-31,0.006758,0.0074,0.0067,0.007043,18468345.0,0.04744199881023192,-0.15763664633417085
2020-01-01,0.007046,0.007191,0.006857,0.006923,7291591.0,-0.017038193951441016,-0.17198899653151556
2020-01-02,0.006925,0.007176,0.0066,0.006719,16047571.0,-0.029466994077712028,-0.19638799186700173
2020-01-03,0.006683,0.007257,0.006619,0.007151,15729749.0,0.0642952820360172,-0.14471953115656044
2020-01-04,0.007151,0.008301,0.007115,0.00768,60700461.0,0.07397566773877773,-0.08144958736993213
2020-01-05,0.007661,0.008156,0.007603,0.007869,41408311.0,0.024609374999999822,-0.058844635809114254
2020-01-06,0.007825,0.007999,0.007406,0.007613,25108797.0,-0.03253272334477053,-0.08946298289678312
2020-01-07,0.007607,0.007717,0.00717,0.007514,33901964.0,-0.013004071982135823,-0.10130367180959254
2020-01-08,0.007513,0.007776,0.00705,0.007105,47328242.0,-0.054431727442108,-0.15022126539887604
2020-01-09,0.007105,0.007113,0.006666,0.006938,18550190.0,-0.023504574243490617,-0.1701949527568477
2020-01-10,0.006941,0.006969,0.00668,0.006829,19390125.0,-0.0157105794176996,-0.18323167085276926
2020-01-11,0.00683,0.007126,0.006714,0.00699,21581067.0,0.023575926197100472,-0.16397560100466513
2020-01-12,0.006985,0.007016,0.006803,0.007008,10092902.0,0.0025751072961375243,-0.16182274847506328
2020-01-13,0.006996,0.007248,0.006849,0.006868,14180660.0,-0.01997716894977175,-0.17856715703863224
2020-01-14,0.006876,0.007419,0.006727,0.007129,37032304.0,0.03800232964472916,-0.14735079535940732
2020-01-15,0.007129,0.00742,0.006832,0.007169,29607996.0,0.005610885117127262,-0.14256667862695904
2020-01-16,0.00717,0.007401,0.00695,0.00712,16971753.0,-0.006834983958711183,-0.14842722162420818
2020-01-17,0.007122,0.00775,0.00712,0.007576,24454823.0,0.06404494382022485,-0.09388829087429784
2020-01-18,0.007549,0.00785,0.007389,0.007594,18704983.0,0.002375923970432847,-0.09173543834469622
2020-01-19,0.007592,0.007713,0.00695,0.007079,18050530.0,-0.06781669739267837,-0.1533309412749676
2020-01-20,0.007079,0.007448,0.0069,0.007307,19013700.0,0.032207938974431416,-0.1260614759000125
2020-01-21,0.007307,0.00803,0.007151,0.007419,54064917.0,0.015327767893800415,-0.11266594904915739
2020-01-22,0.007358,0.007799,0.007357,0.007609,19811674.0,0.025609920474457537,-0.08994139457002803
2020-01-23,0.007609,0.00775,0.007017,0.007173,64385611.0,-0.05730056512025239,-0.14208826695371424
2020-01-24,0.007158,0.007192,0.006516,0.006983,34165210.0,-0.0264882197128119,-0.16481282143284348
2020-01-25,0.007014,0.007015,0.0067,0.006933,13178630.0,-0.00716024631247314,-0.17079296734840377
2020-01-26,0.006902,0.007079,0.0068,0.006916,13445878.0,-0.0024520409635078178,-0.17282621695969425
2020-01-27,0.006915,0.00704,0.006786,0.006901,19805253.0,-0.002168883747831196,-0.17462026073436243
2020-01-28,0.006946,0.007248,0.006881,0.007243,21936206.0,0.049558035067381656,-0.1337160626719296
2020-01-29,0.007242,0.0076,0.007194,0.007277,29174330.0,0.004694187491370849,-0.12964956344934864
2020-01-30,0.007277,0.007459,0.007142,0.007391,18341023.0,0.015665796344647598,-0.11601483076187102
2020-01-31,0.00739,0.0074,0.007113,0.007204,12290156.0,-0.02530104180760384,-0.13838057648606672
2020-02-01,0.007204,0.007532,0.007109,0.007441,18432401.0,0.03289838978345361,-0.11003468484631074
2020-02-02,0.007441,0.007886,0.007296,0.007776,34568931.0,0.045020830533530454,-0.06996770721205647
2020-02-03,0.007776,0.008397,0.007721,0.008272,36393075.0,0.06378600823045266,-0.01064465972969797
2020-02-04,0.008273,0.0097,0.008152,0.008941,54174992.0,0.08087524177949712,0.06936969262049941
2020-02-05,0.008941,0.009093,0.007807,0.0086,73276400.0,-0.038138910636394074,0.02858509747637794
2020-02-06,0.008631,0.0105,0.008545,0.010413,81251426.0,0.21081395348837217,0.24542518837459593
2020-02-07,0.010316,0.0106,0.009414,0.009723,59080331.0,-0.06626332469029095,0.16289917473986337
2020-02-08,0.009635,0.010239,0.00918,0.00951,19669755.0,-0.021906818883060897,0.1374237531395761
2020-02-09,0.00951,0.010596,0.00911,0.010497,31830368.0,0.10378548895899065,0.2554718335127373
2020-02-10,0.010497,0.0105,0.009551,0.01017,36925624.0,-0.03115175764504141,0.21636167922497274
2020-02-11,0.01014,0.0115,0.010032,0.011323,48760768.0,0.11337266470009832,0.3542638440377941
2020-02-12,0.011323,0.014,0.011271,0.013098,80521545.0,0.15676057581912928,0.5665590240401861
2020-02-13,0.013098,0.0197,0.010723,0.016657,581253096.0,0.27172087341578877,0.9922258103097712
2020-02-14,0.016651,0.017798,0.014322,0.015124,231125740.0,-0.09203337936002887,0.8088745365386911
2020-02-15,0.015124,0.0161,0.013501,0.013883,136834063.0,-0.08205501190161335,0.6604473149144834
2020-02-16,0.01386,0.014888,0.012,0.01353,94968752.0,-0.02542678095512496,0.6182274847506275
2020-02-17,0.01353,0.015121,0.012985,0.013851,167597758.0,0.023725055432372466,0.6566200215285247
2020-02-18,0.013851,0.0141,0.013143,0.013681,68253777.0,-0.012273482059057095,0.6362875254156195
2020-02-19,0.013723,0.015114,0.012851,0.013234,67552873.0,-0.03267305021562761,0.5828250209305099
2020-02-20,0.013233,0.0138,0.01285,0.01315,53796208.0,-0.006347287290312753,0.5727783757923686
2020-02-21,0.013208,0.013897,0.013136,0.013659,29518165.0,0.03870722433460072,0.6336562612127727
2020-02-22,0.013546,0.01375,0.013049,0.013306,26440163.0,-0.025843766015081537,0.5914364310489169
2020-02-23,0.01321,0.013639,0.0129,0.013458,36075242.0,0.011423418006914154,0.6096160746322203
2020-02-24,0.013439,0.014399,0.012585,0.013106,94184863.0,-0.026155446574528174,0.5675158473866755
2020-02-25,0.013115,0.0133,0.011602,0.011804,65301936.0,-0.09934381199450626,0.4117928477454844
2020-02-26,0.011806,0.012061,0.01,0.010509,76589633.0,-0.10970857336496109,0.2569070685324717
2020-02-27,0.010516,0.011258,0.01,0.010676,38483351.0,0.015891140926824754,0.27688075589044336
2020-02-28,0.010587,0.010999,0.0101,0.010579,37057800.0,-0.00908579992506553,0.26527927281425634
2020-02-29,0.010573,0.011208,0.01044,0.01044,25866952.0,-0.013139238113243246,0.24865446716899853
2020-03-01,0.010484,0.0132,0.01044,0.01203,67551126.0,0.1522988505747127,0.43882310728381735
2020-03-02,0.012069,0.012488,0.010806,0.011899,88063831.0,-0.010889443059019177,0.42315512498504915
2020-03-03,0.011919,0.012319,0.011641,0.011935,64809880.0,0.0030254643247331625,0.4274608300442526
2020-03-04,0.011901,0.013899,0.011711,0.012898,128707507.0,0.08068705488060335,0.5426384403779447
2020-03-05,0.012852,0.0138,0.01254,0.012884,112639257.0,-0.0010854396030391955,0.5409639995215878
2020-03-06,0.012895,0.013596,0.012455,0.013076,455828403.0,0.014902204284383824,0.5639277598373396
2020-03-07,0.013079,0.0136,0.012192,0.012429,510022649.0,-0.049479963291526485,0.48654467168998883
2020-03-08,0.012422,0.0131,0.01036,0.010482,299737984.0,-0.15664977069756225,0.2536777897380691
2020-03-09,0.010487,0.010765,0.009743,0.010331,335371510.0,-0.014405647777141817,0.23561774907307687
2020-03-10,0.010349,0.010825,0.010027,0.010689,219359127.0,0.03465298615816481,0.27843559382848904
2020-03-11,0.010678,0.01143,0.009902,0.010986,237371388.0,0.027785573954532516,0.3139576605669172
2020-03-12,0.010983,0.011076,0.005,0.005239,2049796353.0,-0.5231203349717823,-0.37340031096758797
2020-03-13,0.005162,0.00692,0.003813,0.006167,119240289.0,0.17713304065661384,-0.2624088027747882
2020-03-14,0.006176,0.006502,0.005411,0.005685,36043433.0,-0.07815793740878874,-0.32005740940078986
2020-03-15,0.005711,0.006288,0.005484,0.0058,34540407.0,0.020228671943711474,-0.3063030737950011
2020-03-16,0.005795,0.005795,0.004657,0.005201,69094444.0,-0.10327586206896544,-0.37794522186341384
2020-03-17,0.005212,0.005972,0.005134,0.005741,38723014.0,0.10382618727167836,-0.31335964597536226
2020-03-18,0.00575,0.00595,0.005107,0.005274,70363341.0,-0.08134471346455319,-0.36921420882669576
2020-03-19,0.005276,0.007261,0.00523,0.006343,136339703.0,0.20269245354569576,-0.24135868915201586
2020-03-20,0.006376,0.006965,0.005547,0.006072,70222043.0,-0.04272426296705023,-0.2737710800143528
2020-03-21,0.006066,0.006306,0.0057,0.006014,29706624.0,-0.009552042160737795,-0.2807080492764028
2020-03-22,0.005997,0.006178,0.005318,0.005368,20950641.0,-0.10741602926504823,-0.3579715345054424
2020-03-23,0.005385,0.006155,0.005323,0.006083,24174814.0,0.1331967213114753,-0.27245544791292964
2020-03-24,0.006116,0.006403,0.005889,0.006216,30070407.0,0.021864211737629535,-0.25654825977753914
2020-03-25,0.006158,0.006425,0.006,0.006178,14974822.0,-0.0061132561132560825,-0.261093170673365
2020-03-26,0.006212,0.006805,0.006158,0.006677,33897418.0,0.08077047588216235,-0.20141131443607296
2020-03-27,0.006708,0.007239,0.006366,0.006422,99977478.0,-0.03819080425340726,-0.23191005860543068
2020-03-28,0.006398,0.006653,0.005971,0.006361,37250632.0,-0.00949859856742441,-0.23920583662241424
2020-03-29,0.006361,0.006408,0.005919,0.006096,17759998.0,-0.04166011633390987,-0.2709006099748841
2020-03-30,0.006055,0.007,0.006055,0.006334,72901374.0,0.03904199475065617,-0.24243511541681684
2020-03-31,0.0063,0.0065,0.00624,0.006321,23226642.0,-0.002052415535206853,-0.2439899533548625
2020-04-01,0.006321,0.006538,0.00606,0.006514,31998651.0,0.030533143489954062,-0.22090659012079972
2020-04-02,0.006476,0.006842,0.006379,0.006524,84315394.0,0.001535155050660153,-0.2197105609376876
2020-04-03,0.0065,0.008425,0.00645,0.00684,255356061.0,0.048436541998773563,-0.18191603875134643
2020-04-04,0.00686,0.006964,0.006614,0.006833,39770767.0,-0.0010233918128654818,-0.1827532591795249
2020-04-05,0.006834,0.00685,0.0065,0.006507,37868781.0,-0.047709644372896265,-0.2217438105489783
2020-04-06,0.006542,0.007515,0.006503,0.00692,101694743.0,0.06347010911326256,-0.17234780528645
2020-04-07,0.00692,0.007186,0.006791,0.006866,44335268.0,-0.007803468208092523,-0.1788063628752552
2020-04-08,0.006866,0.007,0.00669,0.006861,22623855.0,-0.0007282260413632446,-0.17940437746681126
2020-04-09,0.006904,0.007138,0.006781,0.007009,35798162.0,0.021571199533595653,-0.1617031455567527
2020-04-10,0.007003,0.007008,0.005908,0.006274,45837471.0,-0.10486517334855183,-0.24961129051548958
2020-04-11,0.006259,0.006515,0.006081,0.006261,18127365.0,-0.0020720433535225125,-0.25116612845353525
2020-04-12,0.006261,0.006601,0.006127,0.006324,26994857.0,0.010062290368950677,-0.24363114459992918
2020-04-13,0.006324,0.006985,0.006087,0.0067,59980329.0,0.059456040480708516,-0.1986604473149154
2020-04-14,0.0067,0.0069,0.006489,0.006524,37484757.0,-0.02626865671641787,-0.2197105609376877
2020-04-15,0.006489,0.00662,0.006105,0.006156,38067245.0,-0.056407112201103615,-0.2637244348762118
2020-04-16,0.00611,0.006949,0.006039,0.006806,60899963.0,0.10558804418453538,-0.1859825379739275
2020-04-17,0.006819,0.008955,0.006696,0.006776,305175495.0,-0.004407875404055295,-0.18957062552326376
2020-04-18,0.006774,0.007113,0.00671,0.006894,85948528.0,0.017414403778040155,-0.17545748116254134
2020-04-19,0.006894,0.006955,0.006618,0.0067,33038471.0,-0.02814041195242234,-0.1986604473149154
2020-04-20,0.006701,0.006758,0.006227,0.00633,49350280.0,-0.055223880597014996,-0.24291352709006186
2020-04-21,0.006344,0.006491,0.00617,0.00637,30871786.0,0.006319115323854652,-0.2381294103576136
2020-04-22,0.006362,0.006609,0.006319,0.006572,20155829.0,0.0317111459968602,-0.21396962085874993
2020-04-23,0.006572,0.007005,0.006416,0.006756,75523076.0,0.027997565429093152,-0.1919626838894879
2020-04-24,0.006756,0.00695,0.006596,0.006705,46457586.0,-0.007548845470692678,-0.19806243272335944
2020-04-25,0.006735,0.006987,0.00665,0.006787,39034548.0,0.012229679343773281,-0.1882549934218405
2020-04-26,0.006732,0.0069,0.006681,0.006837,53067065.0,0.007367025195226251,-0.1822748475062801
2020-04-27,0.006837,0.007332,0.006736,0.007106,144867198.0,0.039344741845838804,-0.15010166248056556
2020-04-28,0.007106,0.00733,0.006989,0.007262,63422531.0,0.021953278919223163,-0.13144360722401738
2020-04-29,0.007261,0.007486,0.00705,0.00743,120150745.0,0.023134122831175885,-0.11135031694773478
2020-04-30,0.00743,0.007807,0.006967,0.00719,99019519.0,-0.032301480484522194,-0.14005501734242431
2020-05-01,0.007189,0.007716,0.007189,0.007504,43786081.0,0.04367176634214176,-0.10249970099270556
2020-05-02,0.007506,0.00794,0.007301,0.007925,96976764.0,0.056103411513859225,-0.05214687238368765
2020-05-03,0.007894,0.0081,0.007501,0.007627,66184845.0,-0.03760252365930594,-0.08778854204042719
2020-05-04,0.007627,0.008561,0.007377,0.008507,204884668.0,0.11537957257112885,0.01746202607343461
2020-05-05,0.008496,0.0097,0.00813,0.009371,279495332.0,0.10156341836134941,0.12079894749431697
2020-05-06,0.009371,0.0113,0.009371,0.010384,489689581.0,0.10809945576779412,0.24195670374356903
2020-05-07,0.010415,0.012348,0.009436,0.00989,739056399.0,-0.04757318952234202,0.18287286209783304
2020-05-08,0.00989,0.010744,0.00975,0.009896,171185556.0,0.0006066734074823277,0.18359047960770036
2020-05-09,0.009892,0.009992,0.00926,0.00926,122866717.0,-0.06426839126919981,0.10752302356177279
2020-05-10,0.009285,0.00929,0.007741,0.00834,157158746.0,-0.09935205183585305,-0.00251166128453717
2020-05-11,0.00834,0.009157,0.008002,0.008632,146904771.0,0.035011990407674,0.03241239086233527
2020-05-12,0.00865,0.0094,0.008586,0.009113,96433014.0,0.055722891566264865,0.08994139457002537
2020-05-13,0.009113,0.01031,0.009112,0.010053,153333432.0,0.10314934708657963,0.20236813778255947
2020-05-14,0.010074,0.010163,0.0095,0.009804,112756906.0,-0.024768725753506304,0.17258701112306918
2020-05-15,0.009801,0.009844,0.00915,0.00932,70918234.0,-0.04936760505915949,0.11469919866044531
2020-05-16,0.009323,0.009863,0.009151,0.009771,59271665.0,0.0483905579399142,0.16864011481879948
2020-05-17,0.009757,0.009897,0.00956,0.009601,53705318.0,-0.017398423907481364,0.14830761870589426
2020-05-18,0.009601,0.00976,0.009347,0.009601,69819388.0,0.0,0.14830761870589426
2020-05-19,0.009649,0.009736,0.009356,0.00958,37688649.0,-0.0021872721591501554,0.14579595742135876
2020-05-20,0.009625,0.009949,0.0093,0.009636,75935849.0,0.0058455114822546506,0.15249372084678625
2020-05-21,0.009636,0.009667,0.008695,0.008996,58497198.0,-0.06641760066417601,0.0759478531276141
2020-05-22,0.009004,0.009557,0.008841,0.009499,44155065.0,0.05591373943975109,0.13610812103815118
2020-05-23,0.00947,0.0096,0.009296,0.009457,27705365.0,-0.004421518054532059,0.1310847984690804
2020-05-24,0.009385,0.009899,0.008999,0.009136,76285319.0,-0.03394311092312574,0.09269226169118316
2020-05-25,0.009105,0.010199,0.008971,0.009916,142699884.0,0.08537653239929943,0.18598253797392417
2020-05-26,0.009891,0.010257,0.00945,0.009897,112811773.0,-0.0019160951996772813,0.18371008252601118
2020-05-27,0.009912,0.01025,0.009611,0.009902,92005787.0,0.0005052035970496416,0.18430809711756724
2020-05-28,0.009902,0.0104,0.009813,0.010147,92989758.0,0.024742476267420876,0.21361081210381294
2020-05-29,0.010145,0.011254,0.010005,0.010961,175278657.0,0.08022075490292702,0.3109675876091351
2020-05-30,0.01096,0.011367,0.010606,0.011079,105579828.0,0.010765441109387819,0.32508073196985743
