date,open,high,low,close,volume,return,cum_return
2017-12-16,673.75,712.0,669.22,682.81,26866.0533,,
2017-12-17,681.8,728.0,680.33,707.64,31398.4476,0.03636443520159349,0.03636443520159349
2017-12-18,707.62,798.88,638.0,784.0,45673.70777,0.10790797580690747,0.14819642360246643
2017-12-19,784.0,864.9,729.01,798.0,69423.62125,0.017857142857142794,0.16869993116679605
2017-12-20,798.0,828.0,661.0,790.21,72526.28416,-0.00976190476190475,0.1572911937435011
2017-12-21,794.62,845.99,705.98,782.41,78222.53998,-0.009870793839612313,0.1458678109576601
2017-12-22,784.0,796.0,504.99,635.97,154630.49482,-0.1871652969670632,-0.06859887816522892
2017-12-23,635.15,714.99,627.97,640.34,79001.05634,0.006871393304715534,-0.06219885473264897
2017-12-24,640.33,667.64,563.49,658.0,95431.94156,0.027579098603866647,-0.03633514447650166
2017-12-25,659.4,744.0,599.99,714.95,78544.84102,0.08655015197568394,0.04707019522268263
2017-12-26,713.12,750.0,712.56,750.0,60052.47905,0.04902440730120983,0.0984021909462367
2017-12-27,750.0,766.05,693.18,739.89,51339.2782,-0.013480000000000047,0.08359572941228133
2017-12-28,739.89,744.93,645.88,707.89,72679.61288,-0.04324967224857745,0.036730569265241986
2017-12-29,709.5,757.87,703.0,733.99,64028.12647,0.036870135190495645,0.07495496551017089
2017-12-30,732.9,735.0,635.82,681.06,89879.99994,-0.07211269908309381,-0.0025629384455415627
2017-12-31,680.01,740.0,672.86,733.98,62628.24458,0.07770240507444282,0.07494032014762486
2018-01-01,733.01,763.55,716.8,754.99,53909.25885,0.028624758167797415,0.10571022685666542
2018-01-02,754.99,899.5,749.06,855.28,113257.78355,0.13283619650591394,0.25258856782999617
2018-01-03,855.13,950.01,810.0,934.03,89041.45688,0.09207510990552792,0.36792079787935084
2018-01-04,934.03,1009.72,890.01,940.0,102894.47384,0.006391657655535621,0.3766640793192828
2018-01-05,940.0,1045.0,930.0,959.3,97374.0163,0.020531914893616943,0.4049296290329658
2018-01-06,958.0,1017.56,950.0,1004.11,71954.27895,0.04671114354216632,0.47055549860136714
2018-01-07,1003.71,1125.0,999.9,1123.09,65278.81957,0.11849299379550038,0.6448060221730778
2018-01-08,1123.09,1239.18,910.0,1133.18,158831.54798,0.008984141965470371,0.6595831929819413
2018-01-09,1133.18,1326.5,1104.85,1291.0,118702.88684,0.13927178382957695,0.8907163046821214
2018-01-10,1291.0,1440.0,1201.1,1247.0,160185.0129,-0.03408210689388069,0.8262767094799421
2018-01-11,1249.03,1332.49,1021.0,1138.93,194546.29387,-0.08666399358460297,0.6680042764458627
2018-01-12,1136.45,1288.5,1069.01,1253.87,93763.47261,0.1009192838892643,0.8363380735490096
2018-01-13,1253.87,1427.01,1252.0,1388.02,75893.43201,0.10698876279040093,1.0328056121029263
2018-01-14,1388.1,1391.89,1220.89,1347.0,98391.19585,-0.02955288828691227,0.9727303349394403
2018-01-15,1347.99,1383.13,1258.12,1271.0,69236.70476,-0.05642167780252416,0.8614255795902217
2018-01-16,1268.67,1275.01,780.0,1000.0,343889.36509,-0.21321793863099925,0.4645362545949816
2018-01-17,999.99,1075.51,755.0,1000.0,436333.67326,0.0,0.4645362545949816
2018-01-18,1000.0,1075.2,924.21,994.0,294545.71207,-0.006000000000000005,0.45574903706741177
