date,r_btc,r_basket,r_ls,cost,r_ls_net,equity_curve
2025-01-01,0.0,0.0,0.0,0.001,-0.001,0.999
2025-01-02,0.009371590577636146,0.08043830194899367,-0.07106671137135752,0.0,-0.07106671137135752,0.9280043553400138
2025-01-03,0.026148140488575944,0.02551086905644393,0.0006372714321320125,0.0,0.0006372714321320125,0.9285957460045662
2025-01-04,0.012722443652634308,0.06319068820639374,-0.050468244553759437,0.0,-0.050468244553759437,0.881731148803627
2025-01-05,0.0017576299211787827,0.005268686550266077,-0.0035110566290872947,0.0,-0.0035110566290872947,0.8786353408085473
2025-01-06,0.0010976417378674164,-0.007061720859266174,0.00815936259713359,0.0,0.00815936259713359,0.8858044451448603
2025-01-07,0.03929061349089458,0.007510687403671536,0.03177992608722304,0.0,0.03177992608722304,0.9139552449392977
2025-01-08,-0.05162209644605942,-0.0761054843598326,0.024483387913773177,0.0,0.024483387913773177,0.9363319657369741
2025-01-09,-0.019962274983833184,-0.011213955405264184,-0.008748319578569,0.0,-0.008748319578569,0.9281406344690772
2025-01-10,-0.02778920154026998,-0.037877027594396165,0.010087826054126184,0.0,0.010087826054126184,0.9375035557433676
2025-01-11,0.02555148428118903,0.046795911957196984,-0.021244427676007954,0.0,-0.021244427676007954,0.9175868292573773
2025-01-12,-0.0018691299864076472,0.02044496899830625,-0.022314098984713898,0.0,-0.022314098984713898,0.8971117059222584
2025-01-13,-0.0011080929848023002,-0.022952915207651373,0.021844822222849072,0.0,0.021844822222849072,0.916708951652167
2025-01-14,1.6711472552000117e-05,-0.019437383441240557,0.019454094913792557,0.0,0.019454094913792557,0.9345426946059315
2025-01-15,0.022420179557139264,0.030421648031599816,-0.008001468474460552,0.0,-0.008001468474460552,0.9270649806970047
2025-01-16,0.03871716717163309,0.09623777909731113,-0.057520611925678033,0.0,-0.057520611925678033,0.8737396357124461
2025-01-17,-0.0026773471284613493,0.009539842499351399,-0.012217189627812748,0.0,-0.012217189627812748,0.8630649928976111
2025-01-18,0.041142802010911694,0.041130741315587874,1.2060695323820592e-05,0.0,1.2060695323820592e-05,0.863075402061535
2025-01-19,0.001669748601087706,-0.027495326880735856,0.029165075481823562,0.0,0.029165075481823562,0.8882470613091649
2025-01-20,-0.029321798780760466,-0.07822805040543543,0.04890625162467496,0.0,0.04890625162467496,0.931687895594429
2025-01-21,0.004834063922663168,0.015222974532292842,-0.010388910609629674,0.0,-0.010388910609629674,0.9220086733310245
2025-01-22,0.04340718504219265,0.02494588036324968,0.018461304678942973,0.0,0.018461304678942973,0.9390301563660166
2025-01-23,-0.023626378572642937,-0.029602988487882117,0.00597660991523918,0.0,0.00597660991523918,0.9446423733092624
2025-01-24,0.0038011129487294237,-0.0023664534234248296,0.006167566372154253,0.0,0.006167566372154253,0.9504685178445966
2025-01-25,0.007375807171305704,-0.013214036866625678,0.020589844037931383,0.0,0.020589844037931383,0.9700385163899806
2025-01-26,-0.00037346006842065016,-0.0013777172034596674,0.0010042571350390172,0.0,0.0010042571350390172,0.9710126844913279
2025-01-27,-0.02141103822182311,-0.03330361656355339,0.011892578341730284,0.0,0.011892578341730284,0.9825605289124549
2025-01-28,-0.005790016431870826,-0.009658677650553667,0.0038686612186828416,0.0,0.0038686612186828416,0.9863617227256671
2025-01-29,-0.006329605528613502,-0.033282551058781376,0.026952945530167874,0.0,0.026952945530167874,1.0129470765113344
