horizon_days,n,hac_lags,score0_mean,wald_F,wald_p,slope_per_score,slope_t,slope_p,score1_minus_score0,score1_minus_score0_t,score1_minus_score0_p,score2_minus_score0,score2_minus_score0_t,score2_minus_score0_p,score3_minus_score0,score3_minus_score0_t,score3_minus_score0_p,spearman_rho
1,3681,1,-0.00012288069016269532,3.431831304569148,0.01631125797641872,0.0016677524218378478,3.0322770921986355,0.002427162874392881,0.0001037684974625109,0.05456417294103623,0.9564856820676532,0.0016060415810284332,0.8147209291405421,0.41523207054526934,0.0043066936193797214,2.26689249865437,0.02339679358674381,0.05810349528257799
5,3677,5,-0.0031775773824555802,4.374258647372019,0.0044228463018216885,0.008285351703828308,3.595680287106033,0.00032354496384752696,0.0033982796837293164,0.5085719827944202,0.6110522715091595,0.013172472424180088,1.7619816225154952,0.07807240252885449,0.022469875701200265,3.055540554959944,0.0022465521828588485,0.0946630686096701
10,3672,10,-0.0033744995033180287,3.597898232710748,0.012981073968859997,0.015208187401456208,3.278265457058785,0.001044471220837521,0.006781080160370941,0.5848596995001818,0.5586420585049319,0.021379750100439326,1.5674051620206197,0.11702001815256038,0.0418105818007896,2.9752662280043976,0.0029273437273702727,0.10415891946490805
20,3662,20,-0.0043871561078078795,2.9556141299096663,0.031249244050791204,0.02960924710948986,2.9672559336615905,0.003004707309731202,0.01610402940040333,0.735313487085817,0.4621485961521873,0.03992136419292958,1.5098320734051147,0.13108627875161105,0.08318543268526252,2.820850593361629,0.004789650441589974,0.11662305815233928
30,3652,30,-0.014939126146008876,3.1193236935908213,0.025012914794070026,0.041718007709257224,2.7654059812488994,0.005685199099187981,0.04309899628164731,1.5472266759205697,0.12180859559708594,0.07826068463571477,2.14311420714629,0.03210392893463532,0.1263811581608596,2.9840227253536518,0.002844856416713035,0.12317057567767635
60,3622,60,-0.019569820387932292,2.9081657768658715,0.03332720879099725,0.08562518889604337,2.7386504591474456,0.006169192469885425,0.0715062187406019,1.451847766243471,0.14654393897955903,0.17219632442564178,2.2621061021565816,0.02369084868457299,0.24893561118807014,2.8969615718945025,0.003767959064206696,0.19127538134329364
