lag_1,lag_5,lag_20,lag_60,corr_trailing30d_vs_forward20d_rel,pct_days_two_signals_agree
0.013298240593052095,-0.024204173923566163,0.017812935876029456,0.022267273501831022,0.12739095507954484,0.8486388384754991
