symbol,n_days,spread_full,t_full,spread_train,t_train,spread_OOS,t_OOS
SKLUSDT,2065,0.11182932829464873,2.3357390335177186,0.22772592912423723,1.6339286880539399,0.07575507048445793,1.6344795703344033
SLPUSDT,1915,-0.012267589824992493,-0.2768454972274647,-0.40763930086195216,-2.0315264422422445,0.04624531316960174,1.0744513426197702
SNXUSDT,2210,0.07351780171050121,1.8810974053629153,0.06890750498780202,0.5870260595897642,0.0559907428041604,1.3562444704034329
SOLUSDT,2177,0.16916378126681927,3.2931129523838543,0.2949635597759804,2.5589155724339556,0.0916390905883114,2.1523454663643387
STORJUSDT,2189,0.09019582745712695,1.9599240221912226,0.22293230827327126,1.7130490952277335,0.01619219559708538,0.4838910092958123
STRAXUSDT,1199,0.0980805659914709,1.853077748117654,0.0658009863832722,0.5624076773800352,0.08750637723021706,1.6057434244323623
STXUSDT,2468,0.08686027883708142,2.1801242144237403,0.03252276573756564,0.43897961639577165,0.07418524163499385,1.5179012616574399
SUPERUSDT,1951,0.10566332064013587,1.53223912414331,-0.03916454154411711,-0.19453319033226982,0.12812055532295655,1.6345833312776037
SUSHIUSDT,2156,0.12635682453464223,2.5507691364081477,0.2840240042150378,2.0604251180235438,0.06382875923324118,1.4473082761993652
TFUELUSDT,2622,0.12862747720996395,2.124040199337412,0.18028758959504568,1.3702735034886593,0.04776116095271554,1.4928952930996338
THETAUSDT,2666,0.09805558927098945,2.3530805200254443,0.02655864381153078,0.35046313682626185,0.07789520269327774,1.6769242946285234
TKOUSDT,1938,0.03351744061839991,1.0475580723620534,0.017252297876931076,0.174466615427232,0.03578122561070192,1.0850538975669377
TLMUSDT,1932,-0.0013187007665096898,-0.026709362091498972,-0.2884235945670417,-0.8131860959134751,0.02333418787058075,0.5585001907957434
TRBUSDT,2159,0.022294076686808356,0.43645053175518034,0.18693457438611105,2.11234629526368,-0.004197661158225015,-0.07234705718569853
TRXUSDT,2969,0.021291450654282784,0.9277589689160826,0.010493928425016084,0.2170183186644514,0.025626334776091053,1.57719346530277
TWTUSDT,2008,0.03410328970428783,0.8546033390387159,0.16129013073680237,1.2451339276903808,0.0038776702683733493,0.10177104154714198
UMAUSDT,2148,0.08846451272571892,2.3595310944176986,0.19480329347506586,2.0334342892712054,0.06215086693178751,1.670717909389972
UNIUSDT,2140,0.08467377775578036,2.0246440058777,0.1462221802035427,1.141313908237026,0.04820984079048447,1.2857240345357852
VETUSDT,2925,0.06809543317222569,2.031407937203238,0.0622459305080046,1.0327329221170412,0.04718658246733924,1.2114381220264119
VTHOUSDT,2202,0.14138152444950686,2.422742572926658,0.28996529992191816,1.9100477242690894,0.07235226423561283,1.6151666022968243
WINUSDT,2553,0.0847392480499836,1.5808758305340351,0.12987863065124938,1.1109376934385424,0.03320037469463479,1.0913568626117423
XLMUSDT,2980,0.08542585315917292,2.07113282508841,0.04043927332194189,0.7647917810361159,0.11859697990708352,1.7240837541883614
XRPUSDT,3007,0.06605956112967626,1.8445173043121579,0.0499896506442051,0.9311465494697588,0.07565096927950989,1.5324011085703093
XTZUSDT,2499,0.061806289151051685,2.051561462964243,0.005779444395807132,0.0957415097761073,0.058629382605209154,1.7146879477120551
XVGUSDT,1878,0.06668640845865566,1.4995837950339301,-0.01093680206096797,-0.11094641123438283,0.08158084970543449,1.6289379860351052
XVSUSDT,2121,0.15141819168598372,1.6507798118779569,0.42774069545604454,1.3502551424825802,0.034194531283062976,1.0618411209252898
YFIUSDT,2178,0.10067373129166521,2.2114128304370118,0.2263323860427566,1.939016000914801,0.04209442847457851,1.2015064319075701
ZECUSDT,2686,0.03227895152783719,0.7150629271272355,-0.04038621419414549,-0.6621242019127372,0.06914788025434902,0.9965006803788915
ZENUSDT,2213,0.11968572189891173,2.7577576866174147,0.24414442690532356,2.2997036661119568,0.06196120144353286,1.4533345345433601
ZILUSDT,2716,0.04165884102935085,0.8595857932337879,0.08718219764455123,1.3812377328724463,-0.009002674838641181,-0.1635080661269364
ZRXUSDT,2707,0.0721982378651514,1.9136982839845063,0.04589609020890802,0.6977242462867297,0.06514904737559904,1.329373839664716
