reps,block_days,n,score0_mean_lo,score0_mean_boot,score0_mean_hi,score1_mean_lo,score1_mean_boot,score1_mean_hi,score2_mean_lo,score2_mean_boot,score2_mean_hi,score3_mean_lo,score3_mean_boot,score3_mean_hi,spread_3_0_lo,spread_3_0_boot,spread_3_0_hi,p_spread_le_0,spearman_lo,spearman_boot,spearman_hi,p_rho_le_0,p_strictly_monotonic
2000,60,3662,-0.04782649251532286,-0.0030761493406276713,0.037553689133913354,-0.016355313902220475,0.012295591726315324,0.042105830528803206,-0.0033102850548973437,0.03501163808612357,0.07654622597977151,0.030379697853058937,0.07786534885914634,0.12786708409962874,0.02055006219683174,0.080941498199774,0.1447261892737437,0.0055,-0.005772827706562448,0.11011601245366935,0.22151017191619582,0.0315,0.561
