n,hac_lags,score0_mean,wald_F,wald_p,slope_per_score,slope_t,slope_p,score1_minus_score0,score1_minus_score0_t,score1_minus_score0_p,score2_minus_score0,score2_minus_score0_t,score2_minus_score0_p,score3_minus_score0,score3_minus_score0_t,score3_minus_score0_p
3662,20,-0.0043871561078078795,2.9556141299096663,0.031249244050791204,0.02960924710948986,2.9672559336615905,0.003004707309731202,0.01610402940040333,0.735313487085817,0.4621485961521873,0.03992136419292958,1.5098320734051147,0.13108627875161105,0.08318543268526252,2.820850593361629,0.004789650441589974
