threshold,pct_days_DVOL_above,mean_multiplier,min_multiplier,dvol_min,dvol_median,dvol_p95,dvol_max
60.0,0.39584389254941715,0.9120588878219797,0.38412291933418696,32.38,55.69,94.02599999999998,156.2
70.0,0.2883933096806893,0.9521940526950271,0.44814340588988477,32.38,55.69,94.02599999999998,156.2
80.0,0.18297009630005068,0.9785530635116848,0.5121638924455826,32.38,55.69,94.02599999999998,156.2
90.0,0.08514951849974658,0.9926475694255296,0.5761843790012805,32.38,55.69,94.02599999999998,156.2
100.0,0.026862645717181957,0.9974525073357705,0.6402048655569783,32.38,55.69,94.02599999999998,156.2
110.0,0.00912316269640142,0.9989882818098348,0.7042253521126761,32.38,55.69,94.02599999999998,156.2
120.0,0.00506842372022301,0.9995872719119336,0.7682458386683739,32.38,55.69,94.02599999999998,156.2
