era,n,extra_term,sma200_coef,sma200_t,sma200_p,extra_coef,extra_t,extra_p
full sample,3662,trendscore_ge2,0.019061617865046974,0.7487741953075064,0.4539933153937704,0.03859882249890741,1.6668444035875973,0.0955453482621342
full sample,3662,trendscore_eq3,0.020788938115220035,0.9884640989102587,0.3229254085778942,0.047600422144361096,1.9213556098432216,0.05468689079205734
train (pre-2022),1992,trendscore_ge2,0.028035362944110923,0.6957059457148502,0.4866130012426787,0.027501830809023915,0.7535767165686214,0.45110342958573935
train (pre-2022),1992,trendscore_eq3,0.010301913617388194,0.29377307075408704,0.7689313139858166,0.06323158133059889,1.702952676065524,0.08857692498328427
OOS (2022+),1670,trendscore_ge2,0.012326569106523562,0.44569744013564194,0.6558158139440111,0.026343752661170266,1.0133256300450084,0.31090464920753824
OOS (2022+),1670,trendscore_eq3,0.02622596616926148,1.2081116117064017,0.22700433387989472,0.010843381845498363,0.49207650377631873,0.6226652617297593
