episode_start,trough,recovery_end,depth,days_to_trough,pct_per_day,speed,mean_DVOL,max_DVOL,mean_vol_multiplier,min_vol_multiplier,pct_days_braked,worst_20d_in_episode,worst_20d_window,mean_DVOL_in_worst_20d,mean_multiplier_in_worst_20d
2021-04-14,2021-07-20,2021-10-19,0.531420127816127,97,0.005478558018722959,slow (>90d),97.88795918367346,156.2,0.9105004471942947,0.5761843790012805,0.673469387755102,-0.40616885861830476,2021-05-09..2021-05-29,114.6261904761905,0.8027969111609051
2021-11-09,2022-11-21,2024-03-04,0.7667059828725817,377,0.0020337028723410658,slow (>90d),76.75026455026455,119.65,0.9916588929888867,0.7521938988717091,0.10582010582010581,-0.35651017231935134,2022-05-29..2022-06-18,83.79190476190476,0.9544010854241348
2024-03-14,2024-09-06,2024-11-06,0.2623233678411879,176,0.0014904736809158404,slow (>90d),58.22225988700565,77.73,1.0,1.0,0.0,-0.16991921367960994,2024-07-16..2024-08-05,57.466666666666676,1.0
2025-01-22,2025-04-08,2025-05-18,0.2817240813472136,76,0.003706895807200179,fast (<=90d),53.42818181818182,62.07,1.0,1.0,0.0,-0.1784662065907031,2025-02-18..2025-03-10,53.20809523809523,1.0
2025-10-07,2026-06-30,ongoing,0.530757795315895,266,0.0019953300575785526,slow (>90d),46.082734082397,82.62,1.0,1.0,0.0,-0.34253015580499246,2026-01-16..2026-02-05,43.949523809523804,1.0
