triple,short,medium,long,train_spread_3_0,train_spearman,oos_spread_3_0,oos_spearman,oos_strictly_monotone
coinbase_30_90_365,30,90,365,0.14172229277958795,0.11100364976501069,0.02756859934204053,0.07413797016876347,False
train_selected,40,120,365,0.14273105553088722,0.10044071419975283,0.053790360697365126,0.09954061601802688,True
