funding_return,apr_simple,pos_frac,neg_frac,zero_frac,stdev,top10_share,max_drawdown,n_prints,window_days,symbol,rank_apr,quality_score,rank_quality
-0.0009999599999999998,-0.052140771428571424,0.18181818181818182,0.8181818181818182,0.0,5.508517645691313e-05,1.0000000000000002,0.0010946699999999998,22,7,BTCUSDT,353,-0.6245162883756983,423
0.00172287,0.020961585,0.7252747252747253,0.27472527472527475,0.0,5.374722510261466e-05,0.3064955568286281,0.0010946700000000003,91,30,BTCUSDT,251,-0.20635029758633128,267
0.046185840000000006,0.046185840000000006,0.8529680365296803,0.14703196347031963,0.0,4.2345388914601934e-05,0.01969152439376196,0.001094670000000006,1095,365,BTCUSDT,142,-0.06573732991992082,39
0.00069865,0.03642960714285714,0.8181818181818182,0.18181818181818182,0.0,4.5222858197071054e-05,0.7855396517487173,7.901999999999999e-05,22,7,BCHUSDT,257,-0.3385626836158063,293
-0.00265051,-0.03224787166666667,0.46153846153846156,0.5384615384615384,0.0,9.281363191338343e-05,0.4874657350174684,0.00352064,91,30,BCHUSDT,322,-0.3643617366668367,394
-0.035424739999999996,-0.035424739999999996,0.4968036529680365,0.5031963470319635,0.0,0.00013795902582256433,0.027798217409603535,0.03788143000000014,1095,365,BCHUSDT,313,-0.2120077240701687,307
-0.001073,-0.055949285714285715,0.2727272727272727,0.7272727272727273,0.0,8.59091534535607e-05,1.0,0.00112803,22,7,ETHUSDT,358,-0.6079811735601817,416
8.581999999999993e-05,0.0010441433333333325,0.6373626373626373,0.3626373626373626,0.0,7.474911117399174e-05,0.35704484725933416,0.00204056,91,30,ETHUSDT,287,-0.2580080831978959,319
0.04314394,0.04314394,0.8200913242009132,0.17990867579908676,0.0,4.6793577770262525e-05,0.020256483543328922,0.002040559999999997,1095,365,ETHUSDT,150,-0.0779779541610311,57
-0.00028683,-0.014956135714285716,0.45454545454545453,0.5454545454545454,0.0,3.4524687205721246e-05,1.0000000000000002,0.00028816000000000003,22,7,LTCUSDT,315,-0.5251883758378744,370
0.00111939,0.013619245,0.5824175824175825,0.4175824175824176,0.0,5.0864573544648935e-05,0.3766204293540579,0.0004690100000000002,91,30,LTCUSDT,265,-0.27591631447588977,341
0.04907102,0.04907102,0.7863013698630137,0.2136986301369863,0.0,5.775605927983912e-05,0.025175163346907437,0.0006654999999999994,1095,365,LTCUSDT,132,-0.09358695255355758,90
-0.00235846,-0.12297684285714286,0.13636363636363635,0.8636363636363636,0.0,0.00011861179119608558,1.0,0.0023799899999999994,22,7,XRPUSDT,398,-0.6678965862159776,447
-0.00242668,-0.029524606666666668,0.4065934065934066,0.5934065934065934,0.0,9.669686604554997e-05,0.42760969840331176,0.00337698,91,30,XRPUSDT,316,-0.36378007534432943,393
0.02586282,0.02586282,0.6648401826484018,0.33515981735159817,0.0,8.013146051193669e-05,0.03972608446659167,0.00609155,1095,365,XRPUSDT,186,-0.1446107991898016,203
-0.00470868,-0.24552402857142858,0.36363636363636365,0.6363636363636364,0.0,0.00040059311931762894,0.9999999999999998,0.00458587,22,7,TRXUSDT,428,-0.7169519871433369,464
