funding_return,apr_simple,pos_frac,neg_frac,zero_frac,stdev,top10_share,max_drawdown,n_prints,window_days,symbol,rank_apr,quality_score,rank_quality
0.0020085100000000002,0.10472945,1.0,0.0,0.0,2.225341662411148e-05,0.4978815141572608,0.0,22,7,RLCUSDT,11,-0.18105339839495205,11
0.008143309999999999,0.09907693833333332,0.967032967032967,0.03296703296703297,0.0,3.311430260003056e-05,0.11989171380409212,0.0001425100000000002,91,30,RLCUSDT,10,-0.058910078425443706,6
-0.04763089999999999,-0.0476309,0.6904109589041096,0.3095890410958904,0.0,0.00042858624958740706,0.01475140562456345,0.06360131999999992,1095,365,RLCUSDT,75,-0.25619554955471496,73
0.0018400799999999998,0.09594702857142855,0.9767441860465116,0.023255813953488372,0.0,3.391420386340331e-05,0.2488230668935933,0.00016938,43,7,KAVAUSDT,16,-0.11595344280877175,3
0.005579350000000002,0.06788209166666669,0.8895027624309392,0.11049723756906077,0.0,5.99738690851876e-05,0.06475736064539775,0.0007519599999999994,181,30,KAVAUSDT,14,-0.07428376348196289,9
-0.35495573,-0.35495573,0.5686735653809972,0.43132643461900283,0.0,0.0008659740943414275,0.012275243362837288,0.4251120299999959,2126,365,KAVAUSDT,94,-0.45036538267111226,86
-0.0020404999999999998,-0.10639749999999999,0.5,0.5,0.0,0.00020012964255020476,0.9977717787204868,0.0022405,22,7,SNXUSDT,76,-0.6554059352957846,76
-0.0006914999999999995,-0.008413249999999994,0.6923076923076923,0.3076923076923077,0.0,0.00016168134255584515,0.1811312005738236,0.00274131,91,30,SNXUSDT,55,-0.20757216247600868,38
0.052620560000000004,0.052620560000000004,0.8118721461187215,0.18812785388127853,0.0,0.00011348484897596765,0.012715908173340717,0.002741309999999969,1095,365,SNXUSDT,15,-0.1051228634438839,19
-0.0010689599999999999,-0.05573862857142857,0.45454545454545453,0.5454545454545454,0.0,0.00013205710479351833,1.0000000000000002,0.0013149300000000002,22,7,DOTUSDT,65,-0.6161856230039002,61
-0.0018344999999999998,-0.02231975,0.4945054945054945,0.5054945054945055,0.0,0.00010831745410275084,0.3267546725918182,0.0028461099999999994,91,30,DOTUSDT,60,-0.30580094530124935,67
0.0033118900000000066,0.0033118900000000066,0.6356164383561644,0.3643835616438356,0.0,0.0001520496102786841,0.01897418353613889,0.027734800000000004,1095,365,DOTUSDT,56,-0.17922460916240174,55
-0.00045854000000000007,-0.023909585714285718,0.5454545454545454,0.45454545454545453,0.0,0.00013466489652540616,0.9622887015798441,0.00104976,22,7,YFIUSDT,48,-0.5755084929460375,54
0.0018752800000000002,0.02281590666666667,0.6813186813186813,0.31868131868131866,0.0,0.00010268910632266768,0.20729770853112986,0.0014122499999999994,91,30,YFIUSDT,32,-0.20267298000695846,34
0.05194966000000001,0.05194966000000001,0.7926940639269406,0.20730593607305936,0.0,8.27750400345509e-05,0.013978555498010501,0.001412249999999983,1095,365,YFIUSDT,17,-0.10122104076983407,18
0.0014816800000000004,0.07725902857142859,0.8636363636363636,0.13636363636363635,0.0,7.705612540745816e-05,0.5442058404170793,0.00026702000000000003,22,7,CRVUSDT,18,-0.2854500568790122,21
0.004538320000000001,0.05521622666666667,0.7802197802197802,0.21978021978021978,0.0,8.218006249029816e-05,0.15584917540201287,0.00028718000000000005,91,30,CRVUSDT,20,-0.14687620506729385,25
0.03960475,0.03960475,0.7488584474885844,0.2511415525114155,0.0,0.00011372553269221426,0.016246863903941557,0.00460002,1095,365,CRVUSDT,32,-0.12729625646132864,31
-0.0008878299999999999,-0.046293992857142856,0.5,0.5,0.0,0.00014620515118580625,0.9461808099365441,0.0013009599999999999,22,7,RUNEUSDT,59,-0.5946474118284764,57
0.0015472100000000003,0.018824388333333338,0.6923076923076923,0.3076923076923077,0.0,0.00012289717516649975,0.1867985713645262,0.0020214000000000018,91,30,RUNEUSDT,36,-0.1980932408614678,33
0.033231300000000005,0.033231300000000005,0.7698630136986301,0.23013698630136986,0.0,0.0001462647517771972,0.013624181349142768,0.008675889999999999,1095,365,RUNEUSDT,38,-0.13085163772635194,33
0.0005326899999999999,0.027775978571428567,0.7441860465116279,0.2558139534883721,0.0,3.0282878365836777e-05,0.5263333651369143,0.00028001,43,7,TRBUSDT,35,-0.28205315714087975,18
0.00364057,0.04429360166666667,0.7734806629834254,0.2265193370165746,0.0,2.9322005199400116e-05,0.10920440224786343,0.00028001000000000024,181,30,TRBUSDT,24,-0.11872027728175494,13
0.06629352,0.06629352,0.8506849315068493,0.14931506849315068,0.0,4.384544514828141e-05,0.0076363588782111785,0.0012430900000000022,2190,365,TRBUSDT,8,-0.06634207683907063,3
0.00025472000000000005,0.013281828571428575,0.6818181818181818,0.3181818181818182,0.0,8.59753690751212e-05,0.8922178800598254,0.00038022999999999996,22,7,SUSHIUSDT,39,-0.46806801850288027,44
0.0029163699999999997,0.035482501666666666,0.7032967032967034,0.2967032967032967,0.0,7.473481275714599e-05,0.22124138541355545,0.0003802300000000005,91,30,SUSHIUSDT,29,-0.19191121996052246,31
0.04322888,0.04322888,0.7561643835616438,0.24292237442922374,0.0009132420091324201,8.048200960604006e-05,0.01568928439134284,0.00544546999999998,1095,365,SUSHIUSDT,28,-0.11283070627537387,22
0.00114892,0.05990797142857144,0.8181818181818182,0.18181818181818182,0.0,9.207628351957337e-05,0.5954649390243902,0.00024759,22,7,EGLDUSDT,25,-0.3295532120477445,28
0.0049746600000000005,0.06052503000000001,0.8131868131868132,0.18681318681318682,0.0,7.637360664321035e-05,0.15539025485555696,0.00025055999999999993,91,30,EGLDUSDT,17,-0.13413422568230238,20
0.046206760000000006,0.046206760000000006,0.8301369863013699,0.16986301369863013,0.0,0.00016840814483231185,0.012617366745466324,0.014962159999999981,1095,365,EGLDUSDT,24,-0.11818129975653101,25
-0.004174259999999999,-0.21765784285714282,0.09090909090909091,0.9090909090909091,0.0,0.00016364081364403761,1.0,0.0041558,22,7,SOLUSDT,86,-0.7630676094516697,88
-0.00690852,-0.08405365999999999,0.3626373626373626,0.6373626373626373,0.0,0.00015331631880772538,0.5961328120089011,0.007685659999999998,91,30,SOLUSDT,77,-0.4516812521771859,81
-0.0005412700000000008,-0.0005412700000000008,0.6018264840182649,0.39817351598173517,0.0,0.00016042123694531035,0.028605372490473183,0.013544750000000006,1095,365,SOLUSDT,57,-0.19649643698291935,60
-0.01671426,-0.8715292714285715,0.7727272727272727,0.22727272727272727,0.0,0.002161572020287569,0.6317358838616751,0.01816962,22,7,ICXUSDT,93,-0.9521881343886385,92
-0.01112002,-0.13529357666666667,0.9120879120879121,0.08791208791208792,0.0,0.0011235842485499224,0.13004932771000038,0.018169619999999997,91,30,ICXUSDT,81,-0.39417642591622903,78
-0.03542846999999999,-0.03542846999999999,0.7689497716894977,0.2310502283105023,0.0,0.0004789914193024781,0.012863768065232681,0.07118286999999998,1095,365,ICXUSDT,74,-0.24701956410069373,70
-0.0030740599999999996,-0.1602902714285714,0.5581395348837209,0.4418604651162791,0.0,0.0003730030950273012,0.610373915060366,0.003388589999999999,43,7,STORJUSDT,84,-0.647193443782646,74
-0.0077550299999999996,-0.09435286500000001,0.5138121546961326,0.4861878453038674,0.0,0.00022738353295242956,0.1415536360882502,0.00784333000000001,181,30,STORJUSDT,78,-0.2730390681752014,57
-0.14307020999999998,-0.14307020999999998,0.6076134699853587,0.3923865300146413,0.0,0.001110607218065828,0.014321183766136215,0.14382260999999896,1366,365,STORJUSDT,82,-0.5209406422675644,93
0.00059263,0.030901421428571427,0.7272727272727273,0.2727272727272727,0.0,6.683651634819086e-05,0.8512824806136653,0.00017032000000000006,22,7,UNIUSDT,33,-0.42407458716190494,40
0.0016376199999999998,0.019924376666666663,0.6263736263736264,0.37362637362637363,0.0,6.560924603270544e-05,0.29722805119455953,0.00025228,91,30,UNIUSDT,35,-0.23992074988507772,49
0.05755678,0.05755678,0.8337899543378996,0.16621004566210046,0.0,5.743232300498856e-05,0.018251749617329883,0.0005837600000000026,1095,365,UNIUSDT,12,-0.08022148083795132,8
-0.0013035100000000001,-0.06796873571428572,0.2727272727272727,0.7272727272727273,0.0,6.977669176329409e-05,1.0,0.00133594,22,7,AVAXUSDT,69,-0.6264918220128988,65
-0.00548785,-0.06676884166666666,0.26373626373626374,0.7362637362637363,0.0,9.006015781747197e-05,0.7076745403335023,0.006178320000000002,91,30,AVAXUSDT,72,-0.5028885457817792,85
-0.010740829999999996,-0.010740829999999996,0.5726027397260274,0.4273972602739726,0.0,0.00011905401426632544,0.022165434379342347,0.022759740000000004,1095,365,AVAXUSDT,63,-0.18976580268253943,58
-0.003196220000000001,-0.1666600428571429,0.09090909090909091,0.9090909090909091,0.0,0.00016918739320597947,1.0,0.00302459,22,7,ENJUSDT,85,-0.7669941622983902,89
-0.022068610000000002,-0.26850142166666674,0.4725274725274725,0.5274725274725275,0.0,0.001127842516756644,0.3085029585433724,0.02390877,91,30,ENJUSDT,87,-0.6006693111244644,89
-0.02690481,-0.026904809999999998,0.7315068493150685,0.2684931506849315,0.0,0.0005993520987042501,0.01478431531987714,0.04167903,1095,365,ENJUSDT,70,-0.3016802912337475,77
-0.0009603900000000002,-0.05007747857142858,0.3181818181818182,0.6818181818181818,0.0,8.946479747816969e-05,0.9999999999999999,0.00104176,22,7,KSMUSDT,62,-0.6270607928608076,66
-0.0016660099999999999,-0.02026978833333333,0.5164835164835165,0.4835164835164835,0.0,0.00012890834364424875,0.27537664640812476,0.0024942700000000007,91,30,KSMUSDT,59,-0.2874537181363465,61
-0.005782009999999994,-0.005782009999999994,0.7022831050228311,0.29771689497716897,0.0,0.0004271164510726991,0.014679840747215634,0.046761880000000006,1095,365,KSMUSDT,61,-0.25132572751891546,72
0.0009437900000000001,0.04921190714285715,0.7272727272727273,0.2727272727272727,0.0,5.556497371851122e-05,0.8112595803438,0.00010442000000000003,22,7,NEARUSDT,29,-0.40166818028529544,38
0.00271285,0.03300634166666667,0.6703296703296703,0.32967032967032966,0.0,7.289198986613087e-05,0.22243576055235242,0.00035486000000000003,91,30,NEARUSDT,30,-0.20268293509666233,35
0.023683330000000002,0.023683330000000002,0.6986301369863014,0.3013698630136986,0.0,0.00010370612641484902,0.017206009095440525,0.0029404300000000147,1095,365,NEARUSDT,45,-0.14087135766993972,39
