run_id,title,experiment_id,category_path,timestamp,features,n_regimes,target_n,target_weighting,cagr,sharpe,sortino,max_drawdown,calmar,hit_rate,switches_per_year,avg_regime_duration_days,regime_distribution
msm_v1_baseline_20260126_143518,MSM Baseline - Top 20 Alts Equal Weight,msm_v1_baseline,msm,2026-01-26T14:35:34.253284,"[""alt_breadth"", ""btc_dominance"", ""funding_skew"", ""funding_heating"", ""liquidity"", ""volatility_spread"", ""momentum"", ""oi_risk""]",5,20,equal,-0.008438584364863888,-0.7432820924011408,-0.09474628688344407,-0.01480901329046247,-0.5698275907618123,0.0069124423963133645,5.995896032831737,81.07142857142857,"{""BALANCED"": 96.74008810572687, ""WEAK_RISK_ON_ALTS"": 1.762114537444934, ""WEAK_RISK_ON_MAJORS"": 1.4977973568281937}"
