decision_date,next_date,basket_hash,basket_members,n_valid,coverage,F_tk,F_tk_apr,label_v0_0,label_v0_1,p_v0_0,p_v0_1,r_alts,r_maj_weighted,y,r_btc,r_eth,y_hot,y_cold,funding_pct_rank,funding_regime,btcd_index_decision,sma_30,BTCDOM_Trend,btcdom_7d_ret,is_mrf_active,y_filtered,y_gated
2024-03-18,2024-03-25,"ADA,APT,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,THETA,TRX,UNI,VET,XLM,XRP","SOL,STETH,XRP,ADA,DOGE,DOT,TRX,LINK,UNI,NEAR,BCH,LTC,ICP,APT,RENDER,FIL,ATOM,ETC,TAO,IMX,GRT,STX,HBAR,XLM,INJ,OP,PEPE,KAS,THETA,VET",26,86.66666666666667,0.0002506719230769,9.149525192307692,Green,,97.9381443298969,,-0.0011433294782261,-0.0269655880970111,-0.0261615059704753,-0.0162868194170004,-0.051882715017036,0.0067411609602506,0.0069288773384505,,,,,Falling,,False,0.0,0.0
2024-03-25,2024-04-01,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,VET,XLM,XRP","SOL,XRP,STETH,DOGE,ADA,DOT,LINK,TRX,BCH,UNI,NEAR,ICP,LTC,APT,STX,FIL,ETC,ATOM,ARB,IMX,RENDER,TAO,XLM,OP,HBAR,GRT,KAS,PEPE,INJ,VET",26,86.66666666666667,0.0001644754395604,6.003353543956044,Green,,94.84536082474226,,0.0620473061264575,0.05747778414969,-0.0045799941563966,0.0584743823578293,0.0551523883306985,0.0524086710638415,0.0766398625975086,,,,,Falling,,False,0.0,0.0
2024-04-01,2024-04-08,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,VET,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,BCH,DOT,LINK,TRX,UNI,ICP,LTC,NEAR,APT,STX,FIL,ETC,ATOM,WIF,ARB,IMX,RENDER,XLM,HBAR,OP,GRT,PEPE,TAO,VET,INJ",26,86.66666666666667,0.000434978076923,15.876699807692308,Green,,100.0,,-0.083111768525639,-0.0338753239934576,0.0480627039507604,-0.0258955336921261,-0.0524948346965644,-0.0909746017067302,-0.0960613061168068,,,,,Falling,,False,0.0,0.0
2024-04-08,2024-04-15,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,BCH,DOT,TRX,LINK,UNI,ICP,LTC,NEAR,APT,ETC,STX,FIL,ATOM,ARB,IMX,WIF,XLM,RENDER,TAO,HBAR,KAS,OP,GRT,INJ,PEPE",26,86.66666666666667,0.0001448335714285,5.286425357142857,Green,,92.78350515463916,,-0.1948577406118493,-0.0624995993532358,0.1243023089473666,-0.0525822735586044,-0.0856400262073758,-0.2500170506698499,-0.2258960127963482,,,,,Falling,,False,0.0,0.0
2024-04-15,2024-04-22,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,RENDER,SOL,STETH,STX,TAO,TRX,UNI,VET,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,BCH,TRX,DOT,LINK,NEAR,ICP,LTC,UNI,APT,STX,ETC,TAO,RENDER,FIL,ATOM,XLM,ARB,VET,IMX,WIF,HBAR,KAS,GRT,INJ,OP",28,93.33333333333331,7.043829081632654e-05,2.5709976147959184,YellowGreen,,75.25773195876289,,0.0215275078870632,-0.0096915865262292,-0.0317167962823381,-0.0124137835629444,-0.0033397934405604,0.0200228800452432,0.0205662562113601,,,,,Falling,,False,0.0,0.0
2024-04-22,2024-04-29,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,RENDER,SOL,STETH,STX,TAO,TRX,UNI,VET,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,BCH,TRX,DOT,LINK,ICP,NEAR,LTC,UNI,APT,STX,ETC,FIL,RENDER,ATOM,XLM,IMX,HBAR,ARB,TAO,VET,WIF,KAS,GRT,OP,INJ",28,93.33333333333331,1.8457142857142856e-05,0.6736857142857142,Orange,,35.051546391752574,,-0.0371759074325283,-0.0098348891555409,0.0269739286791109,-0.0293515891063832,0.0357040773964245,-0.0333052267097051,-0.0463040121415292,,,,,Falling,,False,0.0,0.0
2024-04-29,2024-05-06,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,VET,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,BCH,DOT,LINK,NEAR,ICP,LTC,UNI,ETC,APT,HBAR,STX,XLM,FIL,ATOM,RENDER,IMX,PEPE,ARB,VET,TAO,OP,KAS,WIF,GRT",27,90.0,1.0683756613756617e-05,0.3899571164021164,Orange,,28.865979381443296,,0.0430631294066878,-0.000435231415407,-0.0444727763783579,0.0155413024981603,-0.0377138105470642,0.0215824991162708,0.0278394812197795,,,,,Falling,,False,0.0,0.0
2024-05-06,2024-05-13,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,GRT,HBAR,ICP,IMX,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TAO,TRX,UNI,WIF,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,DOT,BCH,LINK,NEAR,LTC,ICP,FET,UNI,ETC,APT,HBAR,RENDER,ATOM,PEPE,FIL,STX,IMX,WIF,XLM,EZETH,TAO,OP,ARB,GRT",26,86.66666666666667,1.419445054945055e-05,0.518097445054945,Orange,,30.927835051546392,,-0.0602722675730241,-0.04700445240401,0.0131805685765161,-0.0391025513149201,-0.0654422216118865,-0.0678081400400819,-0.0787131602830937,,,,,Falling,,False,0.0,0.0
2024-05-13,2024-05-20,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TRX,UNI,WIF,XLM,XRP","SOL,XRP,STETH,DOGE,ADA,TRX,DOT,BCH,LINK,NEAR,LTC,FET,ICP,UNI,RENDER,ETC,HBAR,PEPE,APT,ATOM,IMX,FIL,XLM,WIF,STX,KAS,EZETH,AR,ARB,OP",26,86.66666666666667,4.761115384615385e-05,1.7378071153846155,YellowGreen,,62.88659793814433,,0.0333152667998618,0.0683389004144394,0.034424260866851,0.0771563305808273,0.0477648966928674,0.0228593384932479,0.0414719003282576,,,,,Falling,,False,0.0,0.0
2024-05-20,2024-05-27,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,EZETH,FET,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,PEPE,RENDER,SOL,STETH,STX,TRX,UNI,XLM,XRP","SOL,STETH,XRP,DOGE,ADA,TRX,LINK,BCH,DOT,NEAR,LTC,ICP,UNI,FET,ETC,HBAR,RENDER,PEPE,APT,IMX,ATOM,AR,FIL,XLM,EZETH,KAS,GRT,STX,OP,ARB",26,86.66666666666667,6.119521978021978e-05,2.233625521978022,YellowGreen,,70.10309278350515,,0.0825543434436595,0.0974817282670446,0.0148170678885703,0.0340532247577727,0.2454815697886792,0.0523473005293625,0.0305972089174265,,,,,Falling,,False,0.0,0.0
