label,count,mean_y,median_y,std_y,hit_rate
Red,24,-0.0010435261456329854,-0.006041243197821771,0.03614523681781063,0.625
Orange,9,-0.0078811809746331,-0.0031455602610780285,0.04094058659909528,0.5555555555555556
Yellow,8,0.027546346848816863,0.035292749082035994,0.04163332152184792,0.25
YellowGreen,7,0.035430003634322506,0.030605156187689716,0.03941940799016721,0.2857142857142857
Green,5,0.0022538402963749025,0.02091179433981855,0.05952598371062456,0.4
