symbol,coingecko_id,venue,cg_lc,dim_asset_id,in_dim_asset,in_fact_price
10SET,tenset,BINANCE,tenset,,False,False
WATC,watcoin-2,BINANCE,watcoin-2,,False,False
IOT,helium-iot,BINANCE,helium-iot,,False,False
RAIN,rain-coin,BINANCE,rain-coin,,False,False
SN52,dojo-3,BINANCE,dojo-3,,False,False
MLC,my-lovely-coin,BINANCE,my-lovely-coin,,False,False
CBADA,coinbase-wrapped-ada,BINANCE,coinbase-wrapped-ada,,False,False
KGST,kyrgyz-som-stablecoin,BINANCE,kyrgyz-som-stablecoin,,False,False
PEIPEI,peipeicoin-vip,BINANCE,peipeicoin-vip,,False,False
NINSTO,nest-institutional-vault,BINANCE,nest-institutional-vault,,False,False
AFC,arsenal-fan-token,BINANCE,arsenal-fan-token,,False,False
PART,particl,BINANCE,particl,,False,False
OPUL,opulous,BINANCE,opulous,,False,False
HERB,herbcoin,BINANCE,herbcoin,,False,False
PND,pandacoin,BINANCE,pandacoin,,False,False
HWHLP,hyperwave-hlp,BINANCE,hyperwave-hlp,,False,False
DAM,reservoir,BINANCE,reservoir,,False,False
SWCH,swisscheese,BINANCE,swisscheese,,False,False
OBSR,observer-coin,BINANCE,observer-coin,,False,False
BMMF,balsa-mm-fund,BINANCE,balsa-mm-fund,,False,False
AUBRAI,aubrai-by-bio,BINANCE,aubrai-by-bio,,False,False
PC,pentagon-chain,BINANCE,pentagon-chain,,False,False
STUFF,book-2,BINANCE,book-2,,False,False
TRADE,polytrade,BINANCE,polytrade,,False,False
GAIA,gaia-3,BINANCE,gaia-3,,False,False
USX,usx-2,BINANCE,usx-2,,False,False
SRUSD,reservoir-srusd,BINANCE,reservoir-srusd,,False,False
ARMY,army-3,BINANCE,army-3,,False,False
CDP,enosys-loans-cdp,BINANCE,enosys-loans-cdp,,False,False
SEAM,seamless-protocol,BINANCE,seamless-protocol,,False,False
EVR,evernode,BINANCE,evernode,,False,False
J,jambo,BINANCE,jambo,,False,False
BTC.Z,bitcoin-bridged-zed20,BINANCE,bitcoin-bridged-zed20,,False,False
ETH2X-FLI,eth-2x-flexible-leverage-index,BINANCE,eth-2x-flexible-leverage-index,,False,False
AMETA,alpha-city,BINANCE,alpha-city,,False,False
ORNG,orange-2,BINANCE,orange-2,,False,False
VATRENI,croatian-ff-fan-token,BINANCE,croatian-ff-fan-token,,False,False
XWBTC,endur-fi-staked-wbtc,BINANCE,endur-fi-staked-wbtc,,False,False
SGC,battle-of-three-kingdoms,BINANCE,battle-of-three-kingdoms,,False,False
RCH,rch-token,BINANCE,rch-token,,False,False
MFT,mainframe,BINANCE,mainframe,,False,False
CTA,cross-the-ages,BINANCE,cross-the-ages,,False,False
MHNA,mahina-token,BINANCE,mahina-token,,False,False
PUP,pup-token,BINANCE,pup-token,,False,False
M.USDC,metis-bridged-usdc-metis,BINANCE,metis-bridged-usdc-metis,,False,False
LTCIC,cicada-finance,BINANCE,cicada-finance,,False,False
KENDU,kendu-inu,BINANCE,kendu-inu,,False,False
PEAS,peapods-finance,BINANCE,peapods-finance,,False,False
SPARKLET,upland,BINANCE,upland,,False,False
TGBP,tokenised-gbp,BINANCE,tokenised-gbp,,False,False
USDZ,zedxion-usdz,BINANCE,zedxion-usdz,,False,False
YUTY,staked-uty,BINANCE,staked-uty,,False,False
DGNETH,degen-eth-staked-eth,BINANCE,degen-eth-staked-eth,,False,False
EXTRA,extra-finance,BINANCE,extra-finance,,False,False
BTCMT,minto,BINANCE,minto,,False,False
PNDC,pond-coin,BINANCE,pond-coin,,False,False
VOLT,volt-inu-2,BINANCE,volt-inu-2,,False,False
CINO,private-aviation-finance-token,BINANCE,private-aviation-finance-token,,False,False
XSWAP,xswap-2,BINANCE,xswap-2,,False,False
BELLS,bellscoin,BINANCE,bellscoin,,False,False
TRUNK,elephant-money-trunk,BINANCE,elephant-money-trunk,,False,False
XSTRK,endur-fi-staked-strk,BINANCE,endur-fi-staked-strk,,False,False
CORAL,coral-protocol,BINANCE,coral-protocol,,False,False
NECT,nectar,BINANCE,nectar,,False,False
QUP,qup-coin,BINANCE,qup-coin,,False,False
GOR,gorbagana,BINANCE,gorbagana,,False,False
ALPHA,alpha-finance,BINANCE,alpha-finance,,False,False
APL,aria-premier-launch,BINANCE,aria-premier-launch,,False,False
SWISE,stakewise,BINANCE,stakewise,,False,False
DMT,dream-machine-token,BINANCE,dream-machine-token,,False,False
SN74,gittensor,BINANCE,gittensor,,False,False
SN77,liquidity,BINANCE,liquidity,,False,False
恶俗企鹅,vulgar-penguin,BINANCE,vulgar-penguin,,False,False
PUBLIC,publicai,BINANCE,publicai,,False,False
USDT,tether-pulsechain,BINANCE,tether-pulsechain,,False,False
SIRE,draiftking,BINANCE,draiftking,,False,False
YBTC.B,yield-btc-b,BINANCE,yield-btc-b,,False,False
MOBY,moby-ai,BINANCE,moby-ai,,False,False
ZND,znd-token,BINANCE,znd-token,,False,False
HATCH,hatch-2,BINANCE,hatch-2,,False,False
SLC,silencio,BINANCE,silencio,,False,False
TOBY,toby-toadgod,BINANCE,toby-toadgod,,False,False
ALOT,dexalot,BINANCE,dexalot,,False,False
SHIB,shiba-on-base,BINANCE,shiba-on-base,,False,False
NAKA,nakamoto-games,BINANCE,nakamoto-games,,False,False
DATA,streamr,BINANCE,streamr,,False,False
WCHZ,wrapped-chiliz-kayen,BINANCE,wrapped-chiliz-kayen,,False,False
KUMA,captain-kuma,BINANCE,captain-kuma,,False,False
WHLP,wrapped-hlp,BINANCE,wrapped-hlp,,False,False
CATE,catecoin,BINANCE,catecoin,,False,False
IWNON,ishares-russell-2000-value-etf-ondo-tokenized-etf,BINANCE,ishares-russell-2000-value-etf-ondo-tokenized-etf,,False,False
HGPT,hypergpt,BINANCE,hypergpt,,False,False
WISE,wise-token11,BINANCE,wise-token11,,False,False
SOGNI,sogni-ai,BINANCE,sogni-ai,,False,False
CBDOGE,coinbase-wrapped-doge,BINANCE,coinbase-wrapped-doge,,False,False
GT3,gt3-finance,BINANCE,gt3-finance,,False,False
SOCKS,unisocks,BINANCE,unisocks,,False,False
JETT,jett-crypto,BINANCE,jett-crypto,,False,False
UOS,ultra,BINANCE,ultra,,False,False
HIFI,hifi-finance,BINANCE,hifi-finance,,False,False
HYPE,wormhole-bridged-hype,BINANCE,wormhole-bridged-hype,,False,False
HOLD,everybody,BINANCE,everybody,,False,False
MON,mon-protocol,BINANCE,mon-protocol,,False,False
SWTCH,switchboard,BINANCE,switchboard,,False,False
DATOM,drop-staked-atom,BINANCE,drop-staked-atom,,False,False
SN46,neural3d,BINANCE,neural3d,,False,False
NALPHA,nest-alpha-vault,BINANCE,nest-alpha-vault,,False,False
WAVE,waveform-by-virtuals,BINANCE,waveform-by-virtuals,,False,False
SHIDO,shido-2,BINANCE,shido-2,,False,False
USDT,morph-l2-bridged-usdt-morph-l2,BINANCE,morph-l2-bridged-usdt-morph-l2,,False,False
XDATA,streamr-xdata,BINANCE,streamr-xdata,,False,False
LLYON,eli-lilly-ondo-tokenized-stock,BINANCE,eli-lilly-ondo-tokenized-stock,,False,False
SPECTRE,spectre-ai,BINANCE,spectre-ai,,False,False
BEAR,teddy-bear,BINANCE,teddy-bear,,False,False
SILO,silo-finance-2,BINANCE,silo-finance-2,,False,False
FLAY,flayer,BINANCE,flayer,,False,False
TA,trusta-ai,BINANCE,trusta-ai,,False,False
PLAY,play-solana-token,BINANCE,play-solana-token,,False,False
REST,just-need-some-rest,BINANCE,just-need-some-rest,,False,False
XEP,electra-protocol,BINANCE,electra-protocol,,False,False
POR,portugal-national-team-fan-token,BINANCE,portugal-national-team-fan-token,,False,False
XTER,xterio,BINANCE,xterio,,False,False
BXX,baanx,BINANCE,baanx,,False,False
USDT,abstract-bridged-usdt-abstract,BINANCE,abstract-bridged-usdt-abstract,,False,False
XHYPE,xhype-2,BINANCE,xhype-2,,False,False
$NAP,snap-kero,BINANCE,snap-kero,,False,False
GUD,gud-tech,BINANCE,gud-tech,,False,False
MEUSD,morpho-eusd,BINANCE,morpho-eusd,,False,False
BIDZ,bidz-coin,BINANCE,bidz-coin,,False,False
LWA,onbuff,BINANCE,onbuff,,False,False
KO,kyuzo-s-friends,BINANCE,kyuzo-s-friends,,False,False
AGVE,agave-token,BINANCE,agave-token,,False,False
AMZNON,amazon-ondo-tokenized-stock,BINANCE,amazon-ondo-tokenized-stock,,False,False
METH,manta-meth,BINANCE,manta-meth,,False,False
PAW,pawswap,BINANCE,pawswap,,False,False
MET,metronome,BINANCE,metronome,,False,False
XEL,xelis,BINANCE,xelis,,False,False
AUDD,novatti-australian-digital-dollar,BINANCE,novatti-australian-digital-dollar,,False,False
CROWN,crown-by-third-time-games,BINANCE,crown-by-third-time-games,,False,False
DIVER,divergence-protocol,BINANCE,divergence-protocol,,False,False
LITKEY,lit-protocol,BINANCE,lit-protocol,,False,False
NS,suins-token,BINANCE,suins-token,,False,False
CHAIN,chain-games,BINANCE,chain-games,,False,False
XDB,digitalbits,BINANCE,digitalbits,,False,False
CLORE,clore-ai,BINANCE,clore-ai,,False,False
SN45,swe-rizzo,BINANCE,swe-rizzo,,False,False
VARA,vara-network,BINANCE,vara-network,,False,False
HLN,enosys,BINANCE,enosys,,False,False
WWDOGE,wrapped-wdoge,BINANCE,wrapped-wdoge,,False,False
WAARBGHO,wrapped-aave-arbitrum-gho,BINANCE,wrapped-aave-arbitrum-gho,,False,False
SMON,kintsu-staked-monad,BINANCE,kintsu-staked-monad,,False,False
YNBNBX,ynbnb-max,BINANCE,ynbnb-max,,False,False
USDC,near-intents-bridged-usdc,BINANCE,near-intents-bridged-usdc,,False,False
WBTC,merlin-chain-bridged-wrapped-btc-merlin,BINANCE,merlin-chain-bridged-wrapped-btc-merlin,,False,False
SIS,symbiosis-finance,BINANCE,symbiosis-finance,,False,False
ROA,roaland-core,BINANCE,roaland-core,,False,False
CELL,cellframe,BINANCE,cellframe,,False,False
VIRUS,virus-2,BINANCE,virus-2,,False,False
SBD,steem-dollars,BINANCE,steem-dollars,,False,False
RION,hyperion-2,BINANCE,hyperion-2,,False,False
ASTRA,astraai,BINANCE,astraai,,False,False
WPEAQ,wrapped-peaq,BINANCE,wrapped-peaq,,False,False
GOCHU,gochujangcoin,BINANCE,gochujangcoin,,False,False
METAX,meta-xstock,BINANCE,meta-xstock,,False,False
PAI,parrot-usd,BINANCE,parrot-usd,,False,False
STAPT,amnis-staked-aptos-coin,BINANCE,amnis-staked-aptos-coin,,False,False
SN12,compute-horde,BINANCE,compute-horde,,False,False
AAPLX,apple-xstock,BINANCE,apple-xstock,,False,False
SLR,solarcoin,BINANCE,solarcoin,,False,False
CUNI,compound-uniswap,BINANCE,compound-uniswap,,False,False
SMT,swarm-markets,BINANCE,swarm-markets,,False,False
DNTRN,drop-staked-ntrn,BINANCE,drop-staked-ntrn,,False,False
VNXAU,vnx-gold,BINANCE,vnx-gold,,False,False
BLD,agoric,BINANCE,agoric,,False,False
ADP,adappter-token,BINANCE,adappter-token,,False,False
MPC,partisia-blockchain,BINANCE,partisia-blockchain,,False,False
UBU,africarare,BINANCE,africarare,,False,False
PACK,hashpack,BINANCE,hashpack,,False,False
TET,tectum,BINANCE,tectum,,False,False
STOS,stratos,BINANCE,stratos,,False,False
SMSUSD,staked-msusd,BINANCE,staked-msusd,,False,False
ARIA20,arianee,BINANCE,arianee,,False,False
SN10,sturdy-subnet,BINANCE,sturdy-subnet,,False,False
WMAPO,wrapped-mapo,BINANCE,wrapped-mapo,,False,False
HERA,hera-finance,BINANCE,hera-finance,,False,False
GAFI,gamefi,BINANCE,gamefi,,False,False
HOODX,robinhood-xstock,BINANCE,robinhood-xstock,,False,False
DIGITS,digits-dao,BINANCE,digits-dao,,False,False
STTON,bemo-staked-ton,BINANCE,bemo-staked-ton,,False,False
SN43,graphite,BINANCE,graphite,,False,False
NPXS,pundi-x,BINANCE,pundi-x,,False,False
KYVE,kyve-network,BINANCE,kyve-network,,False,False
FROK,frok-ai,BINANCE,frok-ai,,False,False
SCS,solcasino-token,BINANCE,solcasino-token,,False,False
USDC,layerzero-bridged-usdc-aptos,BINANCE,layerzero-bridged-usdc-aptos,,False,False
SLT,salute,BINANCE,salute,,False,False
YSOL,synatra-staked-sol,BINANCE,synatra-staked-sol,,False,False
VEIL,veil-token,BINANCE,veil-token,,False,False
VY,valinity,BINANCE,valinity,,False,False
MOE,moe-3,BINANCE,moe-3,,False,False
LQR,laqira-protocol,BINANCE,laqira-protocol,,False,False
FNCT,financie-token,BINANCE,financie-token,,False,False
CYPR,cypher-2,BINANCE,cypher-2,,False,False
ZARP,zarp-stablecoin,BINANCE,zarp-stablecoin,,False,False
STAX,stax-token,BINANCE,stax-token,,False,False
TONIC,tectonic,BINANCE,tectonic,,False,False
YUSD,synatra-staked-usdc,BINANCE,synatra-staked-usdc,,False,False
ZENBTC,wrapped-zenbtc,BINANCE,wrapped-zenbtc,,False,False
UNCX,unicrypt-2,BINANCE,unicrypt-2,,False,False
WAGMI,wagmi-2,BINANCE,wagmi-2,,False,False
DEOD,decentrawood,BINANCE,decentrawood,,False,False
TRYB,bilira,BINANCE,bilira,,False,False
NACHO,nacho-the-kat,BINANCE,nacho-the-kat,,False,False
KISHU,kishu-inu,BINANCE,kishu-inu,,False,False
GXA,galaxia,BINANCE,galaxia,,False,False
PHT,pht-stablecoin,BINANCE,pht-stablecoin,,False,False
LFT,lifeform,BINANCE,lifeform,,False,False
USDC,wanchain-bridged-usdc-cardano,BINANCE,wanchain-bridged-usdc-cardano,,False,False
EPT,balance,BINANCE,balance,,False,False
P33,pharaoh-liquid-staking-token,BINANCE,pharaoh-liquid-staking-token,,False,False
ESX,estatex,BINANCE,estatex,,False,False
BAY,marina-protocol,BINANCE,marina-protocol,,False,False
JOULE,joule-2,BINANCE,joule-2,,False,False
GOATED,goat-network,BINANCE,goat-network,,False,False
WIRE,717ai-by-virtuals,BINANCE,717ai-by-virtuals,,False,False
HAKHYPE,harmonix-khype,BINANCE,harmonix-khype,,False,False
XCL,xcellar,BINANCE,xcellar,,False,False
OJEE,vimworld-ojee,BINANCE,vimworld-ojee,,False,False
GPU,nodeai,BINANCE,nodeai,,False,False
HYDX,hydrex,BINANCE,hydrex,,False,False
LIME,ime-lab,BINANCE,ime-lab,,False,False
EDGESOL,edgevana-staked-sol,BINANCE,edgevana-staked-sol,,False,False
WAARBUSDT,wrapped-aave-arbitrum-usdt,BINANCE,wrapped-aave-arbitrum-usdt,,False,False
SN91,tensorprox,BINANCE,tensorprox,,False,False
INTER,inter-milan-fan-token,BINANCE,inter-milan-fan-token,,False,False
OBOL,obol-2,BINANCE,obol-2,,False,False
TIME,chronobank,BINANCE,chronobank,,False,False
$HACHI,hachiko-3,BINANCE,hachiko-3,,False,False
MZC,maza,BINANCE,maza,,False,False
USDL,liquid-loans-usdl,BINANCE,liquid-loans-usdl,,False,False
MEX,maiar-dex,BINANCE,maiar-dex,,False,False
COOK,meth-protocol,BINANCE,meth-protocol,,False,False
BSDETH,based-eth,BINANCE,based-eth,,False,False
CBLTC,coinbase-wrapped-ltc,BINANCE,coinbase-wrapped-ltc,,False,False
KING,lrt-squared,BINANCE,lrt-squared,,False,False
FAR,farcana,BINANCE,farcana,,False,False
DSTRX,districts,BINANCE,districts,,False,False
REUSDE,re-protocol-reusde,BINANCE,re-protocol-reusde,,False,False
RSUP,resupply,BINANCE,resupply,,False,False
NUTS,thetanuts-finance,BINANCE,thetanuts-finance,,False,False
USDT0,stargate-bridged-usdt0,BINANCE,stargate-bridged-usdt0,,False,False
SUSP,pareto-staked-usp,BINANCE,pareto-staked-usp,,False,False
EURT,tether-eurt,BINANCE,tether-eurt,,False,False
REX33,etherex-liquid-staking-token,BINANCE,etherex-liquid-staking-token,,False,False
BONZO,bonzo-finance,BINANCE,bonzo-finance,,False,False
客服小何,customer-service-xiao-he,BINANCE,customer-service-xiao-he,,False,False
WBTC,rainbow-bridged-wbtc-near-protocol,BINANCE,rainbow-bridged-wbtc-near-protocol,,False,False
EFI,efinity,BINANCE,efinity,,False,False
WABASUSDC,wrapped-aave-base-usdc,BINANCE,wrapped-aave-base-usdc,,False,False
BNC,bifrost-native-coin,BINANCE,bifrost-native-coin,,False,False
PROS,prospective,BINANCE,prospective,,False,False
SN121,sundae-bar,BINANCE,sundae-bar,,False,False
HEMIBTC,hemi-bitcoin,BINANCE,hemi-bitcoin,,False,False
SNS,solana-name-service,BINANCE,solana-name-service,,False,False
UXRP,wrapped-xrp-universal,BINANCE,wrapped-xrp-universal,,False,False
REI,rei-network,BINANCE,rei-network,,False,False
NAV,nav-coin,BINANCE,nav-coin,,False,False
VNO,veno-finance,BINANCE,veno-finance,,False,False
FARTCOIN,based-fartcoin,BINANCE,based-fartcoin,,False,False
SSLX,starslax,BINANCE,starslax,,False,False
AURA,aura-finance,BINANCE,aura-finance,,False,False
SN22,desearch,BINANCE,desearch,,False,False
BRLA,brla-digital-brla,BINANCE,brla-digital-brla,,False,False
LMTON,lockheed-ondo-tokenized-stock,BINANCE,lockheed-ondo-tokenized-stock,,False,False
FLP.1,flash-liquidity-token,BINANCE,flash-liquidity-token,,False,False
SUSD,staked-usd-coin,BINANCE,staked-usd-coin,,False,False
MZR,mizar,BINANCE,mizar,,False,False
WSTETH,polygon-zkevm-bridged-wsteth-katana,BINANCE,polygon-zkevm-bridged-wsteth-katana,,False,False
U1,umbra-2,BINANCE,umbra-2,,False,False
SOVRN,sovrun,BINANCE,sovrun,,False,False
BENJI,basenji,BINANCE,basenji,,False,False
ALD,aladdin-dao,BINANCE,aladdin-dao,,False,False
XFI,crossfi-2,BINANCE,crossfi-2,,False,False
XPED,xpedition,BINANCE,xpedition,,False,False
REE,reecoin-2,BINANCE,reecoin-2,,False,False
POLA,polaris-share,BINANCE,polaris-share,,False,False
ZCX,unizen,BINANCE,unizen,,False,False
DRESS,dressdio,BINANCE,dressdio,,False,False
PROPS,propbase,BINANCE,propbase,,False,False
CAR,central-african-republic-meme,BINANCE,central-african-republic-meme,,False,False
STAPL,staked-aria-premier-launch,BINANCE,staked-aria-premier-launch,,False,False
GMEE,gamee,BINANCE,gamee,,False,False
MAMA,mama-coin,BINANCE,mama-coin,,False,False
DRB,debtreliefbot,BINANCE,debtreliefbot,,False,False
WAGMIGAMES,wagmi-game-2,BINANCE,wagmi-game-2,,False,False
RWA,real-world-ai,BINANCE,real-world-ai,,False,False
VERTAI,vertical-ai,BINANCE,vertical-ai,,False,False
RHEA,rhea-2,BINANCE,rhea-2,,False,False
RE7WBTC,re7-wbtc-morpho-vault,BINANCE,re7-wbtc-morpho-vault,,False,False
BRIDGE,octus-bridge,BINANCE,octus-bridge,,False,False
SN76,safe-scan,BINANCE,safe-scan,,False,False
INDEX,index-cooperative,BINANCE,index-cooperative,,False,False
AJNA,ajna-protocol,BINANCE,ajna-protocol,,False,False
SCFX,shui-cfx,BINANCE,shui-cfx,,False,False
ARX,arcs,BINANCE,arcs,,False,False
MUSD,meta-usd,BINANCE,meta-usd,,False,False
VUSD,veno-usd,BINANCE,veno-usd,,False,False
MLT,media-licensing-token,BINANCE,media-licensing-token,,False,False
REAL,defactor,BINANCE,defactor,,False,False
WLTH,common-wealth,BINANCE,common-wealth,,False,False
WSTKSCUSD,wrapped-stkscusd,BINANCE,wrapped-stkscusd,,False,False
JUNO,juno-network,BINANCE,juno-network,,False,False
FEI,fei-usd,BINANCE,fei-usd,,False,False
WBTC,gnosis-xdai-bridged-wbtc-gnosis-chain,BINANCE,gnosis-xdai-bridged-wbtc-gnosis-chain,,False,False
NBLU,nuritopia,BINANCE,nuritopia,,False,False
SN123,mantis-2,BINANCE,mantis-2,,False,False
LM,leisuremeta,BINANCE,leisuremeta,,False,False
SN25,mainframe-2,BINANCE,mainframe-2,,False,False
GROK,grok-2,BINANCE,grok-2,,False,False
JESUS,jesus-coin,BINANCE,jesus-coin,,False,False
GET,global-entertainment-token,BINANCE,global-entertainment-token,,False,False
$CPT,empulser-enterprises,BINANCE,empulser-enterprises,,False,False
SN73,merit-2,BINANCE,merit-2,,False,False
ETH,osmosis-alleth,BINANCE,osmosis-alleth,,False,False
DEURO,decentralized-euro,BINANCE,decentralized-euro,,False,False
SN24,omega-labs,BINANCE,omega-labs,,False,False
AITV,agentcoin-tv,BINANCE,agentcoin-tv,,False,False
SN30,bettensor,BINANCE,bettensor,,False,False
AOL,america-s-official-launchpad,BINANCE,america-s-official-launchpad,,False,False
YLAY,yelay,BINANCE,yelay,,False,False
AST,airswap,BINANCE,airswap,,False,False
DRGN,dragonchain,BINANCE,dragonchain,,False,False
USDC,multichain-bridged-usdc-fantom,BINANCE,multichain-bridged-usdc-fantom,,False,False
CHMPSTR,chimpstrategy,BINANCE,chimpstrategy,,False,False
PIB,pibble,BINANCE,pibble,,False,False
FLM,flamingo-finance,BINANCE,flamingo-finance,,False,False
QORPO,qopro,BINANCE,qopro,,False,False
PIRATE,pirate-token,BINANCE,pirate-token,,False,False
SN7,subvortex,BINANCE,subvortex,,False,False
FAF,flash-trade,BINANCE,flash-trade,,False,False
CLY,colony,BINANCE,colony,,False,False
VEUR,vnx-euro,BINANCE,vnx-euro,,False,False
KDA,kadena,BINANCE,kadena,,False,False
PRXVT,prxvt-by-virtuals,BINANCE,prxvt-by-virtuals,,False,False
SNC,suncontract,BINANCE,suncontract,,False,False
TRUF,truflation,BINANCE,truflation,,False,False
JOJO,jojoworld,BINANCE,jojoworld,,False,False
CL8Y,ceramicliberty-com,BINANCE,ceramicliberty-com,,False,False
TAROT,tarot-2,BINANCE,tarot-2,,False,False
ANGLE,angle-protocol,BINANCE,angle-protocol,,False,False
GS,gammaswap,BINANCE,gammaswap,,False,False
WGBERA,wrapped-gbera,BINANCE,wrapped-gbera,,False,False
AZERO,aleph-zero,BINANCE,aleph-zero,,False,False
NAM,namada,BINANCE,namada,,False,False
SN54,webgenieai,BINANCE,webgenieai,,False,False
SNORT,snorter,BINANCE,snorter,,False,False
VIBESTR,vibestrategy,BINANCE,vibestrategy,,False,False
MPT,miracle-play,BINANCE,miracle-play,,False,False
SN127,cel-ai,BINANCE,cel-ai,,False,False
SOV,sovryn,BINANCE,sovryn,,False,False
GEL,gelato,BINANCE,gelato,,False,False
OPUS,opus-2,BINANCE,opus-2,,False,False
USDC.E,movement-bridged-usdc-movement,BINANCE,movement-bridged-usdc-movement,,False,False
ETH,near-intents-bridged-eth,BINANCE,near-intents-bridged-eth,,False,False
USDXL,last-usd,BINANCE,last-usd,,False,False
FM,full-moon,BINANCE,full-moon,,False,False
LIQ,liquidium-token,BINANCE,liquidium-token,,False,False
SPCM,spacem-token,BINANCE,spacem-token,,False,False
SACHI,sachicoin,BINANCE,sachicoin,,False,False
WETH,layerzero-bridged-wrapped-ether-swellchain,BINANCE,layerzero-bridged-wrapped-ether-swellchain,,False,False
USA,american-coin,BINANCE,american-coin,,False,False
WBNB,bridged-wbnb,BINANCE,bridged-wbnb,,False,False
ELP,elympics,BINANCE,elympics,,False,False
DOPU,dog-with-purpose,BINANCE,dog-with-purpose,,False,False
HAROLD,haroldonsol,BINANCE,haroldonsol,,False,False
RBN,ribbon-finance,BINANCE,ribbon-finance,,False,False
3ULL,playa3ull-games-2,BINANCE,playa3ull-games-2,,False,False
WZKCRO,wrapped-zkcro,BINANCE,wrapped-zkcro,,False,False
VAI,vaiot,BINANCE,vaiot,,False,False
DOBO,dogebonk,BINANCE,dogebonk,,False,False
MONKY,wise-monkey,BINANCE,wise-monkey,,False,False
XAND,xandeum,BINANCE,xandeum,,False,False
ATR,artrade,BINANCE,artrade,,False,False
马到成功,success-2,BINANCE,success-2,,False,False
MK,memelinked,BINANCE,memelinked,,False,False
SIX,six-network,BINANCE,six-network,,False,False
PEPU,pepe-unchained-2,BINANCE,pepe-unchained-2,,False,False
HI,hi-dollar,BINANCE,hi-dollar,,False,False
DOGE,department-of-government-efficiency,BINANCE,department-of-government-efficiency,,False,False
JEST,jester,BINANCE,jester,,False,False
PALM,palm-economy,BINANCE,palm-economy,,False,False
COLLAT,collaterize,BINANCE,collaterize,,False,False
USDP,parallel-usdp,BINANCE,parallel-usdp,,False,False
DROP,drop-2,BINANCE,drop-2,,False,False
KOON,coca-cola-ondo-tokenized-stock,BINANCE,coca-cola-ondo-tokenized-stock,,False,False
SPS,splinterlands,BINANCE,splinterlands,,False,False
PAI,parallelai,BINANCE,parallelai,,False,False
PUPS,rune-pups,BINANCE,rune-pups,,False,False
SN26,storb,BINANCE,storb,,False,False
AAPLON,apple-ondo-tokenized-stock,BINANCE,apple-ondo-tokenized-stock,,False,False
INSP,inspect,BINANCE,inspect,,False,False
KAVAUSDT,ibc-bridged-usdt,BINANCE,ibc-bridged-usdt,,False,False
GOG,guild-of-guardians,BINANCE,guild-of-guardians,,False,False
PRE,presearch,BINANCE,presearch,,False,False
VOXEL,voxies,BINANCE,voxies,,False,False
ORIBGT,origami-ibgt-auto-compounder,BINANCE,origami-ibgt-auto-compounder,,False,False
PFEON,pfizer-ondo-tokenized-stock,BINANCE,pfizer-ondo-tokenized-stock,,False,False
LL,lightlink,BINANCE,lightlink,,False,False
BLK,blackcoin,BINANCE,blackcoin,,False,False
IBS,ibs-2,BINANCE,ibs-2,,False,False
ROAR,og-roaring-kitty,BINANCE,og-roaring-kitty,,False,False
PNIC,phoenic-token,BINANCE,phoenic-token,,False,False
USDV,solomon-usdv,BINANCE,solomon-usdv,,False,False
GRPH,soul-graph,BINANCE,soul-graph,,False,False
MVRK,mavryk-network,BINANCE,mavryk-network,,False,False
BT365,blocktrader365,BINANCE,blocktrader365,,False,False
SYNT,synternet-synt,BINANCE,synternet-synt,,False,False
USDC,sophon-bridged-usdc-sophon,BINANCE,sophon-bridged-usdc-sophon,,False,False
EAI,eagle-ai,BINANCE,eagle-ai,,False,False
ZCL,zclassic,BINANCE,zclassic,,False,False
WM,white-monkey,BINANCE,white-monkey,,False,False
HOPPY,hoppy-meme,BINANCE,hoppy-meme,,False,False
ARTY,artyfact,BINANCE,artyfact,,False,False
BOTT,baby-bottle,BINANCE,baby-bottle,,False,False
SN32,itsai,BINANCE,itsai,,False,False
BTS,bitshares,BINANCE,bitshares,,False,False
FLT,fluence-2,BINANCE,fluence-2,,False,False
XDOGE,xdoge-2,BINANCE,xdoge-2,,False,False
VISTA,ethervista,BINANCE,ethervista,,False,False
SN2,omron,BINANCE,omron,,False,False
GRC,gridcoin-research,BINANCE,gridcoin-research,,False,False
KAI,kardiachain,BINANCE,kardiachain,,False,False
VIVA,viva-2,BINANCE,viva-2,,False,False
KIT,dexkit,BINANCE,dexkit,,False,False
WZRD,bitcoin-wizards,BINANCE,bitcoin-wizards,,False,False
ZKP,panther,BINANCE,panther,,False,False
DAY,dayhyb,BINANCE,dayhyb,,False,False
BOB,bob-3,BINANCE,bob-3,,False,False
CONAN,conan-meme,BINANCE,conan-meme,,False,False
DELABS,delabs-games,BINANCE,delabs-games,,False,False
HOGE,hoge-finance,BINANCE,hoge-finance,,False,False
WKLAY,wrapped-klay,BINANCE,wrapped-klay,,False,False
GF,guildfi,BINANCE,guildfi,,False,False
ORN,orion-protocol,BINANCE,orion-protocol,,False,False
SPECTRA,spectra-finance,BINANCE,spectra-finance,,False,False
DHB,dehub,BINANCE,dehub,,False,False
EXCC,exchangecoin,BINANCE,exchangecoin,,False,False
ALB,alienbase,BINANCE,alienbase,,False,False
REDO,resistance-dog,BINANCE,resistance-dog,,False,False
RISE,infinity-rising,BINANCE,infinity-rising,,False,False
VADER,vaderai-by-virtuals,BINANCE,vaderai-by-virtuals,,False,False
USDC,taiko-bridged-usdc-taiko,BINANCE,taiko-bridged-usdc-taiko,,False,False
IMAGE,imagen-ai,BINANCE,imagen-ai,,False,False
