decision_date,next_date,basket_hash,basket_members,n_valid,coverage,F_tk,label_v0_0,label_v0_1,p_v0_0,p_v0_1,r_alts,r_maj_weighted,y,r_btc,r_eth,funding_pct_rank,funding_regime,btcd_index_decision,sma_30,BTCDOM_Trend,is_mrf_active,y_filtered,y_gated
2023-04-24,2023-05-01,"LINK,NEAR,XRP","XRP,NEAR,LINK",3,100.0,-5.259999999999871e-05,Orange,,22.916666666666664,,0.0187577712060659,0.0,-0.0185840137215745,0.0,0.0,,,,,Falling,False,0.0,0.0
2023-05-01,2023-05-08,"LINK,NEAR,XRP","XRP,NEAR,LINK",3,100.0,0.0015617142857142,Orange,,30.55555555555556,,-0.028755666144321,0.0,0.0291772111853237,0.0,0.0,,,,,Falling,False,0.0,0.0
2023-05-08,2023-05-15,"LINK,NEAR,XRP","XRP,NEAR,LINK",3,100.0,0.0060788095238095,YellowGreen,,62.5,,-0.0505096892374156,0.0,0.0518299533499683,0.0,0.0,,,,,Falling,False,0.0,0.0
2023-05-15,2023-05-22,"LINK,NEAR,XRP","XRP,NEAR,LINK",3,100.0,-0.0016919047619047,Red,,12.5,,-0.0091356962014486,0.0,0.0091776825861949,0.0,0.0,,,,,Falling,False,0.0,0.0
2023-05-22,2023-05-29,"LINK,NEAR,XRP","XRP,NEAR,LINK",3,100.0,0.0040711428571428,Yellow,,50.0,,0.0214524707080043,0.0,-0.0212256052728248,0.0,0.0,,,,,Falling,False,0.0,0.0
2023-05-29,2023-06-05,"LINK,NEAR,XRP","XRP,NEAR,LINK",3,100.0,0.0054164285714285,Yellow,,59.02777777777778,,-0.0198600365162932,0.0,0.0200598976339742,0.0,0.0,,,,,Falling,False,0.0,0.0
2023-06-05,2023-06-12,"LINK,NEAR,XRP","XRP,NEAR,LINK",3,100.0,0.0089159523809523,Green,,81.25,,-0.1382958382076193,0.0,0.1488432670017861,0.0,0.0,,,,,Falling,False,0.0,0.0
2023-06-12,2023-06-19,"LINK,NEAR,XRP","XRP,NEAR,LINK",3,100.0,-0.0010260952380952,Red,,18.75,,-0.0016846864027572,0.0,0.0016861070827193,0.0,0.0,,,,,Falling,False,0.0,0.0
2023-06-19,2023-06-26,"LINK,NEAR,XRP","XRP,NEAR,LINK",3,100.0,-0.004151619047619,Red,,5.555555555555555,,0.0484058294166869,0.0,-0.0472707527499073,0.0,0.0,,,,,Falling,False,0.0,0.0
2023-06-26,2023-07-03,"LINK,NEAR,XRP","XRP,NEAR,LINK",3,100.0,0.0036301428571428,Yellow,,45.13888888888889,,0.0091036294479276,0.0,-0.0090624411996735,0.0,0.0,,,,,Falling,False,0.0,0.0
