decision_date,next_date,basket_hash,basket_members,n_valid,coverage,F_tk,F_tk_apr,label_v0_0,label_v0_1,p_v0_0,p_v0_1,r_alts,r_maj_weighted,y,r_btc,r_eth,y_hot,y_cold,funding_pct_rank,funding_regime,btcd_index_decision,sma_30,BTCDOM_Trend,btcdom_7d_ret,is_mrf_active,y_filtered,y_gated
2025-05-12,2025-05-19,"AAVE,ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,FET,FIL,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,POL,RENDER,SOL,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,DOGE,ADA,TRX,SUI,LINK,XLM,HBAR,BCH,DOT,LTC,XMR,UNI,TAO,NEAR,APT,AAVE,ONDO,ICP,KAS,ETC,RENDER,VET,ATOM,ENA,POL,FET,ARB,FIL",30,100.0,5.643133333333333e-05,2.059743666666667,YellowGreen,YellowGreen,67.0103092783505,63.46153846153846,-0.0571882065880201,0.0086681664057134,0.0637785821386866,0.0195835803961132,-0.0168011329052194,-0.0428734237339419,-0.0772403215581714,0.6346153846153846,Q3: Neutral,4462.582550047437,4808.416667387812,Falling,0.012482804485050224,False,0.0,0.0
2025-05-19,2025-05-26,"AAVE,ADA,ALGO,APT,ATOM,BCH,DOGE,DOT,ENA,ETC,FET,FIL,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,POL,RENDER,SOL,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,DOGE,ADA,TRX,SUI,LINK,XLM,HBAR,BCH,LTC,DOT,XMR,TAO,UNI,AAVE,NEAR,APT,ONDO,KAS,ETC,ICP,VET,RENDER,ENA,ATOM,POL,FET,ALGO,FIL",30,100.0,3.759714285714286e-05,1.3722957142857146,Yellow,Yellow,53.608247422680414,44.230769230769226,0.0066901160866004,0.0285816363760872,0.0216553416169484,0.0267014587120386,0.0329687175922006,0.0092309362916751,0.0004711569557315,0.46153846153846156,Q2: Weak,4518.63722743724,4722.140597286206,Falling,0.010623553347019915,False,0.0,0.0
2025-05-26,2025-06-02,"AAVE,ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,FET,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,POL,RENDER,SOL,SUI,TAO,TRX,UNI,VET,WLD,XLM,XMR,XRP","XRP,SOL,DOGE,ADA,TRX,SUI,LINK,XLM,BCH,HBAR,XMR,LTC,DOT,AAVE,TAO,UNI,NEAR,APT,ONDO,ICP,KAS,ETC,RENDER,VET,FET,ENA,WLD,ATOM,POL,ARB",30,100.0,4.838909523809524e-05,1.766201976190476,YellowGreen,Yellow,61.855670103092784,59.61538461538461,-0.0946191223139161,-0.0212432352310488,0.0708087164528088,-0.0289523426836945,-0.0032553178415424,-0.0899995153620993,-0.1115652684957301,0.6153846153846154,Q3: Neutral,4566.897102876559,4652.009284218102,Falling,0.022401802949214993,False,0.0,0.0
2025-06-02,2025-06-09,"AAVE,ADA,APT,ATOM,BCH,DOGE,DOT,ENA,ETC,FET,FIL,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,POL,RENDER,SOL,SUI,TAO,TRX,UNI,VET,WLD,XLM,XMR,XRP","XRP,SOL,DOGE,TRX,ADA,SUI,LINK,XLM,BCH,HBAR,LTC,XMR,DOT,UNI,AAVE,TAO,APT,NEAR,ONDO,ICP,ETC,KAS,VET,RENDER,FET,ATOM,POL,ENA,WLD,FIL",30,100.0,1.310861904761905e-05,0.4784645952380953,Orange,Orange,35.051546391752574,26.923076923076923,-0.0116892900549816,-0.0036095682031987,0.0080472556604693,-0.0001679929073929,-0.0116399105600788,-0.0108089971707498,-0.0139970072712581,0.28846153846153844,Q2: Weak,4670.35836454244,4578.304554120804,Rising,0.007158247229186412,True,0.0080472556604693,0.0080472556604693
2025-06-09,2025-06-16,"AAVE,ADA,APT,ATOM,BCH,DOGE,DOT,ENA,ETC,FET,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,POL,QNT,RENDER,SOL,SUI,TAO,TRX,UNI,VET,WLD,XLM,XMR,XRP","XRP,SOL,DOGE,TRX,ADA,SUI,LINK,XLM,BCH,HBAR,LTC,DOT,XMR,AAVE,UNI,TAO,APT,ICP,NEAR,ONDO,ETC,KAS,VET,RENDER,FET,ATOM,ENA,POL,WLD,QNT",30,100.0,1.754909523809524e-05,0.6405419761904763,Yellow,Orange,41.23711340206185,32.69230769230769,-0.0368546312681337,0.0037586232693312,0.0398102071920091,-0.0013033460802708,0.0155698850850694,-0.036715422803751,-0.0420713832254628,0.34615384615384615,Q2: Weak,4703.909886141712,4528.987467442324,Rising,0.0070073964377205915,True,0.0398102071920091,0.0398102071920091
2025-06-16,2025-06-23,"AAVE,ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,FET,FIL,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,POL,RENDER,SOL,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,DOGE,TRX,ADA,SUI,BCH,LINK,XLM,LTC,HBAR,XMR,DOT,UNI,AAVE,TAO,ICP,APT,NEAR,ETC,ONDO,KAS,VET,ATOM,ENA,FET,RENDER,POL,FIL,ARB",30,100.0,3.329414285714286e-05,1.2152362142857145,Yellow,Yellow,49.48453608247423,44.230769230769226,-0.1322170529149581,-0.0689093869902211,0.0613844892085281,-0.0445448697965809,-0.1257599271087149,-0.144866283327247,-0.1415704439383752,0.46153846153846156,Q2: Weak,4736.987807220736,4605.958310554969,Rising,0.06472675669660347,True,0.0613844892085281,0.0613844892085281
2025-06-23,2025-06-30,"AAVE,ADA,ALGO,APT,ATOM,BCH,DOGE,DOT,ENA,ETC,FET,FIL,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,POL,RENDER,SOL,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,TRX,DOGE,ADA,BCH,SUI,LINK,XLM,LTC,HBAR,XMR,DOT,UNI,AAVE,TAO,APT,ICP,NEAR,ETC,ONDO,ATOM,KAS,VET,POL,FET,RENDER,ENA,FIL,ALGO",30,100.0,-5.027619047619047e-07,-0.0183508095238095,Orange,Orange,27.835051546391757,23.07692307692308,0.1446605587968804,0.0894321584938643,-0.0568120741433064,0.0748025828266014,0.1235678350508111,0.1216993278253127,0.1461327072599294,0.25,Q1: Negative/Low,5053.738198075713,4683.826483830353,Rising,-0.05011888979929276,False,0.0,0.0
2025-06-30,2025-07-07,"AAVE,ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,FET,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,POL,RENDER,SEI,SOL,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,TRX,DOGE,ADA,BCH,SUI,LINK,XLM,LTC,HBAR,XMR,DOT,UNI,AAVE,APT,TAO,NEAR,ICP,ETC,ONDO,KAS,ATOM,VET,FET,ARB,RENDER,ENA,SEI,POL",30,100.0,1.5478333333333334e-05,0.5649591666666667,Orange,Orange,36.08247422680412,30.76923076923077,-0.0197580900181125,0.0135203326313029,0.032736682039511,0.0075517247038308,0.0274470844620711,-0.0196856957665923,-0.0219938353306696,0.3269230769230769,Q2: Weak,4806.692976997408,4763.905533739636,Rising,0.00894365984054039,True,0.032736682039511,0.032736682039511
2025-07-07,2025-07-14,"AAVE,ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,FET,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,POL,QNT,RENDER,SOL,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,TRX,DOGE,ADA,SUI,BCH,LINK,XLM,HBAR,LTC,XMR,DOT,UNI,AAVE,TAO,APT,NEAR,ICP,ETC,ONDO,KAS,ATOM,VET,FET,RENDER,ENA,ARB,POL,QNT",30,100.0,-1.5566666666666881e-07,-0.0056818333333334,Orange,Orange,28.865979381443296,25.0,0.1828238207696469,0.1104749654827624,-0.0750995385175409,0.0906683241136958,0.1566904620105844,0.1270551978506145,0.1934700653651509,0.2692307692307692,Q2: Weak,4849.875219744894,4809.49126085754,Rising,-0.027009853390207842,True,-0.0750995385175409,-0.0750995385175409
2025-07-14,2025-07-21,"AAVE,ADA,ALGO,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,FET,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,POL,RENDER,SOL,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,DOGE,TRX,ADA,XLM,SUI,LINK,HBAR,BCH,LTC,XMR,DOT,UNI,AAVE,TAO,APT,NEAR,ICP,ONDO,ETC,ALGO,KAS,ENA,ATOM,VET,POL,ARB,RENDER,FET",30,100.0,7.012609523809524e-05,2.5596024761904763,YellowGreen,Green,77.31958762886599,80.76923076923077,0.1480353316970429,0.0681785350681669,-0.0832259652139858,-0.0156201645930973,0.2637088342777836,0.1613206045845464,0.1069376809611524,0.8076923076923077,Q4: High,4720.634050650514,4832.85253639284,Falling,-0.1517489482124597,False,0.0,0.0
2025-07-21,2025-07-28,"AAVE,ADA,ALGO,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,POL,RENDER,SOL,SUI,TAO,TRX,UNI,VET,WLD,XLM,XMR,XRP","XRP,SOL,DOGE,ADA,TRX,XLM,SUI,LINK,HBAR,BCH,LTC,DOT,UNI,XMR,AAVE,TAO,ETC,NEAR,APT,ONDO,ICP,ENA,KAS,ALGO,ARB,VET,ATOM,POL,RENDER,WLD",30,100.0,0.0001005101904761,3.668621952380953,Green,Green,89.69072164948454,92.3076923076923,0.000196895361615,0.0213288734064459,0.0209117943398185,0.0184380863320072,0.0280740432468027,-0.0206054472063571,0.0147339722606321,0.9230769230769231,Q4: High,4055.9874622712696,4738.3464907684,Falling,-0.03772859993822485,False,0.0,0.0
2025-07-28,2025-08-04,"AAVE,ADA,ALGO,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,PENGU,RENDER,SOL,SUI,TAO,TRX,UNI,VET,WLD,XLM,XMR,XRP","XRP,SOL,DOGE,TRX,ADA,SUI,XLM,LINK,HBAR,BCH,LTC,UNI,DOT,XMR,AAVE,ENA,TAO,NEAR,ETC,ONDO,APT,ICP,KAS,PENGU,ALGO,ARB,VET,RENDER,ATOM,WLD",30,100.0,8.520380952380954e-05,3.109939047619048,Green,Green,87.62886597938144,90.3846153846154,-0.1351259848835022,-0.0590550856660512,0.0733163510348778,-0.0437100305949843,-0.0948602141652075,-0.1307393378590439,-0.162613357396012,0.9038461538461539,Q4: High,3905.8115116724503,4519.4705923185265,Falling,0.05860860804310511,False,0.0,0.0
2025-08-04,2025-08-11,"AAVE,ADA,ALGO,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,PENGU,POL,RENDER,SOL,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,TRX,DOGE,ADA,XLM,SUI,LINK,BCH,HBAR,LTC,XMR,UNI,DOT,AAVE,ENA,TAO,ETC,NEAR,ONDO,APT,ICP,KAS,PENGU,ALGO,VET,ATOM,ARB,RENDER,POL",30,100.0,1.6110714285714286e-05,0.5880410714285714,Orange,Orange,38.144329896907216,36.53846153846153,0.1267677987077938,0.0959104589325113,-0.0313434537536709,0.0443770141385664,0.216155163451716,0.1021354892372449,0.1310117346025529,0.36538461538461536,Q2: Weak,4141.566853364813,4338.510985447046,Falling,-0.08132080593979606,False,0.0,0.0
2025-08-11,2025-08-18,"AAVE,ADA,ALGO,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,PENGU,POL,RENDER,SOL,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,DOGE,TRX,ADA,LINK,XLM,SUI,BCH,HBAR,LTC,UNI,DOT,ENA,XMR,AAVE,TAO,ETC,NEAR,ONDO,APT,ICP,PENGU,KAS,ARB,ALGO,POL,VET,ATOM,RENDER",30,100.0,6.151995238095239e-05,2.245478261904762,YellowGreen,YellowGreen,71.1340206185567,71.15384615384616,0.0034962175905517,0.0063512990511588,0.0028510134566827,-0.0144557117456031,0.0549009909102702,0.0255054801341852,-0.0234027937833227,0.7115384615384616,Q3: Neutral,3818.1017586524526,4131.019627845397,Falling,-0.04864643878044809,False,0.0,0.0
2025-08-18,2025-08-25,"AAVE,ADA,ALGO,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,PENGU,POL,SEI,SOL,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,DOGE,ADA,TRX,LINK,XLM,SUI,BCH,HBAR,LTC,UNI,DOT,XMR,ENA,AAVE,TAO,ETC,NEAR,APT,ONDO,ICP,ARB,KAS,ALGO,POL,ATOM,VET,PENGU,SEI",30,100.0,6.736633333333333e-05,2.4588711666666665,YellowGreen,YellowGreen,76.28865979381443,75.0,0.0012078694326223,-0.0052193215353436,-0.0064479342884585,-0.0352491782118488,0.0648503440431682,0.0120776039963825,-0.011733269167183,0.75,Q3: Neutral,3636.810053571452,3932.8943664237677,Falling,-0.026748559743416157,False,0.0,0.0
2025-08-25,2025-09-01,"AAVE,ADA,ALGO,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,KAS,LINK,LTC,NEAR,ONDO,PENGU,POL,RENDER,SOL,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,DOGE,TRX,ADA,LINK,SUI,XLM,BCH,HBAR,LTC,UNI,DOT,AAVE,XMR,ENA,ETC,TAO,NEAR,APT,ARB,ONDO,ICP,KAS,ALGO,POL,VET,ATOM,PENGU,RENDER",30,100.0,6.579757142857143e-05,2.401611357142857,YellowGreen,YellowGreen,75.25773195876289,73.07692307692307,-0.0872800691767319,-0.0562017605643491,0.0306051561876897,-0.0453810232808111,-0.0814501475592711,-0.1029852027891113,-0.0819638162885571,0.7307692307692307,Q3: Neutral,3540.8201417376104,3848.5917853982032,Falling,0.017557696035676598,False,0.0,0.0
2025-09-01,2025-09-08,"AAVE,ADA,ALGO,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,IP,KAS,LINK,LTC,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,VET,WLFI,XLM,XMR,XRP","XRP,SOL,TRX,DOGE,ADA,LINK,SUI,XLM,BCH,HBAR,LTC,WLFI,UNI,DOT,XMR,AAVE,ENA,ETC,TAO,NEAR,APT,POL,ONDO,ARB,ICP,IP,KAS,ATOM,VET,ALGO",30,100.0,-3.643285714285713e-06,-0.1329799285714285,Orange,Red,25.773195876288657,19.230769230769237,0.021036412469491,0.0128109595332189,-0.0082594686323685,0.0265916128461753,-0.0193438981970126,0.0196594602276791,0.0199884201698149,0.19230769230769232,Q1: Negative/Low,3603.5377627973626,3760.7170021399675,Falling,0.031992347878635835,False,0.0,0.0
2025-09-08,2025-09-15,"AAVE,ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,IP,KAS,LINK,LTC,M,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP","XRP,SOL,DOGE,TRX,ADA,LINK,SUI,BCH,XLM,HBAR,LTC,WLFI,DOT,UNI,ENA,XMR,AAVE,M,ETC,TAO,NEAR,APT,POL,ONDO,IP,ARB,ICP,KAS,ATOM,WLD",30,100.0,-9.219571428571422e-06,-0.3365143571428569,Red,Red,19.587628865979383,9.615384615384617,0.0836115557176357,0.0480284943406694,-0.0362315689315693,0.0381668957869762,0.0710388909659534,0.0871341542839172,0.0644420069800819,0.11538461538461539,Q1: Negative/Low,3720.6873498562286,3688.4909913412534,Rising,-0.04043063903557595,False,0.0,0.0
2025-09-15,2025-09-22,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,IP,KAS,LINK,LTC,M,NEAR,ONDO,PENGU,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP","XRP,SOL,DOGE,TRX,ADA,LINK,SUI,XLM,BCH,HBAR,LTC,DOT,WLFI,UNI,XMR,ENA,AAVE,M,NEAR,TAO,ONDO,ETC,APT,WLD,IP,POL,ARB,ICP,KAS,PENGU",30,100.0,5.5619714285714286e-05,2.030119571428572,YellowGreen,YellowGreen,65.97938144329896,61.53846153846154,-0.0092456680412046,-0.0106309594171263,-0.001386251779081,-0.000598712282579,-0.0340395360644033,-0.0079833269897271,-0.0187443806007092,0.6153846153846154,Q3: Neutral,3573.2579963742105,3666.272215312008,Falling,0.0365062050087003,False,0.0,0.0
2025-09-22,2025-09-29,"AAVE,ADA,APT,ARB,ASTER,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,IP,KAS,LINK,LTC,M,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP","XRP,SOL,DOGE,TRX,ADA,LINK,SUI,XLM,BCH,HBAR,LTC,WLFI,DOT,UNI,XMR,AAVE,ENA,IP,M,NEAR,APT,TAO,ONDO,ETC,WLD,ARB,POL,ICP,ASTER,KAS",30,100.0,7.580038095238095e-05,2.7667139047619047,Green,Green,82.4742268041237,84.61538461538461,-0.0676704853016368,-0.040150456810704,0.0271481596468737,-0.0274222334353898,-0.069849644686437,-0.0715189679707955,-0.0776269230684333,0.8461538461538461,Q4: High,3706.114371865856,3655.3499189621357,Rising,0.03327906213277798,False,0.0,0.0
2025-09-29,2025-10-06,"AAVE,ADA,APT,ARB,ASTER,BCH,DOGE,DOT,ENA,ETC,HBAR,IP,LINK,LTC,M,MYX,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XPL,XRP","XRP,SOL,DOGE,TRX,ADA,LINK,XLM,SUI,BCH,HBAR,LTC,DOT,WLFI,XMR,UNI,AAVE,ENA,M,NEAR,ASTER,MYX,APT,TAO,IP,ONDO,ETC,WLD,XPL,POL,ARB",30,100.0,6.540376190476191e-05,2.38723730952381,YellowGreen,YellowGreen,74.22680412371135,69.23076923076923,-0.0013772539597863,0.0979841495086257,0.094729468922951,0.1013318243479362,0.0901729082169013,-0.0849245399989579,0.0347859706849953,0.7115384615384616,Q3: Neutral,3831.5255920579784,3713.472235901447,Rising,0.023236271268470048,False,0.0,0.0
2025-10-06,2025-10-13,"AAVE,ADA,APT,ARB,ASTER,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,IP,LINK,LTC,M,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP,ZEC","XRP,SOL,DOGE,TRX,ADA,LINK,SUI,XLM,BCH,HBAR,LTC,DOT,XMR,WLFI,UNI,AAVE,ENA,APT,NEAR,M,ASTER,TAO,IP,ETC,ONDO,ZEC,WLD,POL,ICP,ARB",30,100.0,3.555557142857143e-05,1.2977783571428572,Yellow,Yellow,52.57731958762887,46.15384615384615,-0.135377392263887,-0.0707620398868746,0.0626135624462783,-0.0673376294722803,-0.0787523308542611,-0.1859923063074169,-0.1359140959831226,0.46153846153846156,Q2: Weak,3921.5983853454527,3758.4089931940657,Rising,0.020018710570661073,True,0.0626135624462783,0.0626135624462783
2025-10-13,2025-10-20,"AAVE,ADA,ALGO,APT,ARB,ASTER,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,LINK,LTC,M,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP,ZEC","XRP,SOL,DOGE,TRX,ADA,LINK,XLM,BCH,SUI,HBAR,LTC,XMR,DOT,ZEC,UNI,WLFI,AAVE,TAO,M,NEAR,ENA,APT,ONDO,ETC,ASTER,WLD,POL,ICP,ARB,ALGO",30,100.0,-0.0001419046666666,-5.1795203333333335,Red,Red,1.0309278350515465,0.0,-0.0612098958396474,-0.0525119580125307,0.008660328689844,-0.0570228408946392,-0.0419865646209443,-0.0704316811876647,-0.0616534463101912,0.019230769230769232,Q1: Negative/Low,4000.894786100472,3835.1055222937152,Rising,-0.009002437997260759,False,0.0,0.0
2025-10-20,2025-10-27,"AAVE,ADA,APT,ARB,ASTER,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,IP,LINK,LTC,M,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP,ZEC","XRP,SOL,TRX,DOGE,ADA,LINK,XLM,BCH,SUI,HBAR,LTC,XMR,DOT,TAO,ZEC,UNI,WLFI,ENA,AAVE,M,NEAR,ETC,ASTER,ONDO,APT,POL,WLD,IP,ARB,ICP",30,100.0,-7.802242857142858e-05,-2.8478186428571437,Red,Red,3.0927835051546397,1.9230769230769231,0.0677934966229819,0.0510194287035569,-0.0169163458944704,0.0539018251405922,0.0442938370171412,0.079863237979905,0.0461487940044536,0.038461538461538464,Q1: Negative/Low,3965.0386174823952,3915.0033994813543,Rising,-0.004218369420120761,False,0.0,0.0
2025-10-27,2025-11-03,"AAVE,ADA,APT,ARB,ASTER,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,IP,LINK,LTC,M,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP,ZEC","XRP,SOL,DOGE,TRX,ADA,LINK,BCH,XLM,SUI,HBAR,LTC,XMR,ZEC,DOT,WLFI,UNI,TAO,M,AAVE,ENA,NEAR,APT,ETC,ONDO,ASTER,WLD,POL,ARB,ICP,IP",30,100.0,-4.248857142857141e-06,-0.1550832857142856,Orange,Red,23.711340206185564,19.230769230769237,-0.0301244164635246,-0.0415238962656338,-0.0114649519128852,-0.0334201280839323,-0.060432688689604,-0.0427051789656101,-0.0327960206451978,0.21153846153846154,Q1: Negative/Low,3948.347848494071,3960.68556174341,Falling,0.0328600569481093,False,0.0,0.0
2025-11-03,2025-11-10,"AAVE,ADA,ALGO,APT,ARB,ASTER,BCH,DOGE,DOT,ENA,ETC,HBAR,ICP,LINK,LTC,M,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP,ZEC","XRP,SOL,DOGE,TRX,ADA,LINK,BCH,XLM,SUI,HBAR,LTC,ZEC,XMR,TAO,DOT,M,WLFI,UNI,AAVE,NEAR,ENA,ETC,ASTER,APT,ICP,ONDO,POL,WLD,ARB,ALGO",30,100.0,-6.150214285714286e-05,-2.244828214285714,Red,Red,5.154639175257731,3.8461538461538463,0.020693507936798,-0.0631949409155129,-0.0876171409937596,-0.0536874779025053,-0.0853790212791971,-0.0099065702856133,0.0207810036834965,0.057692307692307696,Q1: Negative/Low,4080.246005889016,4005.8437030967602,Rising,0.038967988037093365,False,0.0,0.0
2025-11-10,2025-11-17,"AAVE,ADA,APT,ASTER,BCH,CC,DOGE,DOT,ENA,ETC,FIL,HBAR,ICP,LINK,LTC,M,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP,ZEC","XRP,SOL,TRX,DOGE,ADA,LINK,ZEC,BCH,XLM,LTC,SUI,XMR,HBAR,DOT,CC,UNI,ICP,M,NEAR,TAO,WLFI,AAVE,ETC,ENA,APT,ASTER,ONDO,FIL,POL,WLD",30,100.0,-0.0001339806190476,-4.890292595238095,Red,Red,2.061855670103093,1.9230769230769231,-0.1067070230657954,-0.1086559260514313,-0.0019508045681277,-0.0983514540470005,-0.1326996940617698,-0.1250254989324246,-0.1175616060814574,0.038461538461538464,Q1: Negative/Low,4242.383553756141,4091.998286264803,Rising,0.019799526116829513,False,0.0,0.0
2025-11-17,2025-11-24,"AAVE,ADA,APT,ASTER,BCH,CC,DOGE,DOT,ENA,ETC,FIL,HBAR,ICP,LINK,LTC,M,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP,ZEC","XRP,SOL,TRX,DOGE,ADA,ZEC,BCH,LINK,XLM,XMR,LTC,HBAR,SUI,DOT,UNI,CC,WLFI,M,TAO,NEAR,AAVE,ICP,ASTER,ETC,APT,ENA,ONDO,POL,WLD,FIL",30,100.0,-4.079133333333334e-05,-1.488883666666667,Red,Red,8.24742268041237,9.615384615384617,-0.1052450624096714,-0.0857504486432356,0.0193070278074659,-0.0807898993278102,-0.0973250637125615,-0.1364448988556302,-0.0941989599631989,0.11538461538461539,Q1: Negative/Low,4327.217805331954,4162.619857986852,Rising,-0.01570685434930401,False,0.0,0.0
2025-11-24,2025-12-01,"AAVE,ADA,ALGO,APT,ASTER,BCH,CC,DOGE,DOT,ENA,ETC,HBAR,ICP,LINK,LTC,M,NEAR,ONDO,POL,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP,ZEC","XRP,SOL,TRX,DOGE,ADA,BCH,ZEC,LINK,XLM,XMR,LTC,HBAR,SUI,WLFI,UNI,DOT,M,TAO,CC,AAVE,NEAR,ASTER,ICP,ETC,ENA,APT,ONDO,WLD,POL,ALGO",30,100.0,-3.421495238095238e-05,-1.248845761904762,Red,Red,10.309278350515465,11.538461538461538,-0.0034325630647616,0.0499006384452082,0.0519596137819404,0.0417409104878259,0.0689400036791003,0.0017521725544775,-0.0169428607181944,0.1346153846153846,Q1: Negative/Low,4259.781815556037,4218.180180535426,Rising,-0.01598919924838942,False,0.0,0.0
2025-12-01,2025-12-08,"AAVE,ADA,APT,ASTER,BCH,CC,DOGE,DOT,ENA,ETC,HBAR,ICP,KAS,LINK,LTC,M,NEAR,ONDO,QNT,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP,ZEC","XRP,SOL,TRX,DOGE,ADA,BCH,LINK,XMR,XLM,ZEC,LTC,HBAR,SUI,WLFI,UNI,DOT,CC,TAO,AAVE,M,NEAR,ASTER,ETC,ICP,ENA,ONDO,KAS,QNT,WLD,APT",30,100.0,-6.536890476190478e-05,-2.385965023809524,Red,Red,4.123711340206185,5.769230769230769,-0.0659982756104382,0.0041441863358908,0.0677917816171197,-0.0026920401277928,0.0200953814178197,-0.0874250954316718,-0.0561733050801837,0.07692307692307693,Q1: Negative/Low,4192.212940969551,4248.561847600311,Falling,0.02167721405733685,False,0.0,0.0
2025-12-08,2025-12-15,"AAVE,ADA,ASTER,BCH,CC,DOGE,DOT,ENA,ETC,HBAR,ICP,KAS,LINK,LTC,M,NEAR,ONDO,POL,QNT,SOL,SUI,TAO,TRX,UNI,WLD,WLFI,XLM,XMR,XRP,ZEC","XRP,SOL,TRX,DOGE,ADA,BCH,LINK,XLM,XMR,LTC,SUI,ZEC,HBAR,WLFI,UNI,DOT,AAVE,TAO,CC,NEAR,M,ENA,ETC,ASTER,ICP,ONDO,KAS,WLD,QNT,POL",30,100.0,-1.4382666666666664e-05,-0.5249673333333332,Red,Orange,17.525773195876287,23.07692307692308,-0.0106301569142447,-0.0137707750838849,-0.003145560261078,-0.0214293561252468,0.0040992473459595,-0.0420734061391123,0.0112119345169816,0.25,Q1: Negative/Low,4284.080557896504,4244.670627017741,Rising,-0.00994694616593216,False,0.0,0.0
