date,r_btc,r_basket,r_ls,cost,r_ls_net,equity_curve
2024-01-07,0.0,,,0.0,,1.0
2024-01-08,-0.0016465701924750498,,,0.0,,1.0
2024-01-09,0.06955745823735127,,,0.0,,1.0
2024-01-10,-0.01768868673504964,,,0.0,,1.0
2024-01-11,0.011416468254854983,,,0.0,,1.0
2024-01-12,-0.006818396622051193,,,0.0,,1.0
2024-01-13,-0.07385239190093928,,,0.0,,1.0
2024-01-14,-0.0010597091363595545,,,0.0,,1.0
2024-01-15,-0.024447584337507933,,,0.0,,1.0
2024-01-16,0.01881305423901214,,,0.0,,1.0
2024-01-17,0.013165078101329941,,,0.0,,1.0
2024-01-18,-0.010061704828781548,,,0.0,,1.0
2024-01-19,-0.03400452257362396,,,0.0,,1.0
2024-01-20,0.008229148243696693,,,0.0,,1.0
2024-01-21,0.0006049425067766734,,,0.0,,1.0
2024-01-22,-0.002022952873095507,,,0.0,,1.0
2024-01-23,-0.049038908333593034,,,0.0,,1.0
2024-01-24,0.008321131341824994,,,0.0,,1.0
2024-01-25,0.0072857591683981315,,,0.0,,1.0
2024-01-26,-0.004620330394059069,,,0.0,,1.0
2024-01-27,0.048190579538194056,,,0.0,,1.0
2024-01-28,0.006131315923198599,,,0.0,,1.0
2024-01-29,-0.0022087557607750608,,,0.0,,1.0
2024-01-30,0.029529663287386043,,,0.0,,1.0
2024-01-31,-0.008680274979929736,,,0.0,,1.0
2024-02-01,-0.007198795461504592,,,0.0,,1.0
2024-02-02,0.011407765254314972,,,0.0,,1.0
2024-02-03,0.0023593544827502644,,,0.0,,1.0
2024-02-04,-0.00448939784911806,,,0.0,,1.0
2024-02-05,-0.008783527510306421,,,0.0,,1.0
2024-02-06,0.0011525278926629579,,,0.0,,1.0
2024-02-07,0.010301204749794568,,,0.0,,1.0
2024-02-08,0.026913148181688884,,,0.0,,1.0
2024-02-09,0.024653547875443715,,,0.0,,1.0
2024-02-10,0.03981121807062049,,,0.0,,1.0
2024-02-11,0.013273424153177782,,,0.0,,1.0
2024-02-12,0.008810872817781146,,,0.0,,1.0
2024-02-13,0.03860259108983266,,,0.0,,1.0
2024-02-14,-0.006353443763062905,,,0.0,,1.0
2024-02-15,0.0413821666586065,,,0.0,,1.0
2024-02-16,0.0032450365736982345,,,0.0,,1.0
2024-02-17,0.004007142228299676,,,0.0,,1.0
2024-02-18,-0.009238063200851854,,,0.0,,1.0
2024-02-19,0.008783448469965371,,,0.0,,1.0
2024-02-20,-0.00717651457630164,,,0.0,,1.0
2024-02-21,0.010093450640148438,,,0.0,,1.0
2024-02-22,-0.008492334825902725,,,0.0,,1.0
2024-02-23,-0.010093148458770296,,,0.0,,1.0
2024-02-24,-0.009322363424427937,,,0.0,,1.0
2024-02-25,0.014004730086935258,,,0.0,,1.0
2024-02-26,0.0038559728663969395,,,0.0,,1.0
2024-02-27,0.05268034348845019,,,0.0,,1.0
2024-02-28,0.046354983599436794,,,0.0,,1.0
2024-02-29,0.09745108074601427,,,0.0,,1.0
2024-03-01,-0.020146958615591126,0.004049623798921326,-0.024196582414512453,0.001,-0.025196582414512454,0.9748034175854875
2024-03-02,0.018408751932330825,0.04108442385538006,-0.022675671923049236,0.0,-0.022675671923049236,0.9526990950988519
2024-03-03,-0.005747125330287872,0.10938262270609185,-0.11512974803637972,0.0,-0.11512974803637972,0.8430150883256341
