base_sharpe,real_sharpe,placebo_mean,placebo_p05,placebo_p95,pct_placebos_better,braked_frac
1.876362777894406,2.2505764705826357,1.5111848726319077,0.8588120097386523,2.1825544319666683,0.0405,0.33881578947368424
