date,f_btc,f_alt,alt_coverage,p_level,frac_hot_180,frac_cold_180,struct_hot,early_hot,struct_cold,score_raw,funding_regime_long,regime_bucket
2025-05-10,0.008551,0.0105638144329896,0.8818181818181818,0.9754098360655737,0.25203252032520324,0.25203252032520324,0.6137211781953885,0.7233773157403705,0.25203252032520324,0.07560975609756096,0.4369918699186992,AMBER
2025-05-11,0.0096759999999999,0.0096688625429553,0.8818181818181818,0.943089430894309,0.25,0.25,0.5965447154471545,0.693089430894309,0.25,0.07499999999999998,0.4375,AMBER
2025-05-12,0.0093743333333333,0.0102479209621993,0.8818181818181818,0.9596774193548387,0.256,0.256,0.6078387096774194,0.7036774193548387,0.256,0.07680000000000001,0.43600000000000005,GREEN
2025-05-13,0.0072713333333333,0.0094691271477663,0.8818181818181818,0.92,0.25396825396825395,0.25396825396825395,0.5869841269841269,0.6660317460317461,0.25396825396825395,0.07619047619047614,0.4365079365079365,AMBER
2025-05-14,0.0048239999999999,0.0080741890034364,0.8818181818181818,0.8888888888888888,0.25196850393700787,0.25196850393700787,0.5704286964129484,0.636920384951881,0.25196850393700787,0.07559055118110239,0.43700787401574803,AMBER
2025-05-15,0.0046606666666666,0.0050667422680412,0.8818181818181818,0.7637795275590551,0.25,0.25,0.5068897637795275,0.5137795275590551,0.25,0.07499999999999996,0.4375,AMBER
2025-05-16,0.004044,0.0059339243986254,0.8818181818181818,0.7890625,0.2558139534883721,0.2558139534883721,0.522438226744186,0.5332485465116279,0.2558139534883721,0.07674418604651162,0.436046511627907,GREEN
2025-05-17,0.0044376666666666,0.0040525395189003,0.8818181818181818,0.6821705426356589,0.25384615384615383,0.25384615384615383,0.46800834824090637,0.4283243887895051,0.25384615384615383,0.07615384615384616,0.43653846153846154,AMBER
2025-05-18,0.0073846666666666,0.0061057594501718,0.8818181818181818,0.8,0.25190839694656486,0.25190839694656486,0.5259541984732825,0.5480916030534352,0.25190839694656486,0.0755725190839695,0.4370229007633588,AMBER
2025-05-19,0.0065356666666666,0.0045085670103092,0.8818181818181818,0.7251908396946565,0.25,0.25,0.48759541984732824,0.4751908396946565,0.25,0.07499999999999998,0.4375,AMBER
2025-05-20,0.0048493333333333,0.0061089828178694,0.8818181818181818,0.7954545454545454,0.2556390977443609,0.2556390977443609,0.5255468215994532,0.5398154477101845,0.2556390977443609,0.07669172932330828,0.43609022556390975,GREEN
2025-05-21,0.0100506666666666,0.0080615429553264,0.8818181818181818,0.8796992481203008,0.2537313432835821,0.2537313432835821,0.5667152957019415,0.6259679048367186,0.2537313432835821,0.07611940298507464,0.43656716417910446,AMBER
2025-05-22,0.0084736666666666,0.009840618556701,0.8818181818181818,0.9477611940298507,0.2518518518518518,0.2518518518518518,0.5998065229408512,0.6959093421779989,0.2518518518518518,0.07555555555555551,0.4370370370370371,AMBER
2025-05-23,0.0082913333333333,0.0087007216494845,0.8818181818181818,0.9037037037037037,0.25,0.25,0.5768518518518518,0.6537037037037037,0.25,0.07499999999999998,0.4375,AMBER
2025-05-24,0.0051696666666666,0.004886089347079,0.8818181818181818,0.7205882352941176,0.25547445255474455,0.25547445255474455,0.4880313439244311,0.4651137827393731,0.25547445255474455,0.07664233576642332,0.4361313868613139,GREEN
2025-05-25,0.0054323333333333,0.0044284742268041,0.8818181818181818,0.6788321167883211,0.2536231884057971,0.2536231884057971,0.4662276525970591,0.425208928382524,0.2536231884057971,0.07608695652173911,0.43659420289855067,AMBER
2025-05-26,0.007965,0.0066863024054982,0.8818181818181818,0.7971014492753623,0.2517985611510791,0.2517985611510791,0.5244500052132207,0.5453028881242832,0.2517985611510791,0.07553956834532374,0.4370503597122303,AMBER
2025-05-27,0.004058,0.0076921443298969,0.8818181818181818,0.8633093525179856,0.25,0.25,0.5566546762589928,0.6133093525179856,0.25,0.07499999999999996,0.4375,AMBER
