label,count,mean_y,median_y,std_y,hit_rate
Red,25,-0.00873237394666102,-0.001912277989361478,0.03173914594484303,0.6
Orange,22,0.0037053732263837586,0.009412804930217396,0.038186069595484456,0.45454545454545453
Yellow,23,0.010149864529354817,0.01817582983713312,0.05052090793230361,0.2608695652173913
YellowGreen,11,0.027812421041640747,0.052660741239955705,0.04625800668927443,0.2727272727272727
Green,7,-0.021972544962911778,-0.003982664592016443,0.08769662984740242,0.5714285714285714
