label,count,mean_y,median_y,std_y,hit_rate
Red,28,-0.007569784527106144,-0.003071150624197227,0.026418781406527803,0.6071428571428571
Orange,28,-0.0012081495368615517,0.00037337365016540093,0.03181523667807549,0.2857142857142857
Yellow,28,0.013565767100290397,0.019857418519086394,0.035536072968667544,0.21428571428571427
YellowGreen,28,0.009226355062446437,0.0,0.04666062816358489,0.25
Green,28,0.0014772974191641695,0.0,0.05236024145586818,0.25
