date,strategy_return,btc_return,strategy_cumulative,btc_cumulative,w_BTC,w_ETH,w_SOL,w_BNB
2025-02-13,0.0,0.021894836911899418,0.6851485183823025,2.2257694028715376,0.0,0.0,0.0,0.0
2025-02-14,0.0,-0.013027128109943664,0.6851485183823025,2.1967740197171373,0.0,0.0,0.0,0.0
2025-02-15,0.0,0.009598192987589016,0.6851485183823025,2.217859080708504,0.0,0.0,0.0,0.0
2025-02-16,0.0,0.0008356906138937692,0.6851485183823025,2.219712524725191,0.0,0.0,0.0,0.0
2025-02-17,0.0,-0.014559843628242475,0.6851485183823025,2.187393857465541,0.0,0.0,0.0,0.0
2025-02-18,0.0,-0.0038813702046928134,0.6851485183823025,2.178903772121246,0.0,0.0,0.0,0.0
2025-02-19,-0.029149554437203684,-0.0029262575740679475,0.6651767443481481,2.172527738454911,0.0,0.0,0.0,1.0
2025-02-20,0.005459341657615191,0.011089273188617854,0.6688081714582448,2.1966194920564877,0.0,0.0,0.0,1.0
2025-02-21,0.009160192358129926,0.018947214057701167,0.6749345829594915,2.238239311775801,0.0,0.0,0.0,1.0
2025-02-22,0.0,-0.02286098058299446,0.6749345829594915,2.187070966329199,0.0,0.0,0.0,0.0
2025-02-23,0.0,0.004462454218815859,0.6749345829594915,2.1968306703897444,0.0,0.0,0.0,0.0
2025-02-24,0.0,-0.002451127478150239,0.6749345829594915,2.191445958368709,0.0,0.0,0.0,0.0
2025-02-25,-0.11463029698961114,-0.051186816965203774,0.5975666312662856,2.0792728152085544,0.0,1.0,0.0,0.0
2025-02-26,0.0,-0.02889596234165903,0.5975666312662856,2.0191902262422525,0.0,0.0,0.0,0.0
2025-02-27,0.0,-0.05470804215649505,0.5975666312662856,1.9087242822230086,0.0,0.0,0.0,0.0
2025-02-28,0.0,0.00964277359532062,0.5975666312662856,1.927129678332376,0.0,0.0,0.0,0.0
2025-03-01,0.0,-0.0031548371249103813,0.5975666312662856,1.9210498980786563,0.0,0.0,0.0,0.0
2025-03-02,0.0,0.01851397292625223,0.5975666312662856,1.9566161638816641,0.0,0.0,0.0,0.0
2025-03-03,0.0,0.09599734858159392,0.5975666312662856,2.1444461278061935,0.0,0.0,0.0,0.0
2025-03-04,0.0,-0.08632173094175011,0.5975666312662856,1.9593338261426294,0.0,0.0,0.0,0.0
2025-03-05,0.0,0.013771785889272525,0.5975666312662856,1.9863173520818749,0.0,0.0,0.0,0.0
