timestamp,btcdom_recon,n_constituents_used,weights_renormalized_flag,excluded_components
2024-12-06,4299.039893434308,20,False,
2024-12-07,4247.924139990434,20,False,
2024-12-08,4185.2374348501025,20,False,
2024-12-09,4223.587116540117,20,False,
2024-12-10,4555.317440130928,20,False,
2024-12-11,4543.859016314901,20,False,
2024-12-12,4522.61210918025,20,False,
2024-12-13,4463.778019149104,20,False,
2024-12-14,4465.26064233032,20,False,
2024-12-15,4537.916626778758,20,False,
2024-12-16,4595.925393230682,20,False,
2024-12-17,4650.3928084570625,20,False,
2024-12-18,4716.184487844661,20,False,
2024-12-19,4794.145333590743,20,False,
2024-12-20,4881.666452589264,20,False,
2024-12-21,4804.071108288673,20,False,
2024-12-22,4924.444914758265,20,False,
2024-12-23,4878.462596355276,20,False,
2024-12-24,4624.123609839794,20,False,
2024-12-25,4706.362929190362,20,False,
2024-12-26,4736.964778289141,20,False,
2024-12-27,4774.765126238113,20,False,
2024-12-28,4728.027005096398,20,False,
2024-12-29,4653.834795328973,20,False,
2024-12-30,4690.129337967711,20,False,
2024-12-31,4652.963241515434,20,False,
2025-01-01,4715.392188720632,20,False,
2025-01-02,4640.442668241096,20,False,
2025-01-03,4687.119068330302,20,False,
2025-01-04,4675.873381908994,20,False,
2025-01-05,4693.308609894413,20,False,
2025-01-06,4730.10835164956,20,False,
2025-01-07,4856.663384882331,20,False,
2025-01-08,4800.0652124753815,20,False,
2025-01-09,4707.343694624599,20,False,
2025-01-10,4680.940531870733,20,False,
2025-01-11,4734.671261537107,20,False,
2025-01-12,4664.150790250721,20,False,
2025-01-13,4700.931712695737,20,False,
2025-01-14,4739.545785805143,20,False,
2025-01-15,4766.085470116355,20,False,
2025-01-16,4723.677175528745,20,False,
2025-01-17,4706.850653895104,20,False,
2025-01-18,4812.733944888185,20,False,
2025-01-19,4841.953686012678,20,False,
2025-01-20,4885.075252952631,20,False,
2025-01-21,4880.802750399159,20,False,
2025-01-22,5010.0776117928835,20,False,
2025-01-23,4890.929564680243,20,False,
2025-01-24,4925.941314831326,20,False,
2025-01-25,4995.489713702638,20,False,
2025-01-26,4972.77481467645,20,False,
2025-01-27,4970.441302868838,20,False,
2025-01-28,4934.817013731048,20,False,
2025-01-29,4975.513011434341,20,False,
2025-01-30,5067.180387941843,20,False,
2025-01-31,5032.703248835683,20,False,
2025-02-01,4948.012911520726,20,False,
2025-02-02,5018.197210208395,20,False,
2025-02-03,5160.720370509415,20,False,
2025-02-04,5275.329694776566,20,False,
2025-02-05,5309.656123175002,20,False,
2025-02-06,5304.995350497656,20,False,
2025-02-07,5363.906276470928,20,False,
2025-02-08,5318.634030175818,20,False,
2025-02-09,5198.846733602017,20,False,
2025-02-10,5191.229920517479,20,False,
2025-02-11,5195.9932523331145,20,False,
2025-02-12,5065.364270353793,20,False,
2025-02-13,5063.07829146801,20,False,
2025-02-14,5047.399259095508,20,False,
2025-02-15,5051.351363805456,20,False,
2025-02-16,5059.408596985119,20,False,
2025-02-17,4960.149143105215,20,False,
2025-02-18,4973.129031085964,20,False,
2025-02-19,5060.407429737722,20,False,
2025-02-20,5031.113646604121,20,False,
2025-02-21,5088.985537579589,20,False,
2025-02-22,5079.3933258302795,20,False,
2025-02-23,5042.257256316832,20,False,
2025-02-24,5035.879532506667,20,False,
2025-02-25,5089.968393606348,20,False,
2025-02-26,4904.839372764773,20,False,
2025-02-27,4708.018137763693,20,False,
2025-02-28,4740.022139282748,20,False,
2025-03-01,4722.2972335389795,20,False,
2025-03-02,4763.1303777904595,20,False,
2025-03-03,4834.125152426563,20,False,
2025-03-04,4796.107695636611,20,False,
2025-03-05,4814.981541909472,20,False,
2025-03-06,4896.325057538847,20,False,
2025-03-07,4885.879319007027,20,False,
2025-03-08,4792.501926486198,20,False,
2025-03-09,4791.971394882386,20,False,
2025-03-10,4723.501150099958,20,False,
2025-03-11,4752.265854163945,20,False,
2025-03-12,4867.125214191185,20,False,
2025-03-13,4860.1250276709125,20,False,
2025-03-14,4709.531087693155,20,False,
2025-03-15,4777.848069058777,20,False,
2025-03-16,4723.265855984135,20,False,
2025-03-17,4731.462513185694,20,False,
2025-03-18,4712.627712803236,20,False,
2025-03-19,4649.963525941539,20,False,
2025-03-20,4773.680946153737,20,False,
2025-03-21,4683.826392804588,20,False,
2025-03-22,4715.190205230584,20,False,
2025-03-23,4713.658349811033,20,False,
2025-03-24,4807.683768365972,20,False,
2025-03-25,4816.878551482912,20,False,
2025-03-26,4775.028952171689,20,False,
2025-03-27,4783.917448947232,20,False,
2025-03-28,4775.888327725628,20,False,
2025-03-29,4745.230392932954,20,False,
2025-03-30,4734.4757083091645,20,False,
2025-03-31,4719.676604746299,20,False,
2025-04-01,4710.714527099259,20,False,
2025-04-02,4806.9908802882765,20,False,
2025-04-03,4799.41651664568,20,False,
2025-04-04,4809.813507091872,20,False,
2025-04-05,4793.626237968294,20,False,
2025-04-06,4802.501349849544,20,False,
2025-04-07,4772.824815642023,20,False,
2025-04-08,4842.567926400876,20,False,
2025-04-09,4731.338556620088,20,False,
2025-04-10,4821.679958114644,20,False,
2025-04-11,4726.06296690077,20,False,
2025-04-12,4863.386424961803,20,False,
2025-04-13,4840.9597928842795,20,False,
2025-04-14,4827.102958973691,20,False,
2025-04-15,4897.0851226839,20,False,
2025-04-16,4898.279591898621,20,False,
2025-04-17,4903.915001936378,20,False,
2025-04-18,4928.978225239781,20,False,
2025-04-19,4903.493593072996,20,False,
2025-04-20,4898.674210891475,20,False,
2025-04-21,4913.560742030574,20,False,
2025-04-22,5030.8284406818775,20,False,
2025-04-23,5190.121407951088,20,False,
2025-04-24,5194.104172750736,20,False,
2025-04-25,5208.082244119241,20,False,
2025-04-26,5267.436571487717,20,False,
2025-04-27,5249.5464797213235,20,False,
2025-04-28,5223.522820392329,20,False,
2025-04-29,5230.811397632629,20,False,
2025-04-30,5244.681824261342,20,False,
2025-05-01,5243.097769288909,20,False,
2025-05-02,5328.2262799428845,20,False,
2025-05-03,5355.768849801283,20,False,
2025-05-04,5346.756386783688,20,False,
2025-05-05,5308.656723518211,20,False,
2025-05-06,5303.622021175526,20,False,
2025-05-07,5380.271928357457,20,False,
2025-05-08,5373.235430998078,20,False,
2025-05-09,5460.700787056008,20,False,
2025-05-10,5346.799815791296,20,False,
2025-05-11,5328.571213646596,20,False,
2025-05-12,5367.32209548657,20,False,
2025-05-13,5234.156310903748,20,False,
2025-05-14,5261.416119612734,20,False,
2025-05-15,5300.697835642819,20,False,
2025-05-16,5392.260189581529,20,False,
2025-05-17,5402.469874806549,20,False,
2025-05-18,5432.51014044111,20,False,
2025-05-19,5505.30729993526,20,False,
2025-05-20,5519.079591591383,20,False,
2025-05-21,5576.9591704907225,20,False,
2025-05-22,5631.860190817668,20,False,
2025-05-23,5610.9764259930635,20,False,
2025-05-24,5544.444944968852,20,False,
2025-05-25,5532.790165891645,20,False,
2025-05-26,5548.607373502603,20,False,
2025-05-27,5579.548927023881,20,False,
2025-05-28,5538.440149517288,20,False,
2025-05-29,5496.324863777689,20,False,
2025-05-30,5443.670763511463,20,False,
2025-05-31,5520.2917003916355,20,False,
2025-06-01,5524.404066582416,20,False,
2025-06-02,5548.605372732742,20,False,
2025-06-03,5536.120156957749,20,False,
2025-06-04,5505.481561235902,20,False,
2025-06-05,5517.026386428585,20,False,
2025-06-06,5500.05429613654,20,False,
2025-06-07,5580.278943339508,20,False,
2025-06-08,5584.352858573944,20,False,
2025-06-09,5560.450715949464,20,False,
2025-06-10,5681.84781396207,20,False,
2025-06-11,5634.70768747018,20,False,
2025-06-12,5627.4774707062625,20,False,
2025-06-13,5598.900238203767,20,False,
2025-06-14,5655.691474572629,20,False,
2025-06-15,5674.931793897146,20,False,
2025-06-16,5635.228407393665,20,False,
2025-06-17,5670.055366393786,20,False,
2025-06-18,5633.1725816316175,20,False,
2025-06-19,5641.848970981802,20,False,
2025-06-20,5628.342791333521,20,False,
2025-06-21,5637.023338427916,20,False,
2025-06-22,5655.872120728438,20,False,
2025-06-23,5685.778806174977,20,False,
2025-06-24,5709.832108821983,20,False,
2025-06-25,5706.515977820892,20,False,
2025-06-26,5792.583014077577,20,False,
2025-06-27,5861.084262191951,20,False,
2025-06-28,5824.77547411839,20,False,
2025-06-29,5784.161294568611,20,False,
2025-06-30,5784.031799268732,20,False,
2025-07-01,5722.520362393693,20,False,
2025-07-02,5745.286510298312,20,False,
2025-07-03,5791.6004422030865,20,False,
2025-07-04,5797.012238704517,20,False,
2025-07-05,5793.287867796433,20,False,
2025-07-06,5801.062154497523,20,False,
2025-07-07,5790.595688259147,20,False,
2025-07-08,5763.610496280849,20,False,
2025-07-09,5724.5713819761895,20,False,
2025-07-10,5776.350043240069,20,False,
2025-07-11,5877.795907205215,20,False,
2025-07-12,5879.036784435725,20,False,
2025-07-13,5888.15733475373,20,False,
2025-07-14,5914.00569014223,20,False,
2025-07-15,5919.013607480063,20,False,
2025-07-16,5807.316072275152,20,False,
2025-07-17,5752.565890991499,20,False,
2025-07-18,5637.043550627898,20,False,
2025-07-19,5557.636614321661,20,False,
2025-07-20,5541.415858064292,20,False,
2025-07-21,5436.745341357609,20,False,
2025-07-22,5395.766906358725,20,False,
2025-07-23,5468.563984240347,20,False,
2025-07-24,5579.162960570165,20,False,
2025-07-25,5606.477690564603,20,False,
2025-07-26,5513.048268440925,20,False,
2025-07-27,5503.800485636225,20,False,
2025-07-28,5470.515691357718,20,False,
2025-07-29,5500.1819513827395,20,False,
2025-07-30,5507.5920502898825,20,False,
2025-07-31,5565.19206773258,20,False,
2025-08-01,5547.610305942503,20,False,
2025-08-02,5532.798053755222,20,False,
2025-08-03,5605.585996830591,20,False,
2025-08-04,5577.726887566247,20,False,
2025-08-05,5514.232392132665,20,False,
2025-08-06,5559.474681152656,20,False,
2025-08-07,5542.996482477737,20,False,
2025-08-08,5504.459718086885,20,False,
2025-08-09,5444.24321250394,20,False,
2025-08-10,5415.650590253675,20,False,
2025-08-11,5542.399835686851,20,False,
2025-08-12,5578.7937292425,20,False,
2025-08-13,5481.592911176666,20,False,
2025-08-14,5577.180981401978,20,False,
2025-08-15,5465.782915687072,20,False,
2025-08-16,5458.264518823958,20,False,
2025-08-17,5436.090598758004,20,False,
2025-08-18,5399.763049585447,20,False,
2025-08-19,5415.148564867002,20,False,
2025-08-20,5374.26399833584,20,False,
2025-08-21,5274.6857252850905,20,False,
2025-08-22,5244.938292734536,20,False,
2025-08-23,5230.862952070416,20,False,
2025-08-24,5188.826998107032,20,False,
2025-08-25,5130.7257531543855,20,False,
2025-08-26,5168.334120657206,20,False,
2025-08-27,5123.626330727331,20,False,
2025-08-28,5117.05464143227,20,False,
2025-08-29,5130.977066387316,20,False,
2025-08-30,5046.423642923733,20,False,
2025-08-31,5063.200275774272,20,False,
2025-09-01,5054.83115461878,20,False,
2025-09-02,5131.294480790525,20,False,
2025-09-03,5144.748747679201,20,False,
2025-09-04,5154.559514722746,20,False,
2025-09-05,5172.439535590286,20,False,
2025-09-06,5146.109813671894,20,False,
2025-09-07,5100.069547843971,20,False,
2025-09-08,5060.754056029437,20,False,
2025-09-09,5051.743048875095,20,False,
2025-09-10,5043.104779521242,20,False,
2025-09-11,5108.645360467296,20,False,
2025-09-12,5130.821890715404,20,False,
2025-09-13,5079.487484438647,20,False,
2025-09-14,5038.127230067431,20,False,
2025-09-15,5065.939161219389,20,False,
2025-09-16,5107.322787655932,20,False,
2025-09-17,5110.701833016307,20,False,
2025-09-18,5032.338805830186,20,False,
2025-09-19,5060.008999609237,20,False,
2025-09-20,5059.762307652197,20,False,
2025-09-21,5006.885945788253,20,False,
2025-09-22,4990.663358928468,20,False,
2025-09-23,5016.503717322479,20,False,
2025-09-24,4957.43834405789,20,False,
2025-09-25,4974.950662075495,20,False,
2025-09-26,4966.882585189134,20,False,
2025-09-27,4924.059847747694,20,False,
2025-09-28,4921.557189017132,20,False,
2025-09-29,4954.131905672615,20,False,
2025-09-30,4976.842399458538,20,False,
2025-10-01,4995.646220159537,20,False,
2025-10-02,5020.341798820027,20,False,
2025-10-03,5001.880236242722,20,False,
2025-10-04,5009.567486484657,20,False,
2025-10-05,5055.539662591949,20,False,
2025-10-06,5084.285738009323,20,False,
2025-10-07,5072.741435731001,20,False,
2025-10-08,5001.671999467898,20,False,
2025-10-09,5013.759415385681,20,False,
2025-10-10,5000.335997520555,20,False,
2025-10-11,5021.4846706575945,20,False,
2025-10-12,4929.357024995191,20,False,
2025-10-13,4895.99499435675,20,False,
2025-10-14,4845.47061573848,20,False,
2025-10-15,4858.52312632211,20,False,
2025-10-16,4849.668528669313,20,False,
2025-10-17,4822.473839356001,20,False,
2025-10-18,4831.847941145886,20,False,
2025-10-19,4808.355441111921,20,False,
2025-10-20,4828.049670719328,20,False,
2025-10-21,4866.949054197315,20,False,
2025-10-22,4842.709084765064,20,False,
2025-10-23,4843.09700104913,20,False,
2025-10-24,4883.40627146837,20,False,
2025-10-25,4890.656919445411,20,False,
2025-10-26,4892.7263447649875,20,False,
2025-10-27,4935.887005778358,20,False,
2025-10-28,4935.451303222719,20,False,
2025-10-29,4935.7615225161435,20,False,
2025-10-30,4816.192253016487,20,False,
2025-10-31,4840.349037949674,20,False,
2025-11-01,4848.671915853158,20,False,
2025-11-02,4857.268107178514,20,False,
2025-11-03,4887.552895605091,20,False,
2025-11-04,4955.700932132531,20,False,
2025-11-05,4788.858581183821,20,False,
2025-11-06,4791.437726932063,20,False,
2025-11-07,4840.652256124765,20,False,
2025-11-08,4710.580693049454,20,False,
2025-11-09,4702.710314052033,20,False,
2025-11-10,4659.775655804365,20,False,
2025-11-11,4644.080228448079,20,False,
2025-11-12,4728.014680276365,20,False,
2025-11-13,4681.621452613234,20,False,
2025-11-14,4758.891258486734,20,False,
2025-11-15,4662.754182768606,20,False,
2025-11-16,4657.684185952846,20,False,
2025-11-17,4708.662726976055,20,False,
2025-11-18,4690.9557336060625,20,False,
2025-11-19,4579.383229096499,20,False,
2025-11-20,4673.452802972258,20,False,
2025-11-21,4640.591157155207,20,False,
2025-11-22,4691.411646013974,20,False,
2025-11-23,4674.770457174837,20,False,
2025-11-24,4701.77042665791,20,False,
2025-11-25,4560.64632988694,20,False,
2025-11-26,4511.799373841274,20,False,
2025-11-27,4581.069308589469,20,False,
2025-11-28,4639.77747039912,20,False,
2025-11-29,4634.902795596181,20,False,
2025-11-30,4677.07744544753,20,False,
2025-12-01,4659.136035924124,20,False,
2025-12-02,4740.937747811765,20,False,
2025-12-03,4704.949964625782,20,False,
2025-12-04,4602.06249383764,20,False,
2025-12-05,4638.685299658333,20,False,
2025-12-06,4643.115126804647,20,False,
2025-12-07,4622.184782883308,20,False,
2025-12-08,4665.383515728226,20,False,
2025-12-09,4606.401828996482,20,False,
2025-12-10,4543.367937438288,20,False,
2025-12-11,4559.604944313957,20,False,
2025-12-12,4652.751188366066,20,False,
2025-12-13,4674.925470875408,20,False,
2025-12-14,4637.223470847239,20,False,
2025-12-15,4621.658706677904,20,False,
2025-12-16,4659.85332315318,20,False,
2025-12-17,4703.49221153414,20,False,
2025-12-18,4790.168342378702,20,False,
2025-12-19,4825.200890460123,20,False,
2025-12-20,4728.597583063351,20,False,
2025-12-21,4739.592663453356,20,False,
2025-12-22,4739.049845970318,20,False,
2025-12-23,4737.3472110735065,20,False,
2025-12-24,4750.6144363560525,20,False,
2025-12-25,4786.4186063887055,20,False,
2025-12-26,4826.914151565457,20,False,
2025-12-27,4808.884370644013,20,False,
2025-12-28,4759.084344565084,20,False,
2025-12-29,4752.5012301973775,20,False,
2025-12-30,4759.936215043474,20,False,
2025-12-31,4782.2702204658035,20,False,
2026-01-01,4766.97206523625,20,False,
2026-01-02,4761.540581877373,20,False,
2026-01-03,4615.108649212235,20,False,
2026-01-04,4629.065771589622,20,False,
2026-01-05,4612.853984949759,20,False,
2026-01-06,4537.040193218878,20,False,
2026-01-07,4546.990614675201,20,False,
2026-01-08,4601.145039315478,20,False,
2026-01-09,4607.02105495129,20,False,
2026-01-10,4606.85782248569,20,False,
2026-01-11,4601.759997578069,20,False,
2026-01-12,4638.690354041829,20,False,
2026-01-13,4635.576012339216,20,False,
2026-01-14,4664.613331673766,20,False,
2026-01-15,4680.62088675307,20,False,
2026-01-16,4684.431798888381,20,False,
2026-01-17,4657.208020945937,20,False,
2026-01-18,4645.57346638914,20,False,
2026-01-19,4686.2616600029005,20,False,
2026-01-20,4725.208033792766,20,False,
2026-01-21,4760.827575786435,20,False,
2026-01-22,4782.902403192925,20,False,
2026-01-23,4784.944865155596,20,False,
2026-01-24,4801.370869179705,20,False,
2026-01-25,4834.060711778293,20,False,
2026-01-26,4804.433469972783,20,False,
2026-01-27,4751.22634602421,20,False,
2026-01-28,4746.485338896427,20,False,
2026-01-29,4751.912583839687,20,False,
2026-01-30,4789.268533585318,20,False,
2026-01-31,4794.453914803291,20,False,
