decision_date,next_date,basket_hash,basket_members,n_valid,coverage,F_tk,F_tk_apr,Environment_APR,Fragmentation_Spread,Z_Score_90d,Delta_APR,LogModulus_APR,Conditioned_Momentum,w_risk,label_v0_0,label_v0_1,p_v0_0,p_v0_1,r_alts,r_maj_weighted,y,r_btc,r_eth,y_hot,y_cold,funding_pct_rank,funding_regime,btcd_index_decision,sma_30,BTCDOM_Trend,btcdom_7d_ret,is_mrf_active,y_filtered,y_gated
2024-06-03,2024-06-10,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,LINK,TRX,DOT,BCH,NEAR,UNI,LTC,ICP,FET,ETC,APT,HBAR,KAS,FIL,ATOM,ARB,IMX,WIF,XLM,AR,GRT,XMR,STX,TAO,OP,SUI",30,100.0,0.0001198036666666,0.131185015,10.922954563106794,1.881000000000001e-05,,,2.478465496955943,,1.0,Green,,90.0,,-0.0269037970364855,0.0138436963732942,0.0399391986440035,0.0282572092968573,-0.0197878337816863,-0.0385061107336069,-0.023800185096981,,,,,Falling,,False,0.0,0.0
2024-06-10,2024-06-17,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,SOL,STX,SUI,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,BCH,DOT,UNI,NEAR,LTC,ICP,FET,KAS,ETC,APT,FIL,STX,HBAR,XMR,ATOM,IMX,XLM,ARB,WIF,INJ,SUI,GRT,TAO,AR",30,100.0,0.000113002095238,0.1237372942857143,10.41960690707351,4.895000000000001e-05,,-0.5033476560332844,2.435331782188279,-1.225818544227831,1.0,Green,,87.5,,-0.0757228999689873,-0.0376115943537884,0.0374030098380398,-0.0436244279467068,-0.0235816493036454,-0.0955078836487444,-0.0687942154079432,,,,,Falling,,False,0.0,0.0
2024-06-17,2024-06-24,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,UNI,DOT,BCH,NEAR,LTC,ICP,KAS,ETC,FET,APT,XMR,HBAR,FIL,XLM,ATOM,STX,ARB,WIF,IMX,INJ,SUI,OP,GRT,VET",30,100.0,7.708704761904762e-05,0.0844103171428571,9.265550118503713,5.000000000000001e-05,,-1.1540567885697983,2.3287936407060017,-2.6875601102349376,1.0,YellowGreen,,80.0,,-0.1228050676694485,-0.0523066546423495,0.0681243465869957,-0.0509517831417509,-0.0554680214770795,-0.1342980502290334,-0.1349348563189066,,,,,Falling,,False,0.0,0.0
2024-06-24,2024-07-01,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,DOT,BCH,UNI,NEAR,LTC,ICP,KAS,FET,ETC,APT,XMR,HBAR,XLM,ATOM,ARB,FIL,STX,IMX,SUI,VET,INJ,GRT,OP,TAO",30,100.0,3.390761904761905e-05,0.0371288428571428,6.70617708791209,8.305428571428572e-05,,-2.5593730305916207,2.0420222264631582,-5.226296614278462,1.0,Orange,,37.5,,0.0449547248165857,-0.0038538243871084,-0.0500399214547173,-0.0077025164448681,0.0051264570809976,0.0435284174268528,0.0412996900932158,,,,,Falling,,False,0.0,0.0
2024-07-01,2024-07-08,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,DOT,BCH,UNI,NEAR,LTC,KAS,ICP,FET,ETC,APT,XMR,HBAR,XLM,ATOM,ARB,STX,FIL,IMX,INJ,WIF,VET,OP,GRT,SUI",30,100.0,4.550066666666667e-05,0.04982323,8.167811064560443,5.256285714285715e-05,-0.5622599856122005,1.4616339766483524,2.21569855161872,3.2385402850564646,1.0,Yellow,,47.5,,-0.1638831481077208,-0.1207288579800701,0.042249094251397,-0.1092545578638128,-0.1475022249180039,-0.1699729885772747,-0.1925060997032744,,,,,Falling,,False,0.0,0.0
2024-07-08,2024-07-15,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,DOT,LINK,BCH,UNI,NEAR,LTC,KAS,ICP,ETC,FET,XMR,APT,XLM,HBAR,ATOM,ARB,FIL,STX,VET,INJ,IMX,WIF,GRT,SUI,OP",30,100.0,3.381957142857143e-05,0.0370324307142857,6.179811490384616,9.555857142857143e-05,-1.0640409495768897,-1.9879995741758272,1.9712731278943847,-3.918890138838288,1.0,Orange,,35.0,,0.1697226075320013,0.0966051883656272,-0.0759283872064614,0.0905855110686109,0.1106511020586655,0.1607163097076197,0.1478540797851958,,,2542.0345891620696,,Falling,-0.010807029774076805,False,0.0,0.0
2024-07-15,2024-07-22,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,DOT,LINK,BCH,UNI,NEAR,LTC,KAS,ICP,ETC,FET,APT,XLM,XMR,HBAR,STX,VET,FIL,ATOM,ARB,IMX,INJ,SUI,OP,TAO,GRT",30,100.0,5.718895238095239e-05,0.0626219028571428,7.377616648351649,6.58357142857143e-05,-0.0837870987276404,1.197805157967034,2.125563464537362,2.546010881409131,1.0,Yellow,,60.0,,0.1025225613766582,0.1079465992042839,0.0054093807110637,0.1172553213551856,0.0862262475188466,0.0815458531356262,0.1077592264678434,,,2514.710656879088,,Falling,0.014969322828649314,False,0.0,0.0
2024-07-22,2024-07-29,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,TAO,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,DOT,BCH,NEAR,UNI,LTC,ICP,KAS,FET,ETC,APT,XLM,XMR,STX,WIF,FIL,ARB,HBAR,INJ,IMX,ATOM,TAO,VET,AR,OP",30,100.0,5.236142857142858e-05,0.0573357642857143,8.409270597527476,5.000000000000001e-05,-0.4796654875034598,1.0316539491758263,2.2416954370464626,2.312653950478413,1.0,Yellow,,55.00000000000001,,-0.0709605313968485,-0.0205152426901906,0.0492141587535546,0.0022633527790179,-0.0736652987850104,-0.0969919747648626,-0.0539374570638595,,,2552.6373326323483,,Falling,0.04147566145942058,False,0.0,0.0
2024-07-29,2024-08-05,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,RENDER,SOL,STX,TAO,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,BCH,LINK,DOT,NEAR,UNI,LTC,KAS,ICP,ETC,APT,FET,XMR,XLM,STX,FIL,RENDER,ATOM,HBAR,WIF,TAO,ARB,INJ,VET,IMX,AR",30,100.0,4.545919047619048e-05,0.0497778135714285,7.503241082025119,6.20457142857143e-05,-0.3560519311042883,-0.9060295155023566,2.1404473945861247,-1.939308515875148,1.0,Yellow,,45.0,,-0.2086857317871726,-0.1591160971064111,0.0483802084164461,-0.1499956587120745,-0.1803971200265299,-0.2422958044880064,-0.2346685662250317,,,2660.7358882596354,,Falling,0.04600554256713429,False,0.0,0.0
2024-08-05,2024-08-12,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,RENDER,SOL,STX,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,DOT,BCH,LTC,UNI,NEAR,KAS,ICP,ETC,XMR,XLM,APT,FET,FIL,STX,HBAR,ATOM,ARB,VET,RENDER,INJ,IMX,OP,TAO,SUI",30,100.0,1.5766380952380956e-05,0.0172641871428571,5.3734197551020415,9.019571428571428e-05,-2.9883323017926973,-2.1298213269230777,1.8521361787641588,-3.944719133897719,1.0,Orange,,22.5,,0.0145231904067967,-0.0041981111387337,-0.0188987634806187,0.0137576297468573,-0.0460948398717796,0.0015519246981886,0.0156330566567703,,,2786.0039044823247,2573.966498055968,Rising,0.038173239579313255,False,0.0,0.0
