realized_vol_ann,skewness,kurtosis,cvar95,cvar99,max_drawdown,avg_turnover,median_turnover,avg_monthly_turnover,long_short_corr,avg_gross_exposure,max_gross_exposure,max_per_asset_exposure
0.3470430782784207,1.0117921770342806,9.389824809524232,0.04983122178391958,0.06481826137276162,-0.4633025701374168,0.02175734337499599,0.0,0.6032717935794343,-0.19104086719642532,1.0,1.0000000000000002,0.14330443047110097
