realized_vol_ann,skewness,kurtosis,cvar95,cvar99,max_drawdown,avg_turnover,median_turnover,avg_monthly_turnover,long_short_corr,avg_gross_exposure,max_gross_exposure,max_per_asset_exposure
0.36344937855729903,0.8181457812614321,7.637757483616358,0.053652547942915095,0.06523690916438842,-0.5083439309906215,0.0202809391126116,0.0,0.5623351299405943,-0.1821072063732934,1.0,1.0000000000000002,0.14330443047110097
