realized_vol_ann,skewness,kurtosis,cvar95,cvar99,max_drawdown,avg_turnover,median_turnover,avg_monthly_turnover,long_short_corr,avg_gross_exposure,max_gross_exposure,max_per_asset_exposure
0.35030624802611376,0.9766123725888862,8.936124099007879,0.04983122178391958,0.06481826137276162,-0.4644208809098762,0.018819475655785654,0.0,0.5218127340922386,-0.17098242333411245,1.0,1.0000000000000002,0.14330443047110097
