realized_vol_ann,skewness,kurtosis,cvar95,cvar99,max_drawdown,avg_turnover,median_turnover,avg_monthly_turnover,long_short_corr,avg_gross_exposure,max_gross_exposure,max_per_asset_exposure
0.30073940448378345,2.1387222105284804,22.56461961773486,0.040743262182662346,0.05444644556518187,-0.3014886373294663,0.03267759562841531,0.0,0.9060606060606062,-0.6403274122254364,1.0,1.0,0.03333333333333333
