realized_vol_ann,skewness,kurtosis,cvar95,cvar99,max_drawdown,avg_turnover,median_turnover,avg_monthly_turnover,long_short_corr,avg_gross_exposure,max_gross_exposure,max_per_asset_exposure
0.4084216936224623,-1.078380854253754,5.29817588435451,0.06693509093857837,0.10532387887518613,-0.6386690542617717,0.013333333333333332,0.0,0.36969696969696975,-0.09319920948580529,1.0,1.0,0.03333333333333333
