realized_vol_ann,skewness,kurtosis,cvar95,cvar99,max_drawdown,avg_turnover,median_turnover,avg_monthly_turnover,long_short_corr,avg_gross_exposure,max_gross_exposure,max_per_asset_exposure
0.40292536170812215,-1.1146286748691585,5.629799866340759,0.06693509093857837,0.10532387887518613,-0.672783251252908,0.011475409836065573,0.0,0.3181818181818182,-0.1659447473528593,1.0,1.0,0.03333333333333333
