label,count,mean_y,median_y,std_y,hit_rate
Red,20,-0.011386117741001612,-0.01241027770007536,0.027342529001095312,0.75
Orange,19,-0.00041823221361203143,0.00861522501384578,0.03405376585614886,0.3684210526315789
Yellow,19,0.003288744079198615,0.01817582983713312,0.04221398741549358,0.42105263157894735
YellowGreen,19,0.028373930786942992,0.03724393501871422,0.04356644745851051,0.15789473684210525
Green,20,0.0011437602930875616,0.015172344073260683,0.07220286091867499,0.45
