asset,window,model,Sharpe,CAGR,MaxDD,dSharpe_vs_M0,dCAGR_vs_M0
BTC,2019-2021,M5_brk0.5_down,1.8280614200870886,1.4668685142474036,-0.3118507206653719,0.01276444960283496,0.01679184697046132
BTC,2022+,M0_3close,0.4157479135345481,0.08674834241338814,-0.3695228224464122,0.0,0.0
BTC,2022+,M1_1close,0.9843819305486669,0.30526057349123636,-0.2848957836777565,0.5686340170141188,0.21851223107784823
BTC,2022+,FAST_both,0.9843819305486669,0.30526057349123636,-0.2848957836777565,0.5686340170141188,0.21851223107784823
BTC,2022+,M5_brk0.5_both,0.8762933813013403,0.26028131813614475,-0.3120541514280004,0.46054546776679217,0.1735329757227566
BTC,2022+,FAST_up,0.6398892176350202,0.173725993674402,-0.3552149231921805,0.22414130410047206,0.08697765126101387
BTC,2022+,M5_brk0.5_up,0.5809629261351593,0.1497359997430021,-0.35193989169437323,0.16521501260061122,0.06298765732961398
BTC,2022+,FAST_down,0.7567395408123789,0.2085356993913916,-0.3007640775502961,0.34099162727783083,0.12178735697800347
BTC,2022+,M5_brk0.5_down,0.7082574457003784,0.1912374960557568,-0.32693301549764053,0.2925095321658303,0.10448915364236866
BTC,2024+,M0_3close,0.4441730081675123,0.09872593182547607,-0.3695228224464123,0.0,0.0
BTC,2024+,M1_1close,0.8960496932354409,0.2811744721050835,-0.2848957836777559,0.4518766850679286,0.18244854027960744
BTC,2024+,FAST_both,0.8960496932354409,0.2811744721050835,-0.2848957836777559,0.4518766850679286,0.18244854027960744
BTC,2024+,M5_brk0.5_both,0.8604759073039415,0.26751654869083574,-0.31205415142799997,0.4163028991364292,0.16879061686535968
BTC,2024+,FAST_up,0.6017318618738274,0.16190877941097948,-0.35521492319218095,0.15755885370631512,0.06318284758550341
BTC,2024+,M5_brk0.5_up,0.6295533995989002,0.17313377716170697,-0.35193989169437356,0.1853803914313879,0.0744078453362309
BTC,2024+,FAST_down,0.7390559251428156,0.21150613597073664,-0.3007640775502963,0.2948829169753033,0.11278020414526058
BTC,2024+,M5_brk0.5_down,0.6749973090406979,0.18712232839629794,-0.3269330154976411,0.23082430087318556,0.08839639657082188
