feature,bucket,n_events,p_confirm,cost_of_waiting_per_confirmed,loss_avoided_per_failed,expected_value_per_signal,ev_ci_lo,ev_ci_hi,breakeven_p_confirm,total_cost_of_waiting,total_loss_avoided,net_per_year,left_tail_p05,worst,best,asset,system,rule
trend_agree_count,5-6,36,1.0,0.004991251445496158,,,-0.002561333459159437,0.014151486709731731,,0.17968505203786167,-0.0,0.018682028254150006,-0.022899761760710596,-0.05948263384256802,0.10636184371858903,BTC,LL3_k0.30,M1_1close
trend_agree_count,7-8,20,1.0,0.00644355832290569,,,-0.003891622627724197,0.022384848633331563,,0.1288711664581138,-0.0,0.012942038369212556,-0.017355470461867393,-0.024878142922233226,0.12797560457132917,BTC,LL3_k0.30,M1_1close
ret_z20,<0.5,17,1.0,0.024266904094183025,,,0.0020203417067531596,0.048813445588539194,,0.4125373696011114,-0.0,0.04125938506210458,-0.046026365493998696,-0.0747646871299037,0.12797560457132917,BTC,LL2_k0.30,M1_1close
ret_z20,0.5-1,1,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
ret_z20,1-1.5,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
ret_z20,1.5-2,2,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
ret_z20,2-2.5,1,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
ret_z20,2.5-3,3,1.0,-0.023754729493259408,,,,,,-0.07126418847977822,-0.0,-0.05333861647999795,-0.04813908756252484,-0.05112039615852493,0.001163517877270758,BTC,LL2_k0.30,M1_1close
ret_z20,>3,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
brk_vol,<0.5,24,1.0,0.011514750549660025,,,-0.007312092053764203,0.03182200765416203,,0.2763540131918406,-0.0,0.027639184917393148,-0.05030156189716051,-0.0747646871299037,0.12797560457132917,BTC,LL2_k0.30,M1_1close
brk_vol,0.5-1,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
brk_vol,1-1.5,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
brk_vol,1.5-2,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
brk_vol,2-2.5,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
brk_vol,2.5-3,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
brk_vol,>3,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
range_breakout_20,<0.5,22,1.0,0.013477172977867906,,,-0.0071145981792989,0.036256973706767726,,0.2964978055130939,-0.0,0.029653839940760554,-0.05084745140473679,-0.0747646871299037,0.12797560457132917,BTC,LL2_k0.30,M1_1close
range_breakout_20,0.5-1,2,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
range_breakout_20,1-1.5,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
range_breakout_20,1.5-2,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
range_breakout_20,2-2.5,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
range_breakout_20,2.5-3,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
range_breakout_20,>3,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
trend_agree_count,0-2,0,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
trend_agree_count,3-4,2,,,,,,,,,,,,,,BTC,LL2_k0.30,M1_1close
trend_agree_count,5-6,15,1.0,0.005716836889586048,,,-0.01752720981463876,0.030693173735756328,,0.08575255334379073,-0.0,0.008982254117814616,-0.058213683449938554,-0.0747646871299037,0.10636184371858903,BTC,LL2_k0.30,M1_1close
trend_agree_count,7-8,7,1.0,0.019670945735277865,,,-0.013759572993481769,0.05837830826259951,,0.13769662014694506,-0.0,0.021365204124329514,-0.03305136999350829,-0.03731469217879135,0.12797560457132917,BTC,LL2_k0.30,M1_1close
