feature,bucket,n_events,p_confirm,cost_of_waiting_per_confirmed,loss_avoided_per_failed,expected_value_per_signal,ev_ci_lo,ev_ci_hi,breakeven_p_confirm,total_cost_of_waiting,total_loss_avoided,net_per_year,left_tail_p05,worst,best,asset,system,rule
range_breakout_20,0.5-1,4,1.0,-0.005835572369411068,,,,,,-0.023342289477644274,-0.0,-0.0035027819357886483,-0.04775581003690753,-0.055293564678970286,0.02305809988274843,ETH,LL2_k0.30,M1_1close
range_breakout_20,1-1.5,1,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
range_breakout_20,1.5-2,0,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
range_breakout_20,2-2.5,0,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
range_breakout_20,2.5-3,0,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
range_breakout_20,>3,1,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
trend_agree_count,0-2,0,,,,,,,,,,,,,,ETH,LL2_k0.30,M1_1close
trend_agree_count,3-4,4,1.0,0.010636323939168801,,,,,,0.042545295756675205,-0.0,0.010920357888352508,-0.03269850785794829,-0.03424680269588587,0.0793579089201546,ETH,LL2_k0.30,M1_1close
trend_agree_count,5-6,14,0.8571428571428571,0.005742364708225302,0.36494152070103075,-0.04721247606452558,-0.13784222453347758,0.01757691263318315,0.9845087285035727,0.06890837649870363,0.7298830414020615,-0.06905634907206849,-0.3633138725795212,-0.3703670144393959,0.060234396325123285,ETH,LL2_k0.30,M1_1close
trend_agree_count,7-8,9,1.0,-0.013930174820157385,,,-0.049780116237374314,0.015448557702940015,,-0.12537157338141647,-0.0,-0.026211772854929802,-0.0990260322389744,-0.12818101061231046,0.06492091202119687,ETH,LL2_k0.30,M1_1close
ret_z20,<0.5,7,0.7142857142857143,0.06300486627428115,0.00493379997484289,0.043593818774531425,0.01243347020762677,0.06734584133340793,0.07262138406943636,0.31502433137140573,0.00986759994968578,0.09641738421434534,-0.010450529625975102,-0.01872562410267342,0.08936053067454308,SOL,GERHARD_SMA120,M1_1close
ret_z20,0.5-1,7,0.2857142857142857,0.0024818414966141233,0.045296971979418156,-0.031645882414837505,-0.048815112465063926,-0.01831121435879732,0.9480556063231015,0.004963682993228247,0.22648485989709077,-0.04885906392761823,-0.05947041025778725,-0.05955272547818291,0.020416347796700207,SOL,GERHARD_SMA120,M1_1close
ret_z20,1-1.5,7,0.2857142857142857,0.06023594937027832,0.03742127762506846,-0.009519212769255096,-0.07155723449930203,0.03814048660629173,0.3831900492817754,0.12047189874055664,0.1871063881253423,-0.02441148169287158,-0.1031252918934272,-0.11093037903497915,0.08367247755923601,SOL,GERHARD_SMA120,M1_1close
ret_z20,1.5-2,14,0.7142857142857143,0.02591623744328523,0.047368275380551716,0.004977805207903247,-0.016065644762843292,0.028951998851778155,0.6463613327745892,0.2591623744328523,0.18947310152220687,0.02192420924256093,-0.05695297047858498,-0.06374294570662009,0.09744050716121999,SOL,GERHARD_SMA120,M1_1close
ret_z20,2-2.5,9,0.6666666666666666,0.014283671409155782,0.10284941026500176,-0.024760689148896734,-0.06186744444356364,0.009741137298156089,0.8780560435617131,0.08570202845493469,0.30854823079500526,-0.050587057429901036,-0.13653652618503045,-0.14851633230697303,0.0957419058378236,SOL,GERHARD_SMA120,M1_1close
ret_z20,2.5-3,3,0.6666666666666666,0.020225539773192525,0.029653319274245415,0.003599253424046543,,,0.5945067678080455,0.04045107954638505,0.029653319274245415,0.0049175585279289296,-0.024871664827448202,-0.029653319274245415,0.022287854352658343,SOL,GERHARD_SMA120,M1_1close
ret_z20,>3,3,1.0,0.039526540452935466,,,,,,0.1185796213588064,-0.0,0.032986448363521735,-0.04426499743130343,-0.058099636545511535,0.09643250330774844,SOL,GERHARD_SMA120,M1_1close
brk_vol,<0.5,19,0.5789473684210527,0.05267861971478518,0.018290642022117498,0.022796825299247214,-0.004097786608251562,0.04760243474680191,0.257726254641405,0.579464816862637,0.14632513617693998,0.09536122264644414,-0.04684430983798883,-0.05955272547818291,0.0957419058378236,SOL,GERHARD_SMA120,M1_1close
brk_vol,0.5-1,11,0.36363636363636365,0.031484451398541585,0.05994438185282241,-0.026697533397780956,-0.05593752974146783,0.00023476967393451696,0.6556397989682113,0.12593780559416634,0.41961067296975685,-0.06716594540321505,-0.09792190046572591,-0.11093037903497915,0.0578071532211446,SOL,GERHARD_SMA120,M1_1close
brk_vol,1-1.5,9,0.6666666666666666,0.01411556444194271,0.06507209220799696,-0.012280321108037184,-0.05581823391116734,0.032179894541440546,0.821745395190281,0.08469338665165627,0.19521627662399088,-0.041789322528359436,-0.108208061612393,-0.11856681700211658,0.09744050716121999,SOL,GERHARD_SMA120,M1_1close
brk_vol,1.5-2,8,0.75,-0.0049565308588931005,0.09499070689644434,-0.02746507486828091,-0.0644444996287963,0.003239990504310466,1.0550516601254376,-0.029739185153358605,0.1899814137928887,-0.0498775318614772,-0.1168704887904615,-0.14851633230697303,0.018163225193726706,SOL,GERHARD_SMA120,M1_1close
brk_vol,2-2.5,2,,,,,,,,,,,,,,SOL,GERHARD_SMA120,M1_1close
brk_vol,2.5-3,0,,,,,,,,,,,,,,SOL,GERHARD_SMA120,M1_1close
brk_vol,>3,1,,,,,,,,,,,,,,SOL,GERHARD_SMA120,M1_1close
range_breakout_20,<0.5,41,0.5853658536585366,0.02964264500734999,0.044791075400076395,-0.0012201171128024164,-0.0156734411915135,0.013790376365277428,0.6017578478531554,0.7114234801763998,0.7614482818012988,-0.010967322204978602,-0.09266992852780764,-0.14851633230697303,0.0957419058378236,SOL,GERHARD_SMA120,M1_1close
range_breakout_20,0.5-1,4,0.5,0.00845570410087143,0.035559200380080536,-0.013551748139604552,,,0.8078899818008068,0.01691140820174286,0.07111840076016107,-0.013199402687974836,-0.03969331715416512,-0.041465081485915656,0.018163225193726706,SOL,GERHARD_SMA120,M1_1close
range_breakout_20,1-1.5,3,0.6666666666666666,0.08884363087889474,0.11856681700211658,0.01970681491855763,,,0.5716530590114575,0.17768726175778948,0.11856681700211658,0.02359971852132189,-0.09868545984224797,-0.11856681700211658,0.09744050716121999,SOL,GERHARD_SMA120,M1_1close
range_breakout_20,1.5-2,0,,,,,,,,,,,,,,SOL,GERHARD_SMA120,M1_1close
range_breakout_20,2-2.5,0,,,,,,,,,,,,,,SOL,GERHARD_SMA120,M1_1close
range_breakout_20,2.5-3,0,,,,,,,,,,,,,,SOL,GERHARD_SMA120,M1_1close
range_breakout_20,>3,2,,,,,,,,,,,,,,SOL,GERHARD_SMA120,M1_1close
trend_agree_count,0-2,1,,,,,,,,,,,,,,SOL,GERHARD_SMA120,M1_1close
trend_agree_count,3-4,25,0.52,0.020954637366035457,0.05564697564722224,-0.01581413688032824,-0.034730370808642115,0.004318621240722766,0.7264465258400138,0.27241028575846093,0.6677637077666669,-0.0844461037359633,-0.11703952940868909,-0.14851633230697303,0.09643250330774844,SOL,GERHARD_SMA120,M1_1close
trend_agree_count,5-6,22,0.6818181818181818,0.04222415220280576,0.049422165027465166,0.013063960356810459,-0.006811316197988813,0.038584504311364176,0.5392706059675789,0.6333622830420864,0.34595515519225617,0.09065237776092444,-0.08364538707555817,-0.09266992852780764,0.09744050716121999,SOL,GERHARD_SMA120,M1_1close
trend_agree_count,7-8,2,,,,,,,,,,,,,,SOL,GERHARD_SMA120,M1_1close
ret_z20,<0.5,14,1.0,-0.009249943111828038,,,-0.01989293381989298,-0.0011680668330857047,,-0.12949920356559252,-0.0,-0.03097549712006069,-0.04686848593397415,-0.05261339948359667,0.012791810065933773,SOL,LL3_k0.30,M1_1close
ret_z20,0.5-1,9,1.0,0.013839588778862476,,,-0.016865045331364157,0.046524311309984835,,0.12455629900976228,-0.0,0.031160402885832654,-0.044213361384872266,-0.051736095584407726,0.12962693949163984,SOL,LL3_k0.30,M1_1close
ret_z20,1-1.5,5,1.0,-0.010585723051770145,,,-0.03153761895407011,0.003325084766615638,,-0.05292861525885073,-0.0,-0.02229778168776843,-0.035564775165970806,-0.03830666875705213,0.009975254299846914,SOL,LL3_k0.30,M1_1close
ret_z20,1.5-2,3,1.0,0.05617390548159692,,,,,,0.16852171644479075,-0.0,0.08239967460704126,0.0,0.0,0.16852171644479075,SOL,LL3_k0.30,M1_1close
ret_z20,2-2.5,3,1.0,0.0,,,,,,0.0,-0.0,0.0,0.0,0.0,0.0,SOL,LL3_k0.30,M1_1close
ret_z20,2.5-3,4,1.0,0.004702984426362383,,,,,,0.018811937705449533,-0.0,0.00856740679166514,0.0,0.0,0.011986253306522032,SOL,LL3_k0.30,M1_1close
ret_z20,>3,3,1.0,0.0,,,,,,0.0,-0.0,0.0,0.0,0.0,0.0,SOL,LL3_k0.30,M1_1close
brk_vol,<0.5,41,1.0,0.003157613032574617,,,-0.007819858632956509,0.016117729240183815,,0.1294621343355593,-0.0,0.027996473988195995,-0.043775070945715866,-0.05261339948359667,0.16852171644479075,SOL,LL3_k0.30,M1_1close
brk_vol,0.5-1,0,,,,,,,,,,,,,,SOL,LL3_k0.30,M1_1close
brk_vol,1-1.5,0,,,,,,,,,,,,,,SOL,LL3_k0.30,M1_1close
brk_vol,1.5-2,0,,,,,,,,,,,,,,SOL,LL3_k0.30,M1_1close
brk_vol,2-2.5,0,,,,,,,,,,,,,,SOL,LL3_k0.30,M1_1close
brk_vol,2.5-3,0,,,,,,,,,,,,,,SOL,LL3_k0.30,M1_1close
brk_vol,>3,0,,,,,,,,,,,,,,SOL,LL3_k0.30,M1_1close
range_breakout_20,<0.5,30,1.0,0.003688339887670326,,,-0.01086805571614282,0.021927691831382053,,0.11065019663010978,-0.0,0.025692933451460648,-0.04815363449699639,-0.05261339948359667,0.16852171644479075,SOL,LL3_k0.30,M1_1close
range_breakout_20,0.5-1,6,1.0,0.0031353229509082556,,,0.0,0.007130740719748933,,0.018811937705449533,-0.0,0.0043432744923612146,0.0,0.0,0.011986253306522032,SOL,LL3_k0.30,M1_1close
range_breakout_20,1-1.5,3,1.0,0.0,,,,,,0.0,-0.0,0.0,0.0,0.0,0.0,SOL,LL3_k0.30,M1_1close
range_breakout_20,1.5-2,0,,,,,,,,,,,,,,SOL,LL3_k0.30,M1_1close
range_breakout_20,2-2.5,1,,,,,,,,,,,,,,SOL,LL3_k0.30,M1_1close
range_breakout_20,2.5-3,0,,,,,,,,,,,,,,SOL,LL3_k0.30,M1_1close
range_breakout_20,>3,1,,,,,,,,,,,,,,SOL,LL3_k0.30,M1_1close
trend_agree_count,0-2,2,,,,,,,,,,,,,,SOL,LL3_k0.30,M1_1close
trend_agree_count,3-4,7,1.0,-0.0019326579120851894,,,-0.017155625494105726,0.006927548534538376,,-0.013528605384596326,-0.0,-0.003169546579040287,-0.026814668129936492,-0.03830666875705213,0.012791810065933773,SOL,LL3_k0.30,M1_1close
trend_agree_count,5-6,17,1.0,0.00018647754782940464,,,-0.01844435459365011,0.026120103703095466,,0.003170118313099879,-0.0,0.0007319125877747982,-0.05191155636424551,-0.05261339948359667,0.16852171644479075,SOL,LL3_k0.30,M1_1close
trend_agree_count,7-8,15,1.0,0.004617871397487424,,,-0.00989231585013638,0.02638224539753788,,0.06926807096231136,-0.0,0.016084019656061172,-0.03022826744928858,-0.043775070945715866,0.12962693949163984,SOL,LL3_k0.30,M1_1close
ret_z20,<0.5,5,1.0,0.0038230901153534893,,,-0.033963000643032926,0.04015214590240805,,0.019115450576767445,-0.0,0.00829206451682222,-0.04882553208059046,-0.05261339948359667,0.07091184475880496,SOL,LL2_k0.30,M1_1close
ret_z20,0.5-1,3,1.0,-0.014767814379638144,,,,,,-0.04430344313891443,-0.0,-0.014257121239196915,-0.032078583529236995,-0.03292926008556907,0.013048311468902951,SOL,LL2_k0.30,M1_1close
ret_z20,1-1.5,1,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
ret_z20,1.5-2,3,1.0,0.04967109900873871,,,,,,0.14901329702621613,-0.0,0.07286091932908359,-0.01490364487576965,-0.016191003667390236,0.16852171644479075,SOL,LL2_k0.30,M1_1close
ret_z20,2-2.5,1,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
ret_z20,2.5-3,1,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
ret_z20,>3,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
brk_vol,<0.5,14,1.0,0.009221472924461857,,,-0.015335473062712856,0.040839539016922395,,0.129100620942466,-0.0,0.027918295914289935,-0.0403028304238265,-0.05261339948359667,0.16852171644479075,SOL,LL2_k0.30,M1_1close
brk_vol,0.5-1,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
brk_vol,1-1.5,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
brk_vol,1.5-2,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
brk_vol,2-2.5,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
brk_vol,2.5-3,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
brk_vol,>3,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
range_breakout_20,<0.5,11,1.0,0.012465270410463676,,,-0.017841565477113172,0.0523147337426174,,0.13711797451510044,-0.0,0.03828925091104009,-0.04314373097608115,-0.05261339948359667,0.16852171644479075,SOL,LL2_k0.30,M1_1close
range_breakout_20,0.5-1,2,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
range_breakout_20,1-1.5,1,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
range_breakout_20,1.5-2,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
range_breakout_20,2-2.5,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
range_breakout_20,2.5-3,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
range_breakout_20,>3,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
trend_agree_count,0-2,0,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
trend_agree_count,3-4,1,,,,,,,,,,,,,,SOL,LL2_k0.30,M1_1close
trend_agree_count,5-6,8,1.0,0.002316769691275547,,,-0.03234443598866033,0.05353088936868991,,0.018534157530204376,-0.0,0.004845813198215568,-0.045984631528335804,-0.05261339948359667,0.16852171644479075,SOL,LL2_k0.30,M1_1close
trend_agree_count,7-8,5,1.0,0.019554930669265568,,,-0.007006098385175341,0.04776643144284416,,0.09777465334632784,-0.0,0.030523241140808757,-0.01754294475782927,-0.024422494522248317,0.07091184475880496,SOL,LL2_k0.30,M1_1close
