asset,system,exposure,model,window,n,CAGR,AnnVol,Sharpe,Sortino,MaxDD,Calmar,WorstDay,Skew,Trades,Whipsaws,WhipsawsPerYr,TurnoverPerYr,Exposure,UpCapture,DownCapture,WorstMonth
BTC,GERHARD_SMA120,long_short,M2_2close,test_2024+,988,-0.045100305016378184,0.4754421864850793,0.140455403335791,0.20301191584002923,-0.5097208212977462,-0.08848040561017906,-0.12351182687910213,0.09033030155646293,25,16,5.910931174089069,17.732793522267208,1.0,0.1921360370512547,0.21106018295445333,-0.2033533252047438
BTC,GERHARD_SMA120,long_short,M3_linear,full,3696,0.5101662593503784,0.6670983912209406,0.9482707919317335,1.3386359248875672,-0.7457290190571189,0.6841174827760087,-0.16643230640130977,0.6345838035824936,59,30,2.962662337662338,12.772366522366521,0.9781746031746033,0.4392095552663374,-0.0625697933183171,-0.30488127278238475
BTC,GERHARD_SMA120,long_short,M3_linear,train_<=2021,1978,1.0400007723976081,0.7866397820208769,1.2952963822865338,1.8446787867611156,-0.7457290190571189,1.3946094973111802,-0.16643230640130977,0.6323578304141833,26,11,2.029828109201213,10.4566902595214,0.9821368385574654,0.5737403954334969,-0.004678926147895443,-0.30488127278238475
BTC,GERHARD_SMA120,long_short,M3_linear,validation_2022-23,730,0.22006616313734617,0.5310184957720345,0.6388767830771986,0.9112811828379447,-0.42644783285613086,0.5160447449420832,-0.14553439363372195,0.29230695519368244,10,3,1.5,10.333333333333332,0.9817351598173516,-0.013464969197530392,-0.4398805947428335,-0.16618163635210104
BTC,GERHARD_SMA120,long_short,M3_linear,test_2024+,988,-0.0317247212278019,0.46519619232069304,0.163069674257586,0.23424031270539708,-0.4930717447261944,-0.06434098397874902,-0.12351182687910213,0.09987815299155983,25,16,5.910931174089069,19.210526315789473,0.9676113360323887,0.19959023763780195,0.19400774160618411,-0.19854370442549285
BTC,LL3_k0.30,long_flat,M0_3close,full,3692,0.7408976977772386,0.4866173030702817,1.3799969250506472,1.4053586354194498,-0.4520766147192802,1.638876406463324,-0.1569052633763215,1.0204399554639276,20,5,0.49431202600216684,3.756771397616468,0.4761646803900325,0.6541062779965049,0.3094723024329563,-0.19881859291516457
BTC,LL3_k0.30,long_flat,M0_3close,train_<=2021,1974,1.3313335290223445,0.6087173096471081,1.6920573974306512,1.8541551249727646,-0.4520766147192802,2.944928991403469,-0.1569052633763215,0.8042160169900396,10,0,0.0,3.5131712259371835,0.5450861195542046,0.7241983347848189,0.3671655263420583,-0.19881859291516457
BTC,LL3_k0.30,long_flat,M0_3close,validation_2022-23,730,0.24769867213084829,0.25322633275233386,0.9987292509072362,0.9695552509226489,-0.18574745713116203,1.3335238929055195,-0.061357604280874556,1.8078623649277927,4,1,0.5,3.5,0.32465753424657534,0.34904623807470175,0.0764544360267031,-0.07014372071935937
BTC,LL3_k0.30,long_flat,M0_3close,test_2024+,988,0.242380721952562,0.3097648987775022,0.8543772146342425,0.9110167875156769,-0.2999921615417186,0.8079568502954207,-0.08440339319160906,0.7815140727049787,7,4,1.4777327935222673,4.433198380566802,0.45040485829959515,0.581152164868982,0.4114477015165055,-0.14962778216524586
BTC,LL3_k0.30,long_flat,M1_1close,full,3692,0.8051558811819903,0.48786923384859743,1.4519795055508886,1.4829812944797631,-0.45207661471928007,1.7810164360789977,-0.1569052633763215,1.0408783740815104,20,4,0.39544962080173346,3.756771397616468,0.4761646803900325,0.6718787895923142,0.2889114698163263,-0.21993625826202334
BTC,LL3_k0.30,long_flat,M1_1close,train_<=2021,1974,1.4704215224260309,0.6088468041067145,1.787098017280349,1.956569805122389,-0.45207661471928007,3.252593641321391,-0.1569052633763215,0.8175495063180441,10,0,0.0,3.5131712259371835,0.5440729483282675,0.7396875185789383,0.3225439051547858,-0.21993625826202334
BTC,LL3_k0.30,long_flat,M1_1close,validation_2022-23,730,0.2618161972588138,0.2670316633464656,1.0021666601964827,1.0027703655998388,-0.18574745713116259,1.4095277604470056,-0.061357604280874556,1.9893465971955069,4,1,0.5,3.5,0.3273972602739726,0.42164578905066763,0.1363663462399202,-0.08626117459690108
BTC,LL3_k0.30,long_flat,M1_1close,test_2024+,988,0.2565660071532747,0.30775316161860494,0.8949583905134204,0.9436108819578202,-0.2645800373277012,0.969710374768371,-0.08440339319160906,0.731775640845167,7,3,1.1082995951417005,4.433198380566802,0.45040485829959515,0.567646213095067,0.36649823879876775,-0.14962778216524586
BTC,LL3_k0.30,long_flat,M2_2close,full,3692,0.7659999543075122,0.4877805565545695,1.4072273878338388,1.432617759553365,-0.4520766147192804,1.6944029603990118,-0.1569052633763215,1.0197130303416873,20,5,0.49431202600216684,3.756771397616468,0.4761646803900325,0.6645283790648896,0.30854750481122756,-0.18161027055217727
