feature,threshold,window,n,CAGR,AnnVol,Sharpe,Sortino,MaxDD,Calmar,WorstDay,Skew,Trades,Whipsaws,WhipsawsPerYr,TurnoverPerYr,Exposure,UpCapture,DownCapture,WorstMonth,M0_sharpe,asset,system,exposure
ret_z20,1.0,validation_2022-23,730,0.09427978695010819,0.318081422116424,0.44245462831238486,0.3934117009843648,-0.3326742569961666,0.28339970697280187,-0.14330211183137698,0.026633817659324946,7,4,2.0,6.5,0.4095890410958904,0.4871015858802587,0.35782526841334605,-0.249936661811351,0.3744276006501026,BTC,GERHARD_SMA120,long_flat
ret_z20,1.0,test_2024+,988,0.24886109071400808,0.34284078230992165,0.8183167241701741,0.988757224858406,-0.30776837791652023,0.8085986364119244,-0.08440339319160906,0.7099386012677171,15,10,3.694331983805668,10.34412955465587,0.5738866396761133,0.6535395513080087,0.503289962713252,-0.14962778216524586,0.4441730081675123,BTC,GERHARD_SMA120,long_flat
ret_z20,1.25,full,3696,0.776073602553895,0.5136049801713263,1.3729121298101348,1.5207238971598773,-0.5910257659772538,1.313096056431088,-0.1569052633763215,0.8368283351037761,33,19,1.876352813852814,6.320346320346321,0.5784632034632035,0.7511087489484713,0.44200138499136904,-0.27974382408590304,1.2805098921590528,BTC,GERHARD_SMA120,long_flat
ret_z20,1.25,train_<=2021,1978,1.5253282662638084,0.6292756570249138,1.7843093269771582,2.091611591046935,-0.5910257659772538,2.5808151760383864,-0.1569052633763215,0.7167788526848878,14,7,1.2917087967644085,4.982305358948433,0.6440849342770475,0.8200554893006881,0.4574699465439417,-0.27974382408590304,1.762556855313629,BTC,GERHARD_SMA120,long_flat
ret_z20,1.25,validation_2022-23,730,0.09303700418713912,0.3183503252475438,0.4387791261878477,0.39167449088324674,-0.334189171181438,0.278396226479246,-0.14330211183137698,0.026651037088378925,7,4,2.0,6.5,0.4123287671232877,0.4871015858802587,0.3592673124565158,-0.249936661811351,0.3744276006501026,BTC,GERHARD_SMA120,long_flat
ret_z20,1.25,test_2024+,988,0.2566377112730318,0.34266905744518655,0.8366802670544379,1.008069795546253,-0.3070403818165933,0.8358435126827425,-0.08440339319160906,0.7103889789536746,13,8,2.9554655870445345,8.866396761133604,0.569838056680162,0.6523052516960891,0.4909238623226913,-0.14962778216524586,0.4441730081675123,BTC,GERHARD_SMA120,long_flat
ret_z20,1.5,full,3696,0.7659988184550222,0.5126130588665462,1.3634964247442192,1.5051361753202919,-0.6129808422977971,1.2496292960537356,-0.1569052633763215,0.8349516721145169,30,16,1.5800865800865802,5.727813852813854,0.577922077922078,0.7502156108805009,0.44851436216023594,-0.27974382408590304,1.2805098921590528,BTC,GERHARD_SMA120,long_flat
ret_z20,1.5,train_<=2021,1978,1.4895618755854358,0.6278805898037366,1.7641476267314797,2.0599267079384536,-0.6129808422977971,2.4300300642377657,-0.1569052633763215,0.7171007631674188,14,7,1.2917087967644085,4.982305358948433,0.6420626895854399,0.812131031559243,0.4574699465439417,-0.27974382408590304,1.762556855313629,BTC,GERHARD_SMA120,long_flat
ret_z20,1.5,validation_2022-23,730,0.097420206952602,0.3183723755495997,0.45134600531364666,0.4022784440035999,-0.334189171181438,0.29151215944011133,-0.14330211183137698,0.024722224581892445,6,3,1.5,5.5,0.4136986301369863,0.4913512394517139,0.3592673124565158,-0.249936661811351,0.3744276006501026,BTC,GERHARD_SMA120,long_flat
ret_z20,1.5,test_2024+,988,0.26207796455919485,0.3423467401445525,0.8497766814864267,1.0220211669830643,-0.31305191267650745,0.8371709417728855,-0.08440339319160906,0.7092787041190858,11,6,2.216599190283401,7.388663967611336,0.5708502024291497,0.6778183313391657,0.5217332217838182,-0.14962778216524586,0.4441730081675123,BTC,GERHARD_SMA120,long_flat
ret_z20,1.75,full,3696,0.7556659563987513,0.5138129290558402,1.3501527404217244,1.4842791419306665,-0.6509578961612523,1.1608522776280468,-0.1569052633763215,0.8133595226509117,28,15,1.481331168831169,5.332792207792208,0.5776515151515151,0.7426814197385012,0.4413961470486163,-0.2714495211398873,1.2805098921590528,BTC,GERHARD_SMA120,long_flat
ret_z20,1.75,train_<=2021,1978,1.4735054364609068,0.6297361999830325,1.7506265138578574,2.0344851611647377,-0.6509578961612523,2.263595610638229,-0.1569052633763215,0.6939292972865606,12,6,1.1071789686552072,4.2441860465116275,0.6435793731041456,0.8036679530290419,0.44412658633870017,-0.2714495211398873,1.762556855313629,BTC,GERHARD_SMA120,long_flat
ret_z20,1.75,validation_2022-23,730,0.097420206952602,0.3183723755495997,0.45134600531364666,0.4022784440035999,-0.334189171181438,0.29151215944011133,-0.14330211183137698,0.024722224581892445,6,3,1.5,5.5,0.4136986301369863,0.4913512394517139,0.3592673124565158,-0.249936661811351,0.3744276006501026,BTC,GERHARD_SMA120,long_flat
