decision_date,next_date,basket_hash,basket_members,n_valid,coverage,F_tk,F_tk_apr,label_v0_0,label_v0_1,p_v0_0,p_v0_1,r_alts,r_maj_weighted,y,r_btc,r_eth,y_hot,y_cold
2024-03-25,2024-04-01,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LDO,LINK,LTC,NEAR,OP,RUNE,SOL,STX,THETA,TRX,UNI,VET,WIF,XLM,XRP","SOL,XRP,DOGE,ADA,DOT,LINK,TRX,BCH,UNI,NEAR,ICP,LTC,APT,STX,FIL,ETC,ATOM,ARB,IMX,XLM,OP,HBAR,GRT,KAS,INJ,VET,RUNE,THETA,WIF,LDO",30,100.0,0.00018526966666666667,0.202870285,Green,,96.22641509433963,,0.08163181431947053,0.05747778414969009,-0.024450522820489647,0.05847438235782931,0.055152388330698576,0.0740127119371884,0.06906886163175775
2024-04-01,2024-04-08,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,RUNE,SOL,STX,THETA,TRX,UNI,VET,WIF,XLM,XRP","SOL,XRP,DOGE,ADA,BCH,DOT,LINK,TRX,UNI,ICP,LTC,NEAR,APT,STX,FIL,ETC,ATOM,WIF,ARB,IMX,XLM,HBAR,OP,GRT,VET,INJ,KAS,FET,THETA,RUNE",30,100.0,0.00045288814285714287,0.4959125164285714,Green,,99.05660377358491,,-0.08897318989483069,-0.03387532399345765,0.053633526513283854,-0.02589553369212616,-0.05249483469656446,-0.08212164642785229,-0.1071002666955265
2024-04-08,2024-04-15,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,RUNE,SOL,STX,THETA,TRX,UNI,VET,WIF,XLM,XRP","SOL,XRP,DOGE,ADA,BCH,DOT,TRX,LINK,UNI,ICP,LTC,NEAR,APT,ETC,STX,FIL,ATOM,ARB,IMX,WIF,XLM,HBAR,KAS,OP,GRT,INJ,VET,FET,THETA,RUNE",30,100.0,0.0001452129523809524,0.15900818285714288,Green,,93.39622641509435,,-0.202690441218893,-0.062499599353235874,0.13119565354103965,-0.05258227355860445,-0.08564002620737587,-0.25411361542283256,-0.20590981432972452
2024-04-15,2024-04-22,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,TAO,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,BCH,TRX,DOT,LINK,NEAR,ICP,LTC,UNI,APT,STX,ETC,TAO,FIL,ATOM,XLM,ARB,VET,IMX,WIF,HBAR,KAS,GRT,INJ,OP,FET,XMR",30,100.0,7.713935714285715e-05,0.08446759607142858,Green,,85.84905660377359,,0.023215364483558574,-0.009691586526229234,-0.033460563762857255,-0.012413783562944425,-0.003339793440560457,0.016963272179426857,0.02475122033662521
2024-04-22,2024-04-29,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,TAO,THETA,TRX,UNI,VET,WIF,XLM,XRP","SOL,XRP,DOGE,ADA,BCH,TRX,DOT,LINK,ICP,NEAR,LTC,UNI,APT,STX,ETC,FIL,ATOM,XLM,IMX,HBAR,ARB,TAO,VET,WIF,KAS,GRT,OP,INJ,FET,THETA",30,100.0,2.169090476190476e-05,0.023751540714285712,Yellow,,49.056603773584904,,-0.03758213981188149,-0.009834889155540903,0.027369271682898356,-0.029351589106383247,0.03570407739642456,-0.031090109652650962,-0.05052305797442374
2024-04-29,2024-05-06,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,TAO,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,BCH,DOT,LINK,NEAR,ICP,LTC,UNI,ETC,APT,HBAR,STX,XLM,FIL,ATOM,IMX,ARB,VET,TAO,OP,KAS,WIF,GRT,AR,INJ,XMR",30,100.0,1.648647619047619e-05,0.01805269142857143,Yellow,,45.28301886792453,,0.03484970443753626,-0.00043523141540704503,-0.03592249155794406,0.015541302498160325,-0.03771381054706424,0.031060113233286713,0.03301991155193995
2024-05-06,2024-05-13,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TAO,TRX,UNI,VET,WIF,XLM,XRP","SOL,XRP,DOGE,ADA,TRX,DOT,BCH,LINK,NEAR,LTC,ICP,FET,UNI,ETC,APT,HBAR,ATOM,FIL,STX,IMX,WIF,XLM,TAO,OP,ARB,GRT,VET,AR,SUI,KAS",30,100.0,1.1730333333333335e-05,0.012844715000000001,Orange,,38.67924528301887,,-0.059944174163293236,-0.047004452404010036,0.012856718816194249,-0.03910255131492013,-0.06544222161188651,-0.05598662683351343,-0.07173070231278697
2024-05-13,2024-05-20,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,SOL,STX,TAO,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,DOT,BCH,LINK,NEAR,LTC,FET,ICP,UNI,ETC,HBAR,APT,ATOM,IMX,FIL,XLM,WIF,STX,KAS,AR,ARB,OP,GRT,VET,TAO,XMR",30,100.0,5.108371428571429e-05,0.055936667142857145,YellowGreen,,66.0377358490566,,0.03397652385749862,0.0683389004144394,0.033785175575955145,0.07715633058082738,0.04776489669286743,0.022433054639096763,0.03937517226566503
2024-05-20,2024-05-27,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,SOL,STX,TAO,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,BCH,DOT,NEAR,LTC,ICP,UNI,FET,ETC,HBAR,APT,IMX,ATOM,AR,FIL,XLM,KAS,GRT,STX,OP,ARB,WIF,VET,TAO,XMR",30,100.0,6.069580952380953e-05,0.06646191142857144,YellowGreen,,71.69811320754717,,0.05672438567096223,0.09748172826704467,0.03994866216878844,0.034053224757772727,0.2454815697886792,0.050142122757381606,0.04970350359491609
2024-05-27,2024-06-03,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,SOL,STX,TAO,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,DOT,LINK,TRX,BCH,NEAR,UNI,LTC,FET,ICP,ETC,APT,HBAR,IMX,KAS,ATOM,FIL,ARB,XLM,GRT,TAO,WIF,STX,OP,XMR,VET,AR",30,100.0,8.890304761904763e-05,0.09734883714285716,Green,,89.62264150943396,,-0.030844613232730002,-0.01135059923584195,0.019306439506442997,-0.011222118288834126,-0.011650388112193544,-0.037958741478270684,-0.028759474706161824
2024-06-03,2024-06-10,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,LINK,TRX,DOT,BCH,NEAR,UNI,LTC,ICP,FET,ETC,APT,HBAR,KAS,FIL,ATOM,ARB,IMX,WIF,XLM,AR,GRT,XMR,STX,TAO,OP,SUI",30,100.0,0.0001180769523809524,0.12929426285714288,Green,,92.45283018867924,,-0.026903797036485582,0.013843696373294256,0.03993919864400358,0.028257209296857377,-0.01978783378168636,-0.028631581816549647,-0.03367471401403832
2024-06-10,2024-06-17,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,SOL,STX,SUI,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,BCH,DOT,UNI,NEAR,LTC,ICP,FET,KAS,ETC,APT,FIL,STX,HBAR,XMR,ATOM,IMX,XLM,ARB,WIF,INJ,SUI,GRT,TAO,AR",30,100.0,0.00011300209523809526,0.12373729428571431,Green,,91.50943396226415,,-0.07572289996898736,-0.037611594353788434,0.03740300983803988,-0.043624427946706845,-0.02358164930364548,-0.0955078836487444,-0.06879421540794321
2024-06-17,2024-06-24,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,UNI,DOT,BCH,NEAR,LTC,ICP,KAS,ETC,FET,APT,XMR,HBAR,FIL,XLM,ATOM,STX,ARB,WIF,IMX,INJ,SUI,OP,GRT,VET",30,100.0,7.708704761904762e-05,0.08441031714285714,Green,,84.90566037735849,,-0.12280506766944856,-0.05230665464234953,0.06812434658699577,-0.05095178314175097,-0.05546802147707952,-0.13429805022903343,-0.13493485631890662
2024-06-24,2024-07-01,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,DOT,BCH,UNI,NEAR,LTC,ICP,KAS,FET,ETC,APT,XMR,HBAR,XLM,ATOM,ARB,FIL,STX,IMX,SUI,VET,INJ,GRT,OP,TAO",30,100.0,3.390761904761905e-05,0.037128842857142866,Yellow,,55.660377358490564,,0.04495472481658578,-0.0038538243871084287,-0.050039921454717355,-0.00770251644486819,0.005126457080997682,0.0435284174268528,0.04129969009321588
2024-07-01,2024-07-08,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,DOT,BCH,UNI,NEAR,LTC,KAS,ICP,FET,ETC,APT,XMR,HBAR,XLM,ATOM,ARB,STX,FIL,IMX,INJ,WIF,VET,OP,GRT,SUI",30,100.0,4.5500666666666676e-05,0.04982323000000001,YellowGreen,,62.264150943396224,,-0.1638831481077208,-0.12072885798007019,0.04224909425139708,-0.10925455786381288,-0.1475022249180039,-0.16997298857727472,-0.19250609970327445
2024-07-08,2024-07-15,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,DOT,LINK,BCH,UNI,NEAR,LTC,KAS,ICP,ETC,FET,XMR,APT,XLM,HBAR,ATOM,ARB,FIL,STX,VET,INJ,IMX,WIF,GRT,SUI,OP",30,100.0,3.381957142857143e-05,0.03703243071428571,Yellow,,54.71698113207547,,0.16972260753200133,0.09660518836562729,-0.07592838720646149,0.0905855110686109,0.11065110205866557,0.16071630970761971,0.14785407978519585
2024-07-15,2024-07-22,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,DOT,LINK,BCH,UNI,NEAR,LTC,KAS,ICP,ETC,FET,APT,XLM,XMR,HBAR,STX,VET,FIL,ATOM,ARB,IMX,INJ,SUI,OP,TAO,GRT",30,100.0,5.718895238095239e-05,0.06262190285714286,YellowGreen,,70.75471698113208,,0.1025225613766582,0.10794659920428397,0.005409380711063791,0.11725532135518568,0.08622624751884667,0.08154585313562625,0.10775922646784347
2024-07-22,2024-07-29,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,SOL,STX,TAO,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,DOT,BCH,NEAR,UNI,LTC,ICP,KAS,FET,ETC,APT,XLM,XMR,STX,WIF,FIL,ARB,HBAR,INJ,IMX,ATOM,TAO,VET,AR,OP",30,100.0,5.236142857142858e-05,0.0573357642857143,YellowGreen,,66.98113207547169,,-0.07096053139684859,-0.020515242690190616,0.04921415875355469,0.002263352779017902,-0.07366529878501049,-0.09699197476486267,-0.05393745706385951
2024-07-29,2024-08-05,"ADA,APT,AR,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,RENDER,SOL,STX,TAO,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,BCH,LINK,DOT,NEAR,UNI,LTC,KAS,ICP,ETC,APT,FET,XMR,XLM,STX,FIL,RENDER,ATOM,HBAR,WIF,TAO,ARB,INJ,VET,IMX,AR",30,100.0,4.545919047619048e-05,0.049777813571428575,YellowGreen,,61.32075471698113,,-0.20868573178717267,-0.15911609710641117,0.04838020841644615,-0.14999565871207454,-0.18039712002652997,-0.24229580448800647,-0.23466856622503177
2024-08-05,2024-08-12,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,RENDER,SOL,STX,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,DOT,BCH,LTC,UNI,NEAR,KAS,ICP,ETC,XMR,XLM,APT,FET,FIL,STX,HBAR,ATOM,ARB,VET,RENDER,INJ,IMX,OP,TAO,SUI",30,100.0,1.5766380952380956e-05,0.017264187142857147,Yellow,,42.45283018867924,,0.014523190406796753,-0.004198111138733753,-0.018898763480618756,0.013757629746857347,-0.04609483987177965,0.0015519246981886858,0.01563305665677036
2024-08-12,2024-08-19,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,RENDER,SOL,STX,SUI,TAO,TRX,UNI,VET,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,BCH,DOT,LINK,LTC,UNI,NEAR,KAS,ICP,XLM,XMR,ETC,APT,SUI,FET,TAO,STX,FIL,ATOM,HBAR,ARB,VET,RENDER,INJ,IMX,WIF",30,100.0,-4.406809523809524e-05,-0.04825456428571429,Red,,15.09433962264151,,0.0008549082066925358,0.0021872490715641457,0.001331454086354953,-0.006223034112299186,0.021811243167245253,0.005910401577869121,-0.006157835004358495
2024-08-19,2024-08-26,"AAVE,ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,RENDER,SOL,STX,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,BCH,DOT,LINK,LTC,UNI,NEAR,KAS,ICP,APT,XMR,ETC,XLM,SUI,STX,FET,FIL,TAO,HBAR,VET,ARB,ATOM,RENDER,IMX,INJ,AAVE",30,100.0,1.1881428571428571e-05,0.013010164285714285,Orange,,39.62264150943396,,0.17989130753095792,0.08478554570364844,-0.0999372060089078,0.09972095687295157,0.04993625297527449,0.1526044559890388,0.1669422027503736
2024-08-26,2024-09-02,"AAVE,ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,RENDER,SOL,STX,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","SOL,XRP,DOGE,TRX,ADA,LINK,BCH,DOT,NEAR,UNI,LTC,KAS,ICP,APT,FET,XMR,ETC,XLM,STX,SUI,TAO,RENDER,FIL,IMX,INJ,HBAR,ARB,VET,AAVE,ATOM",30,100.0,4.522004761904762e-05,0.049515952142857145,YellowGreen,,60.37735849056604,,-0.14908455209244018,-0.10968477042311872,0.038643413537652306,-0.10749260705396069,-0.11479981828448749,-0.18266981861015644,-0.14558900325405263
2024-09-02,2024-09-09,"AAVE,ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,RENDER,SOL,STX,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","SOL,XRP,DOGE,TRX,ADA,LINK,BCH,DOT,LTC,NEAR,UNI,KAS,ICP,XMR,APT,FET,XLM,ETC,STX,SUI,IMX,FIL,TAO,RENDER,AAVE,HBAR,ARB,VET,ATOM,OP",30,100.0,-2.3647714285714288e-05,-0.025894247142857145,Orange,,22.641509433962266,,0.0026718385839386277,-0.0478031411257482,-0.051793398060324215,-0.04472473428696622,-0.054986090416239475,0.005282451455567571,-0.003350912458836378
2024-09-09,2024-09-16,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,RENDER,SOL,STX,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","SOL,XRP,DOGE,TRX,ADA,LINK,BCH,DOT,UNI,LTC,NEAR,KAS,ICP,XMR,APT,FET,ETC,XLM,SUI,STX,FIL,IMX,RENDER,AAVE,HBAR,TAO,ARB,OP,VET,INJ",30,100.0,-4.550714285714284e-06,-0.004983032142857141,Orange,,29.245283018867923,,0.06450902401091795,0.05992629052864457,-0.004593266397372647,0.08071181587843879,0.011426731379124755,0.04221256977427755,0.07898485704049335
2024-09-16,2024-09-23,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,POL,RENDER,SOL,STX,SUI,TAO,TRX,UNI,XLM,XMR,XRP","SOL,XRP,DOGE,TRX,ADA,LINK,BCH,DOT,UNI,LTC,NEAR,KAS,ICP,FET,XMR,APT,SUI,XLM,ETC,STX,TAO,POL,AAVE,IMX,FIL,RENDER,HBAR,INJ,ARB,OP",30,100.0,2.309436507936508e-05,0.025288329761904763,Yellow,,50.0,,0.11654623622229303,0.08524216325420257,-0.03180451712980508,0.07376191651304786,0.11202940565023023,0.06320104924406804,0.1440402719612164
2024-09-23,2024-09-30,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,POL,RENDER,SOL,STX,SUI,TAO,TRX,UNI,XLM,XMR,XRP","SOL,XRP,DOGE,TRX,ADA,LINK,BCH,DOT,LTC,NEAR,UNI,SUI,KAS,FET,APT,ICP,TAO,XMR,POL,XLM,ETC,IMX,STX,AAVE,RENDER,FIL,ARB,INJ,OP,HBAR",30,100.0,4.0560476190476195e-05,0.04441372142857143,Yellow,,58.490566037735846,,0.08508114106494508,0.031827500625766246,-0.05472405740348391,0.032730500348740366,0.02972050127215997,0.09015125166809983,0.06854394887765027
2024-09-30,2024-10-07,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,OP,POL,RENDER,SOL,STX,SUI,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,LINK,BCH,DOT,NEAR,UNI,LTC,SUI,ICP,FET,TAO,APT,KAS,POL,ETC,XLM,STX,IMX,XMR,RENDER,WIF,AAVE,FIL,OP,ARB,HBAR",30,100.0,7.578066666666668e-05,0.08297983000000002,Green,,83.01886792452831,,-0.07452680785755238,-0.0553961499679523,0.018949967698614397,-0.043431767911664254,-0.08331304143262441,-0.08873409682795155,-0.07155003946533856
2024-10-07,2024-10-14,"AAVE,ADA,APT,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,POL,RENDER,SOL,STX,SUI,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,TRX,ADA,LINK,BCH,DOT,NEAR,UNI,SUI,LTC,TAO,APT,ICP,FET,KAS,POL,ETC,XLM,STX,XMR,WIF,IMX,AAVE,FIL,RENDER,OP,HBAR,INJ",30,100.0,1.7803238095238094e-05,0.019494545714285712,Yellow,,47.16981132075472,,0.00181622893143909,0.0037451465075124314,0.0019270596034327596,0.00028233481691319895,0.011825040452243973,-0.009759539365925296,0.009008170785231565
2024-10-14,2024-10-21,"AAVE,ADA,APT,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,POL,RENDER,SOL,STX,SUI,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,TRX,ADA,LINK,SUI,BCH,DOT,UNI,NEAR,APT,LTC,TAO,ICP,FET,KAS,POL,ETC,XMR,XLM,WIF,STX,IMX,AAVE,OP,RENDER,FIL,INJ,HBAR",30,100.0,6.089280952380953e-05,0.06667762642857143,YellowGreen,,72.64150943396226,,0.06270797462318974,0.10190951841608903,0.038452671932136286,0.0976180330258607,0.11192298432662184,0.06410616378007374,0.05321111462243748
2024-10-21,2024-10-28,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,POL,RENDER,SOL,STX,SUI,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,TRX,ADA,LINK,BCH,DOT,NEAR,SUI,UNI,LTC,APT,TAO,ICP,FET,KAS,XMR,ETC,POL,XLM,STX,WIF,IMX,AAVE,FIL,OP,ARB,INJ,RENDER",30,100.0,7.318028571428573e-05,0.08013241285714287,Green,,82.0754716981132,,-0.08146919746816503,-0.03636760245629243,0.044114100798261106,-0.014852567154980734,-0.08656935149268641,-0.07895949588678652,-0.0951564766595331
2024-10-28,2024-11-04,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,OP,POL,RENDER,SOL,STX,SUI,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,TRX,ADA,BCH,LINK,DOT,UNI,LTC,NEAR,SUI,APT,TAO,ICP,FET,KAS,XMR,XLM,ETC,STX,POL,WIF,AAVE,IMX,FIL,ARB,OP,RENDER,INJ",30,100.0,5.557566666666667e-05,0.06085535500000001,YellowGreen,,67.9245283018868,,-0.06910102847061324,0.003101969702888607,0.06971540868933611,0.012731388605612848,-0.019366674403467954,-0.046380996120114676,-0.10102779719947795
2024-11-04,2024-11-11,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,ICP,IMX,KAS,LINK,LTC,NEAR,OP,POL,RENDER,SOL,STX,SUI,TAO,TIA,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,TRX,ADA,BCH,LINK,SUI,DOT,LTC,NEAR,APT,UNI,ICP,TAO,FET,XMR,KAS,XLM,ETC,POL,STX,WIF,FIL,AAVE,ARB,IMX,TIA,OP,RENDER",30,100.0,6.234842857142858e-05,0.0682715292857143,YellowGreen,,74.52830188679245,,0.3029444729303746,0.20839548221437976,-0.09932210661872104,0.16951476631171336,0.2991171526539347,0.27093119994079645,0.24261601674821148
2024-11-11,2024-11-18,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,ICP,IMX,INJ,KAS,LINK,LTC,NEAR,POL,RENDER,SOL,STX,SUI,TAO,TIA,TRX,UNI,WIF,XLM,XMR,XRP","SOL,DOGE,XRP,ADA,TRX,LINK,BCH,SUI,DOT,LTC,NEAR,APT,UNI,ICP,TAO,KAS,FET,ETC,XLM,POL,XMR,AAVE,WIF,STX,FIL,ARB,INJ,TIA,RENDER,IMX",30,100.0,8.218538095238097e-05,0.08999299214285716,Green,,86.79245283018868,,0.10940091767639808,0.07061598085849953,-0.03955710401695863,0.11650475867726406,-0.03645783405195102,0.07271282420386532,0.09926444116300867
2024-11-18,2024-11-25,"AAVE,ADA,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,INJ,KAS,LINK,LTC,NEAR,OM,POL,RENDER,SOL,STX,SUI,TAO,TRX,UNI,WIF,XLM,XMR,XRP","SOL,XRP,DOGE,ADA,TRX,SUI,LINK,BCH,DOT,NEAR,LTC,APT,XLM,UNI,ICP,ETC,KAS,OM,TAO,WIF,HBAR,FET,POL,XMR,RENDER,STX,ARB,FIL,AAVE,INJ",30,100.0,0.00017641409523809525,0.1931734342857143,Green,,95.28301886792453,,0.23790021291331995,0.09228815607472493,-0.1573699223441674,0.09098764090743172,0.09532269146507577,0.10931050000424405,0.2642623538711224
2024-11-25,2024-12-02,"ADA,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,KAS,LINK,LTC,NEAR,OM,POL,RENDER,SOL,STX,SUI,TAO,TIA,TRX,UNI,VET,WIF,XLM,XRP","SOL,XRP,DOGE,ADA,TRX,XLM,DOT,LINK,BCH,SUI,NEAR,LTC,APT,UNI,HBAR,ICP,POL,ETC,RENDER,FET,TAO,KAS,VET,ARB,FIL,ATOM,TIA,OM,WIF,STX",30,100.0,0.00014941814285714288,0.16361286642857145,Green,,94.33962264150944,,0.1100182334549594,0.025258637303376606,-0.08856851176943384,-0.007184835142389545,0.1009600730101643,0.10389396969347088,0.09220092930851186
2024-12-02,2024-12-09,"ADA,ALGO,APT,ARB,ATOM,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,IMX,KAS,LINK,LTC,NEAR,POL,RENDER,SOL,STX,SUI,TAO,TIA,TRX,UNI,VET,XLM,XRP","XRP,SOL,DOGE,ADA,TRX,XLM,DOT,LINK,BCH,SUI,LTC,NEAR,HBAR,UNI,APT,ICP,ETC,POL,FET,TAO,RENDER,KAS,FIL,ALGO,ARB,VET,STX,TIA,ATOM,IMX",30,100.0,0.00021136252380952382,0.23144196357142857,Green,,97.16981132075472,,0.17127086813472872,0.053055148016628334,-0.1258078335228334,0.040320580379845206,0.08276913916912232,0.1442875042256881,0.15512046166675839
2024-12-09,2024-12-16,"AAVE,ADA,ALGO,APT,ARB,BCH,DOGE,DOT,ETC,FET,FIL,HBAR,ICP,KAS,LINK,LTC,NEAR,OM,POL,RENDER,SOL,STX,SUI,TAO,TRX,UNI,VET,XLM,XMR,XRP","XRP,SOL,DOGE,ADA,TRX,LINK,DOT,XLM,HBAR,SUI,BCH,UNI,LTC,NEAR,APT,ICP,POL,ETC,VET,FET,RENDER,TAO,FIL,KAS,ARB,AAVE,ALGO,XMR,STX,OM",30,100.0,0.00039469171428571425,0.43218742714285713,Green,,98.11320754716981,,-0.07834141633676932,0.020036183252863094,0.09383418159072109,0.03443588695265287,-0.013563125379979724,-0.05267926017049341,-0.12057018191810125
