label,count,mean_y,median_y,std_y,hit_rate
Red,16,-0.0012006739796479385,-0.005105136600248164,0.03944286446243676,0.625
Orange,10,-0.009781176709740772,-0.010484455723904997,0.03906398112218897,0.6
Yellow,8,0.027546346848816863,0.035292749082035994,0.04163332152184792,0.25
YellowGreen,7,0.035430003634322506,0.030605156187689716,0.03941940799016721,0.2857142857142857
Green,4,0.009537584951896081,0.02402997699334616,0.06611180485292445,0.25
