label,count,mean_y,median_y,std_y,hit_rate
Red,21,-0.001199838464081587,-0.000304350728003148,0.03606140885922179,0.5238095238095238
Orange,21,-0.016889216078208775,-0.011464951912885294,0.04026046847121827,0.7142857142857143
Yellow,21,0.007784154712536351,0.019322231598064475,0.04490371744247873,0.38095238095238093
YellowGreen,21,0.020539898669255468,0.033785175575955145,0.05554063133585177,0.23809523809523808
Green,21,0.014016303611775093,0.02714815964687377,0.07339195374966756,0.3333333333333333
