label,count,mean_y,median_y,std_y,hit_rate
Red,25,-0.007400369720619351,-0.001904466590558894,0.03261525094886892,0.6
Orange,21,0.00409740811167502,0.013732922100180914,0.040177680290098376,0.42857142857142855
Yellow,22,0.018251325636547643,0.022288544342096976,0.04819880565993798,0.2727272727272727
YellowGreen,12,0.023792591950138973,0.0302217923596798,0.04380696652904558,0.3333333333333333
Green,6,-0.013844216120667613,-0.019519965131798062,0.0890497653250267,0.5
