run_id,title,experiment_id,category_path,timestamp,features,n_regimes,target_n,target_weighting,cagr,sharpe,sortino,max_drawdown,calmar,hit_rate,switches_per_year,avg_regime_duration_days,regime_distribution
msm_v1_baseline_20260126_092441,MSM Baseline - Top 20 Alts Equal Weight,msm_v1_baseline,msm,2026-01-26T09:29:12.155924,"[""alt_breadth"", ""btc_dominance"", ""funding_skew"", ""funding_heating"", ""liquidity"", ""volatility_spread"", ""momentum"", ""oi_risk""]",5,20,equal,-0.9756398091006938,-16.34502018304287,-18.494402478332777,-0.5993913266999616,-1.6277175955685317,0.04838709677419355,24.94877049180328,13.555555555555555,"{""WEAK_RISK_ON_ALTS"": 3.825136612021858, ""WEAK_RISK_ON_MAJORS"": 11.748633879781421, ""BALANCED"": 84.42622950819673}"
