realized_vol_ann,kurtosis,cvar95,cvar99,max_drawdown,avg_turnover,avg_long_short_corr,gross_exposure
0.06955615729828867,31.985446413477085,0.010952610089959139,0.023175396073771955,-0.16042356527709256,0.004025141044529142,-0.927985566086113,0.5201386618985887
